id,x,y,width
05346,557,280,40
05348,597,280,39
05349,636,280,38
05351,674,280,40
05353,714,280,40
05354,754,280,40
05355,794,280,40
05357,834,280,40
05358,874,280,39
05359,913,280,40
05360,953,280,39
05361,992,280,41
05362,1033,280,40
05363,1073,280,38
05365,1111,280,38
05366,1149,280,41
05368,1190,280,39
05370,1229,280,38
05371,1267,280,39
05372,1306,280,40
05373,1346,280,40
05374,1386,280,40
05375,1426,280,39
05376,1465,280,40
05377,1505,280,40
05378,1545,280,40
05379,1585,280,42
05380,1627,280,40
05381,1667,280,39
05382,1706,280,40
05383,1746,280,38
05384,1784,280,40
05385,1824,280,40
05386,1864,280,42
05387,1906,280,39
05388,1945,280,40
05389,0,320,41
05390,41,320,42
05391,83,320,37
05392,120,320,40
05393,160,320,43
05394,203,320,42
05395,245,320,40
05396,285,320,38
05397,323,320,40
05398,363,320,39
05401,402,320,39
05403,441,320,41
05404,482,320,40
05406,522,320,40
05407,562,320,40
05408,602,320,39
05409,641,320,40
05411,681,320,39
05412,720,320,39
05413,759,320,39
05414,798,320,39
05415,837,320,41
05416,878,320,40
05418,918,320,39
05420,957,320,39
05421,996,320,39
05423,1035,320,40
05424,1075,320,40
05425,1115,320,40
05427,1155,320,39
05428,1194,320,40
05430,1234,320,38
05431,1272,320,40
05435,1312,320,40
05436,1352,320,39
05438,1391,320,40
05439,1431,320,40
05440,1471,320,39
05442,1510,320,39
05443,1549,320,40
05444,1589,320,40
05445,1629,320,40
05446,1669,320,40
05447,1709,320,40
05448,1749,320,39
05451,1788,320,40
05454,1828,320,40
05455,1868,320,40
05458,1908,320,39
05459,1947,320,40
05460,0,360,38
05461,38,360,40
05462,78,360,39
05464,117,360,39
05465,156,360,41
05466,197,360,40
05468,237,360,40
05470,277,360,40
05471,317,360,40
05473,357,360,40
05474,397,360,39
05475,436,360,38
05476,474,360,39
05477,513,360,41
05482,554,360,40
05483,594,360,40
05485,634,360,38
05486,672,360,39
05487,711,360,39
05491,750,360,40
05492,790,360,39
05494,829,360,41
05495,870,360,38
05499,908,360,38
05500,946,360,39
05503,985,360,41
05504,1026,360,40
05509,1066,360,40
05512,1106,360,43
05517,1149,360,40
05528,1189,360,39
05529,1228,360,39
05530,1267,360,40
05531,1307,360,40
05532,1347,360,39
05533,1386,360,39
05534,1425,360,40
05535,1465,360,40
05536,1505,360,39
05537,1544,360,40
05538,1584,360,40
05539,1624,360,38
05542,1662,360,39
05543,1701,360,39
05544,1740,360,42
05545,1782,360,35
05549,1817,360,38
05582,1855,360,39
05592,1894,360,40
05593,1934,360,39
05596,0,400,40
05606,40,400,40
05613,80,400,39
05614,119,400,39
05615,158,400,40
05624,198,400,40
05628,238,400,40
05629,278,400,39
05630,317,400,38
05649,355,400,40
05651,395,400,40
05655,435,400,40
05656,475,400,40
05657,515,400,41
05660,556,400,38
05662,594,400,40
05665,634,400,41
05666,675,400,40
05667,715,400,39
05668,754,400,39
05669,793,400,41
05670,834,400,40
05671,874,400,40
05673,914,400,37
05675,951,400,39
05676,990,400,39
05677,1029,400,40
05678,1069,400,40
05679,1109,400,39
05681,1148,400,40
05682,1188,400,40
05683,1228,400,40
05684,1268,400,41
05685,1309,400,39
05686,1348,400,40
05691,1388,400,40
05692,1428,400,40
05702,1468,400,38
05703,1506,400,41
05705,1547,400,42
05706,1589,400,41
05707,1630,400,51
05708,1681,400,41
05711,1722,400,43
05713,1765,400,52
05715,1817,400,41
05741,1858,400,39
05743,1897,400,43
05745,1940,400,40
05776,1980,400,39
05777,0,440,41
05782,41,440,36
05788,77,440,38
05790,115,440,44
05793,159,440,41
05794,200,440,45
05796,245,440,38
05798,283,440,40
05799,323,440,41
05801,364,440,39
05802,403,440,39
05824,442,440,40
05826,482,440,40
05827,522,440,40
05828,562,440,39
05830,601,440,40
05831,641,440,39
05832,680,440,43
05834,723,440,39
05835,762,440,40
05836,802,440,40
05837,842,440,40
05838,882,440,40
05839,922,440,40
05840,962,440,40
05842,1002,440,39
05845,1041,440,44
05846,1085,440,40
05848,1125,440,42
05850,1167,440,42
05851,1209,440,39
05852,1248,440,45
05853,1293,440,40
05854,1333,440,40
05856,1373,440,42
05857,1415,440,37
05858,1452,440,42
05859,1494,440,40
05860,1534,440,40
05861,1574,440,40
05862,1614,440,39
05863,1653,440,41
05864,1694,440,40
05865,1734,440,40
05866,1774,440,40
05867,1814,440,39
05868,1853,440,40
05869,1893,440,40
05870,1933,440,40
05871,1973,440,39
05872,0,480,40
05873,40,480,39
05874,79,480,40
05875,119,480,40
05876,159,480,40
05877,199,480,40
05878,239,480,39
05879,278,480,40
05880,318,480,39
05884,357,480,40
05889,397,480,39
05890,436,480,39
05891,475,480,40
05892,515,480,40
05893,555,480,40
05894,595,480,40
05895,635,480,40
05896,675,480,40
05897,715,480,42
05898,757,480,43
05899,800,480,40
05900,840,480,43
05902,883,480,42
05903,925,480,43
05904,968,480,42
05905,1010,480,42
05909,1052,480,41
05911,1093,480,41
05912,1134,480,42
05913,1176,480,40
05915,1216,480,40
05917,1256,480,43
05920,1299,480,40
05921,1339,480,43
05922,1382,480,40
05923,1422,480,40
05924,1462,480,40
05925,1502,480,40
05926,1542,480,40
05927,1582,480,40
05928,1622,480,41
05929,1663,480,40
05930,1703,480,38
05931,1741,480,40
05932,1781,480,40
05933,1821,480,40
05934,1861,480,41
05935,1902,480,40
05936,1942,480,43
05937,1985,480,40
05939,0,520,40
05940,40,520,40
05941,80,520,39
05942,119,520,40
05943,159,520,39
05944,198,520,40
05945,238,520,39
05946,277,520,40
05947,317,520,40
05948,357,520,40
05949,397,520,41
05950,438,520,40
05951,478,520,40
05952,518,520,39
05953,557,520,40
05954,597,520,40
05955,637,520,40
05956,677,520,40
05957,717,520,40
05958,757,520,40
05959,797,520,40
05960,837,520,40
05961,877,520,40
05962,917,520,40
05963,957,520,40
05964,997,520,39
05965,1036,520,40
05966,1076,520,40
05967,1116,520,40
05968,1156,520,40
05969,1196,520,40
05970,1236,520,39
05971,1275,520,41
05972,1316,520,40
05973,1356,520,43
05974,1399,520,42
05981,1441,520,39
05982,1480,520,40
05983,1520,520,43
05985,1563,520,40
05986,1603,520,40
05987,1643,520,40
05988,1683,520,40
05990,1723,520,40
05992,1763,520,40
05994,1803,520,42
05995,1845,520,41
05996,1886,520,40
05997,1926,520,39
05998,1965,520,38
05999,0,560,37
06000,37,560,39
06001,76,560,41
06002,117,560,42
06003,159,560,38
06005,197,560,40
06006,237,560,39
06007,276,560,39
06008,315,560,40
06009,355,560,38
06010,393,560,40
06012,433,560,39
06013,472,560,40
06014,512,560,40
06016,552,560,39
06017,591,560,39
06018,630,560,40
06019,670,560,39
06020,709,560,40
06022,749,560,41
06023,790,560,39
06024,829,560,39
06025,868,560,42
06026,910,560,42
06027,952,560,39
06028,991,560,37
06029,1028,560,41
06030,1069,560,39
06031,1108,560,43
06032,1151,560,39
06033,1190,560,38
06034,1228,560,41
06035,1269,560,40
06036,1309,560,40
06037,1349,560,43
06038,1392,560,41
06039,1433,560,39
06040,1472,560,39
06041,1511,560,43
06042,1554,560,41
06043,1595,560,42
06044,1637,560,40
06045,1677,560,42
06046,1719,560,42
06047,1761,560,40
06048,1801,560,39
06049,1840,560,38
06050,1878,560,35
06051,1913,560,44
06052,1957,560,41
06053,0,600,40
06054,40,600,40
06055,80,600,45
06056,125,600,37
06057,162,600,43
06058,205,600,38
06059,243,600,43
06060,286,600,45
06061,331,600,39
06062,370,600,44
06063,414,600,40
06064,454,600,40
06065,494,600,40
06066,534,600,40
06067,574,600,36
06068,610,600,37
06069,647,600,40
06070,687,600,41
06071,728,600,41
06072,769,600,40
06073,809,600,38
06074,847,600,40
06075,887,600,40
06076,927,600,37
06077,964,600,43
06078,1007,600,38
06079,1045,600,38
06080,1083,600,39
06081,1122,600,40
06082,1162,600,39
06083,1201,600,38
06084,1239,600,40
06085,1279,600,40
06086,1319,600,38
06087,1357,600,41
06088,1398,600,40
06089,1438,600,41
06090,1479,600,40
06091,1519,600,38
06092,1557,600,40
06093,1597,600,39
06094,1636,600,40
06095,1676,600,40
06096,1716,600,40
06097,1756,600,40
06098,1796,600,39
06099,1835,600,40
06100,1875,600,39
06101,1914,600,43
06102,1957,600,41
06103,0,640,39
06104,39,640,40
06105,79,640,38
06106,117,640,39
06107,156,640,39
06108,195,640,40
06109,235,640,40
06110,275,640,40
06111,315,640,37
06112,352,640,39
06113,391,640,43
06114,434,640,44
06115,478,640,39
06116,517,640,42
06117,559,640,40
06118,599,640,41
06119,640,640,42
06120,682,640,40
06121,722,640,40
06122,762,640,40
06123,802,640,42
06124,844,640,39
06125,883,640,43
06126,926,640,39
06127,965,640,41
06128,1006,640,41
06129,1047,640,39
06130,1086,640,40
06131,1126,640,40
06132,1166,640,39
06133,1205,640,39
06134,1244,640,38
06135,1282,640,39
06136,1321,640,41
06137,1362,640,38
06138,1400,640,44
06139,1444,640,40
06140,1484,640,39
06141,1523,640,39
06142,1562,640,41
06143,1603,640,39
06144,1642,640,40
06145,1682,640,40
06146,1722,640,38
06147,1760,640,43
06148,1803,640,39
06149,1842,640,44
06150,1886,640,39
06151,1925,640,38
06152,1963,640,40
06153,0,680,36
06155,36,680,40
06157,76,680,40
06159,116,680,42
06160,158,680,41
06162,199,680,41
06163,240,680,39
06164,279,680,41
06166,320,680,40
06167,360,680,43
06168,403,680,39
06169,442,680,42
06171,484,680,40
06173,524,680,39
06174,563,680,39
06176,602,680,41
06177,643,680,39
06178,682,680,40
06179,722,680,44
06180,766,680,39
06181,805,680,41
06182,846,680,41
06183,887,680,41
06184,928,680,39
06185,967,680,41
06186,1008,680,40
06187,1048,680,39
06188,1087,680,42
06189,1129,680,39
06190,1168,680,39
06191,1207,680,40
06192,1247,680,40
06195,1287,680,41
06197,1328,680,39
06198,1367,680,41
06200,1408,680,45
06201,1453,680,43
06203,1496,680,41
06204,1537,680,43
06205,1580,680,42
06207,1622,680,42
06208,1664,680,41
06210,1705,680,41
06211,1746,680,39
06213,1785,680,40
06214,1825,680,43
06216,1868,680,44
06217,1912,680,44
06218,1956,680,45
06220,2001,680,40
06221,0,720,41
06223,41,720,39
06224,80,720,40
06225,120,720,38
06226,158,720,40
06228,198,720,39
06229,237,720,39
06230,276,720,39
06232,315,720,39
06233,354,720,40
06234,394,720,39
06235,433,720,39
06236,472,720,40
06237,512,720,39
06238,551,720,40
06239,591,720,39
06240,630,720,39
06241,669,720,40
06242,709,720,40
06243,749,720,39
06244,788,720,39
06245,827,720,39
06246,866,720,40
06247,906,720,39
06248,945,720,40
06249,985,720,40
06250,1025,720,40
06251,1065,720,40
06252,1105,720,41
06253,1146,720,40
06254,1186,720,39
06255,1225,720,40
06258,1265,720,36
06259,1301,720,41
06260,1342,720,41
06261,1383,720,40
06262,1423,720,41
06263,1464,720,39
06265,1503,720,40
06266,1543,720,39
06267,1582,720,39
06268,1621,720,40
06269,1661,720,39
06270,1700,720,40
06271,1740,720,40
06272,1780,720,41
06273,1821,720,40
06274,1861,720,40
06275,1901,720,39
06276,1940,720,41
06277,0,760,39
06278,39,760,38
06279,77,760,39
06280,116,760,39
06281,155,760,39
06282,194,760,40
06283,234,760,40
06284,274,760,39
06285,313,760,40
06286,353,760,39
06287,392,760,40
06288,432,760,39
06289,471,760,38
06290,509,760,39
06291,548,760,38
06292,586,760,37
06293,623,760,39
06294,662,760,38
06295,700,760,40
06296,740,760,40
06297,780,760,39
06298,819,760,40
06299,859,760,40
06300,899,760,42
06301,941,760,39
06302,980,760,40
06303,1020,760,41
06304,1061,760,39
06305,1100,760,41
06306,1141,760,41
06307,1182,760,39
06308,1221,760,39
06309,1260,760,40
06310,1300,760,40
06311,1340,760,40
06312,1380,760,40
06313,1420,760,39
06314,1459,760,39
06315,1498,760,40
06316,1538,760,41
06317,1579,760,40
06318,1619,760,38
06319,1657,760,40
06320,1697,760,40
06321,1737,760,39
06322,1776,760,40
06323,1816,760,40
06324,1856,760,39
06325,1895,760,40
06326,1935,760,39
06327,0,0,39
06328,39,0,40
06329,79,0,40
06330,119,0,40
06331,159,0,40
06332,199,0,39
06333,238,0,41
06334,279,0,39
06335,318,0,40
06336,358,0,40
06337,398,0,40
06338,438,0,40
06339,478,0,40
06340,518,0,39
06342,557,0,41
06343,598,0,39
06344,637,0,40
06346,677,0,38
06347,715,0,41
06349,756,0,41
06350,797,0,44
06352,841,0,36
06353,877,0,42
06354,919,0,41
06355,960,0,40
06356,1000,0,41
06357,1041,0,42
06358,1083,0,41
06359,1124,0,40
06360,1164,0,40
06361,1204,0,40
06362,1244,0,43
06365,1287,0,40
06366,1327,0,44
06367,1371,0,40
06368,1411,0,42
06369,1453,0,40
06370,1493,0,45
06371,1538,0,42
06372,1580,0,40
06373,1620,0,43
06374,1663,0,41
06375,1704,0,43
06376,1747,0,40
06377,1787,0,42
06378,1829,0,42
06379,1871,0,38
06380,1909,0,40
06381,1949,0,39
06382,1988,0,39
06383,0,40,39
06384,39,40,40
06385,79,40,41
06386,120,40,40
06387,160,40,39
06388,199,40,40
06389,239,40,39
06390,278,40,40
06391,318,40,40
06392,358,40,40
06393,398,40,40
06394,438,40,40
06395,478,40,40
06396,518,40,40
06397,558,40,39
06398,597,40,39
06399,636,40,40
06400,676,40,40
06401,716,40,42
06402,758,40,40
06403,798,40,41
06404,839,40,41
06405,880,40,41
06406,921,40,39
06407,960,40,41
06408,1001,40,40
06409,1041,40,40
06410,1081,40,40
06411,1121,40,39
06412,1160,40,40
06413,1200,40,39
06423,1239,40,40
06424,1279,40,40
06437,1319,40,39
06438,1358,40,39
06439,1397,40,39
06440,1436,40,40
06441,1476,40,40
06442,1516,40,39
06469,1555,40,39
06472,1594,40,39
06473,1633,40,43
06474,1676,40,39
06475,1715,40,43
06476,1758,40,40
06477,1798,40,42
06478,1840,40,44
06479,1884,40,39
06480,1923,40,41
06481,1964,40,39
06483,0,80,43
06484,43,80,39
06485,82,80,40
06486,122,80,40
06487,162,80,41
06488,203,80,43
06489,246,80,43
06490,289,80,39
06491,328,80,40
06492,368,80,41
06493,409,80,38
06494,447,80,41
06495,488,80,44
06496,532,80,40
06497,572,80,43
06498,615,80,39
06499,654,80,42
06500,696,80,39
06501,735,80,42
06502,777,80,40
06503,817,80,38
06504,855,80,43
06506,898,80,32
06507,930,80,39
06508,969,80,41
06509,1010,80,37
06510,1047,80,36
06511,1083,80,38
06515,1121,80,42
06516,1163,80,41
06517,1204,80,39
06518,1243,80,39
06519,1282,80,39
06520,1321,80,36
06521,1357,80,38
06522,1395,80,40
06523,1435,80,41
06524,1476,80,38
06525,1514,80,65
06526,1579,80,40
06527,1619,80,41
06528,1660,80,39
06529,1699,80,35
06530,1734,80,39
06531,1773,80,43
06532,1816,80,38
06533,1854,80,41
06534,1895,80,38
06535,1933,80,39
06536,1972,80,39
06537,0,120,40
06538,40,120,42
06539,82,120,40
06540,122,120,39
06541,161,120,40
06542,201,120,40
06543,241,120,41
06544,282,120,43
06545,325,120,40
06546,365,120,40
06561,405,120,44
06563,449,120,37
06564,486,120,39
06565,525,120,42
06567,567,120,40
06568,607,120,38
06569,645,120,40
06570,685,120,40
06571,725,120,42
06572,767,120,42
06573,809,120,39
06574,848,120,42
06575,890,120,38
06576,928,120,39
06577,967,120,42
06578,1009,120,41
06579,1050,120,39
06580,1089,120,41
06581,1130,120,39
06582,1169,120,41
06583,1210,120,41
06584,1251,120,43
06585,1294,120,44
06586,1338,120,39
06587,1377,120,39
06588,1416,120,40
06589,1456,120,39
06590,1495,120,39
06591,1534,120,41
06592,1575,120,40
06593,1615,120,40
06594,1655,120,39
06595,1694,120,41
06596,1735,120,39
06597,1774,120,40
06598,1814,120,39
06599,1853,120,39
06600,1892,120,39
06601,1931,120,40
06602,1971,120,39
06604,0,160,35
06605,35,160,40
06606,75,160,39
06607,114,160,39
06608,153,160,39
06609,192,160,42
06610,234,160,39
06611,273,160,40
06612,313,160,39
06613,352,160,39
06614,391,160,38
06615,429,160,39
06616,468,160,40
06617,508,160,39
06618,547,160,40
06619,587,160,39
06620,626,160,39
06621,665,160,39
06622,704,160,38
06623,742,160,40
06624,782,160,41
06625,823,160,39
06626,862,160,40
06627,902,160,39
06628,941,160,40
06629,981,160,39
06630,1020,160,39
06631,1059,160,40
06632,1099,160,39
06633,1138,160,40
06634,1178,160,39
06635,1217,160,39
06636,1256,160,39
06637,1295,160,39
06638,1334,160,36
06639,1370,160,42
06640,1412,160,42
06641,1454,160,43
06642,1497,160,43
06643,1540,160,39
06644,1579,160,39
06645,1618,160,37
06646,1655,160,40
06647,1695,160,41
06648,1736,160,39
06649,1775,160,41
06650,1816,160,43
06651,1859,160,39
06652,1898,160,42
06653,1940,160,40
06654,0,200,40
06655,40,200,37
06656,77,200,43
06657,120,200,40
06658,160,200,40
06659,200,200,42
06660,242,200,40
06661,282,200,41
06662,323,200,39
06663,362,200,41
06664,403,200,42
06665,445,200,41
06666,486,200,40
06667,526,200,41
06668,567,200,41
06669,608,200,40
06670,648,200,39
06671,687,200,40
06672,727,200,43
06673,770,200,39
06674,809,200,41
06675,850,200,43
06676,893,200,43
06677,936,200,42
06678,978,200,41
06679,1019,200,39
06680,1058,200,41
06681,1099,200,42
06682,1141,200,44
06683,1185,200,41
06684,1226,200,43
06685,1269,200,42
06686,1311,200,43
06687,1354,200,40
06688,1394,200,40
06689,1434,200,41
06690,1475,200,39
06691,1514,200,43
06692,1557,200,41
06693,1598,200,44
06694,1642,200,39
06695,1681,200,40
06696,1721,200,45
06697,1766,200,40
06698,1806,200,43
06699,1849,200,42
06700,1891,200,43
06701,1934,200,40
06702,1974,200,40
06703,2014,200,40
06704,0,240,41
06705,41,240,40
06706,81,240,40
06707,121,240,42
06708,163,240,43
06709,206,240,37
06710,243,240,38
06711,281,240,40
06712,321,240,42
06713,363,240,39
06714,402,240,41
06715,443,240,38
06716,481,240,40
06717,521,240,40
06718,561,240,40
06719,601,240,39
06720,640,240,40
06721,680,240,41
06722,721,240,38
06723,759,240,40
06724,799,240,38
06725,837,240,39
06726,876,240,39
06727,915,240,41
06728,956,240,42
06729,998,240,39
06730,1037,240,40
06731,1077,240,41
06732,1118,240,41
06733,1159,240,40
06734,1199,240,40
06735,1239,240,42
06736,1281,240,36
06737,1317,240,41
06738,1358,240,38
06739,1396,240,42
06740,1438,240,40
06741,1478,240,42
06742,1520,240,41
06743,1561,240,40
06744,1601,240,43
06745,1644,240,41
06746,1685,240,40
06747,1725,240,43
06748,1768,240,41
06749,1809,240,39
06750,1848,240,42
06751,1890,240,42
06752,1932,240,40
06753,1972,240,42
06754,0,280,41
06755,41,280,39
06756,80,280,38
06757,118,280,41
06758,159,280,41
06759,200,280,40
06760,240,280,37
06761,277,280,44
06762,321,280,38
06763,359,280,37
06764,396,280,43
06765,439,280,43
06766,482,280,41
06767,523,280,36
06768,559,280,39
06769,598,280,40
06770,638,280,40
06771,678,280,41
06772,719,280,41
06773,760,280,40
06774,800,280,39
06775,839,280,39
06776,878,280,41
06777,919,280,39
06778,958,280,39
06779,997,280,42
06780,1039,280,41
06781,1080,280,39
06782,1119,280,42
06783,1161,280,40
06784,1201,280,40
06785,1241,280,41
06786,1282,280,41
06787,1323,280,39
06788,1362,280,41
06789,1403,280,39
06790,1442,280,38
06791,1480,280,38
06792,1518,280,40
06793,1558,280,41
06794,1599,280,41
06795,1640,280,43
06796,1683,280,40
06797,1723,280,41
06798,1764,280,41
06799,1805,280,42
06800,1847,280,43
06801,1890,280,43
06802,1933,280,43
06803,1976,280,41
06804,0,320,43
06805,43,320,43
06806,86,320,41
06807,127,320,40
06808,167,320,42
06809,209,320,40
06810,249,320,41
06811,290,320,43
06812,333,320,42
06813,375,320,41
06814,416,320,39
06815,455,320,40
06819,495,320,43
06825,538,320,41
06827,579,320,43
06828,622,320,41
06829,663,320,39
06830,702,320,39
06833,741,320,39
06835,780,320,41
06837,821,320,39
06839,860,320,36
06842,896,320,41
06843,937,320,39
06844,976,320,40
06845,1016,320,38
06846,1054,320,39
06847,1093,320,44
06848,1137,320,35
06849,1172,320,42
06850,1214,320,43
06851,1257,320,39
06852,1296,320,41
06854,1337,320,40
06857,1377,320,40
06858,1417,320,40
06860,1457,320,41
06862,1498,320,31
06863,1529,320,39
06864,1568,320,41
06865,1609,320,36
06866,1645,320,43
06867,1688,320,38
06868,1726,320,40
06870,1766,320,44
06871,1810,320,44
06872,1854,320,38
06873,1892,320,37
06874,1929,320,38
06875,1967,320,42
06876,0,360,41
06877,41,360,39
06878,80,360,39
06879,119,360,40
06880,159,360,38
06881,197,360,41
06882,238,360,42
06883,280,360,40
06884,320,360,39
06885,359,360,39
06886,398,360,41
06887,439,360,39
06888,478,360,37
06889,515,360,39
06890,554,360,39
06891,593,360,40
06892,633,360,40
06893,673,360,42
06894,715,360,40
06895,755,360,39
06896,794,360,40
06897,834,360,40
06898,874,360,41
06899,915,360,41
06901,956,360,40
06902,996,360,41
06903,1037,360,39
06904,1076,360,39
06905,1115,360,40
06906,1155,360,40
06907,1195,360,39
06908,1234,360,40
06909,1274,360,40
06910,1314,360,39
06912,1353,360,39
06913,1392,360,39
06914,1431,360,40
06915,1471,360,38
06916,1509,360,40
06917,1549,360,40
06918,1589,360,39
06919,1628,360,40
06920,1668,360,40
06921,1708,360,38
06922,1746,360,40
06923,1786,360,40
06924,1826,360,40
06925,1866,360,38
06926,1904,360,38
06927,1942,360,38
06928,0,400,40
06929,40,400,42
06930,82,400,40
06931,122,400,42
06932,164,400,37
06933,201,400,39
06934,240,400,40
06935,280,400,43
06937,323,400,38
06938,361,400,39
06939,400,400,38
06941,438,400,40
06942,478,400,40
06943,518,400,40
06944,558,400,40
06945,598,400,40
06946,638,400,39
06947,677,400,40
06948,717,400,42
06949,759,400,41
06951,800,400,40
06954,840,400,40
06955,880,400,42
06956,922,400,42
06957,964,400,43
06958,1007,400,41
06959,1048,400,40
06960,1088,400,41
06961,1129,400,40
06962,1169,400,36
06963,1205,400,40
06964,1245,400,40
06965,1285,400,42
06966,1327,400,45
06967,1372,400,40
06968,1412,400,42
06969,1454,400,40
06970,1494,400,44
06971,1538,400,40
06972,1578,400,42
06973,1620,400,41
06974,1661,400,46
06975,1707,400,41
06976,1748,400,41
06977,1789,400,38
06982,1827,400,40
06983,1867,400,42
06984,1909,400,44
06985,1953,400,40
06988,1993,400,42
06989,0,440,41
06990,41,440,40
06991,81,440,41
06992,122,440,43
06993,165,440,44
06994,209,440,41
06995,250,440,43
06996,293,440,41
06997,334,440,42
06998,376,440,40
06999,416,440,44
07000,460,440,41
07001,501,440,40
07002,541,440,40
07003,581,440,38
07004,619,440,40
07005,659,440,41
07006,700,440,39
07007,739,440,42
07008,781,440,41
07009,822,440,39
07014,861,440,39
07015,900,440,40
07016,940,440,39
07017,979,440,39
07018,1018,440,39
07019,1057,440,40
07020,1097,440,41
07021,1138,440,40
07023,1178,440,39
07024,1217,440,41
07025,1258,440,44
07030,1302,440,42
07032,1344,440,40
07033,1384,440,40
07034,1424,440,40
07035,1464,440,40
07036,1504,440,40
07037,1544,440,40
07038,1584,440,41
07039,1625,440,39
07040,1664,440,40
07041,1704,440,40
07042,1744,440,40
07043,1784,440,38
07048,1822,440,40
07049,1862,440,40
07050,1902,440,40
07051,1942,440,41
07052,1983,440,41
07053,0,480,44
07054,44,480,42
07055,86,480,41
07056,127,480,39
07057,166,480,38
07058,204,480,40
07059,244,480,40
07060,284,480,42
07061,326,480,40
07062,366,480,41
07063,407,480,39
07064,446,480,40
07065,486,480,41
07066,527,480,40
07067,567,480,40
07068,607,480,40
07071,647,480,41
07072,688,480,40
07073,728,480,40
07074,768,480,40
07076,808,480,40
07077,848,480,39
07078,887,480,39
07079,926,480,40
07080,966,480,40
07081,1006,480,41
07082,1047,480,40
07083,1087,480,40
07084,1127,480,41
07085,1168,480,41
07086,1209,480,41
07087,1250,480,39
07088,1289,480,39
07089,1328,480,41
07090,1369,480,38
07091,1407,480,39
07092,1446,480,39
07093,1485,480,41
07094,1526,480,40
07098,1566,480,41
07099,1607,480,42
07100,1649,480,39
07101,1688,480,40
07102,1728,480,41
07105,1769,480,40
07106,1809,480,41
07107,1850,480,40
07108,1890,480,40
07109,1930,480,41
07110,1971,480,40
07111,0,520,41
07112,41,520,41
07113,82,520,42
07114,124,520,40
07115,164,520,39
07116,203,520,42
07117,245,520,38
07118,283,520,38
07119,321,520,40
07120,361,520,41
07121,402,520,43
07122,445,520,38
07123,483,520,42
07124,525,520,41
07125,566,520,38
07126,604,520,38
07127,642,520,40
07128,682,520,38
07129,720,520,41
07131,761,520,42
07132,803,520,40
07133,843,520,38
07134,881,520,42
07135,923,520,39
07136,962,520,40
07137,1002,520,42
07138,1044,520,40
07139,1084,520,42
07141,1126,520,42
07142,1168,520,40
07143,1208,520,43
07144,1251,520,37
07145,1288,520,44
07146,1332,520,40
07147,1372,520,36
07148,1408,520,38
07149,1446,520,44
07150,1490,520,38
07151,1528,520,41
07152,1569,520,39
07153,1608,520,43
07154,1651,520,39
07155,1690,520,40
07156,1730,520,39
07157,1769,520,41
07158,1810,520,39
07159,1849,520,41
07160,1890,520,41
07161,1931,520,41
07162,1972,520,40
07163,0,560,40
07164,40,560,38
07165,78,560,42
07166,120,560,39
07167,159,560,38
07168,197,560,40
07169,237,560,39
07170,276,560,35
07171,311,560,43
07172,354,560,44
07173,398,560,40
07174,438,560,41
07175,479,560,41
07176,520,560,39
07177,559,560,55
07178,614,560,41
07179,655,560,39
07180,694,560,40
07181,734,560,41
07182,775,560,40
07183,815,560,40
07184,855,560,40
07185,895,560,41
07186,936,560,40
07187,976,560,42
07188,1018,560,39
07189,1057,560,38
07190,1095,560,40
07191,1135,560,44
07192,1179,560,40
07193,1219,560,39
07194,1258,560,46
07195,1304,560,45
07196,1349,560,38
07197,1387,560,41
07198,1428,560,40
07199,1468,560,41
07200,1509,560,38
07201,1547,560,40
07202,1587,560,42
07203,1629,560,40
07204,1669,560,42
07205,1711,560,40
07206,1751,560,43
07207,1794,560,42
07208,1836,560,42
07209,1878,560,41
07210,1919,560,42
07211,1961,560,44
07212,2005,560,42
07213,0,600,35
07214,35,600,39
07215,74,600,43
07216,117,600,40
07217,157,600,41
07218,198,600,42
07219,240,600,39
07220,279,600,42
07221,321,600,41
07222,362,600,39
07223,401,600,44
07224,445,600,41
07225,486,600,45
07226,531,600,41
07227,572,600,43
07228,615,600,41
07229,656,600,42
07230,698,600,41
07231,739,600,40
07232,779,600,43
07233,822,600,42
07234,864,600,40
07235,904,600,40
07236,944,600,58
07237,1002,600,39
07238,1041,600,41
07239,1082,600,40
07240,1122,600,39
07241,1161,600,40
07242,1201,600,39
07243,1240,600,44
07244,1284,600,37
07245,1321,600,39
07246,1360,600,43
07247,1403,600,42
07248,1445,600,41
07249,1486,600,40
07250,1526,600,39
07251,1565,600,43
07252,1608,600,40
07253,1648,600,42
07254,1690,600,45
07255,1735,600,39
07256,1774,600,40
07257,1814,600,41
07258,1855,600,41
07259,1896,600,41
07260,1937,600,42
07261,1979,600,42
07262,2021,600,43
07263,0,640,38
07264,38,640,43
07265,81,640,41
07266,122,640,45
07267,167,640,41
07268,208,640,38
07269,246,640,43
07270,289,640,46
07271,335,640,41
07272,376,640,41
07273,417,640,40
07274,457,640,41
07275,498,640,42
07276,540,640,39
07277,579,640,38
07278,617,640,42
07279,659,640,44
07280,703,640,40
07281,743,640,39
07282,782,640,41
07283,823,640,41
07285,864,640,45
07286,909,640,41
07287,950,640,41
07288,991,640,44
07289,1035,640,40
07290,1075,640,39
07291,1114,640,41
07292,1155,640,41
07293,1196,640,40
07294,1236,640,40
07295,1276,640,39
07296,1315,640,40
07297,1355,640,41
07298,1396,640,40
07299,1436,640,43
07300,1479,640,41
