x,y,width,height
1222,2400,25,25
0,2425,22,25
22,2425,25,25
47,2425,25,25
72,2425,26,25
98,2425,25,25
123,2425,25,25
148,2425,24,25
172,2425,25,25
197,2425,25,25
222,2425,27,25
249,2425,24,25
273,2425,26,25
299,2425,25,25
324,2425,24,25
348,2425,24,25
372,2425,26,25
398,2425,24,25
422,2425,25,25
447,2425,27,25
474,2425,24,25
498,2425,25,25
523,2425,25,25
548,2425,26,25
574,2425,24,25
598,2425,26,25
624,2425,25,25
649,2425,24,25
673,2425,26,25
699,2425,24,25
723,2425,24,25
747,2425,25,25
772,2425,25,25
797,2425,26,25
823,2425,24,25
847,2425,26,25
873,2425,28,25
901,2425,27,25
928,2425,25,25
953,2425,27,25
980,2425,26,25
1006,2425,26,25
1032,2425,25,25
1057,2425,25,25
1082,2425,24,25
1106,2425,25,25
1131,2425,27,25
1158,2425,28,25
1186,2425,28,25
1214,2425,28,25
1242,2425,25,25
0,2450,25,25
25,2450,24,25
49,2450,25,25
74,2450,24,25
98,2450,25,25
123,2450,24,25
147,2450,24,25
171,2450,24,25
195,2450,24,25
219,2450,25,25
244,2450,24,25
268,2450,24,25
292,2450,25,25
317,2450,24,25
341,2450,25,25
366,2450,25,25
391,2450,25,25
416,2450,25,25
441,2450,25,25
466,2450,24,25
490,2450,24,25
514,2450,25,25
539,2450,25,25
564,2450,25,25
589,2450,25,25
614,2450,25,25
639,2450,25,25
664,2450,25,25
689,2450,25,25
714,2450,25,25
739,2450,25,25
764,2450,25,25
789,2450,22,25
811,2450,25,25
836,2450,25,25
861,2450,25,25
886,2450,26,25
912,2450,24,25
936,2450,25,25
961,2450,24,25
985,2450,24,25
1009,2450,25,25
1034,2450,25,25
1059,2450,25,25
1084,2450,25,25
1109,2450,26,25
1135,2450,25,25
1160,2450,25,25
1185,2450,24,25
1209,2450,25,25
0,2475,24,25
24,2475,24,25
48,2475,24,25
72,2475,25,25
97,2475,24,25
121,2475,25,25
146,2475,25,25
171,2475,24,25
195,2475,25,25
220,2475,24,25
244,2475,25,25
269,2475,24,25
293,2475,24,25
317,2475,25,25
342,2475,24,25
366,2475,23,25
389,2475,24,25
413,2475,24,25
437,2475,25,25
462,2475,25,25
487,2475,24,25
511,2475,25,25
536,2475,25,25
561,2475,26,25
587,2475,24,25
611,2475,25,25
636,2475,25,25
661,2475,24,25
685,2475,26,25
711,2475,26,25
737,2475,24,25
761,2475,24,25
785,2475,25,25
810,2475,25,25
835,2475,25,25
860,2475,25,25
885,2475,24,25
909,2475,24,25
933,2475,25,25
958,2475,25,25
983,2475,25,25
1008,2475,24,25
1032,2475,25,25
1057,2475,25,25
1082,2475,25,25
1107,2475,25,25
1132,2475,25,25
1157,2475,24,25
1181,2475,25,25
1206,2475,24,25
0,0,24,25
24,0,25,25
49,0,25,25
74,0,25,25
99,0,25,25
124,0,24,25
148,0,25,25
173,0,24,25
197,0,25,25
222,0,25,25
247,0,25,25
272,0,25,25
297,0,25,25
322,0,24,25
346,0,26,25
372,0,24,25
396,0,25,25
421,0,23,25
444,0,26,25
470,0,25,25
495,0,27,25
522,0,22,25
544,0,26,25
570,0,26,25
596,0,25,25
621,0,26,25
647,0,26,25
673,0,26,25
699,0,25,25
724,0,25,25
749,0,25,25
774,0,27,25
801,0,25,25
826,0,27,25
853,0,25,25
878,0,26,25
904,0,25,25
929,0,28,25
957,0,26,25
983,0,25,25
1008,0,27,25
1035,0,25,25
1060,0,27,25
1087,0,25,25
1112,0,26,25
1138,0,26,25
1164,0,24,25
1188,0,25,25
1213,0,24,25
1237,0,25,25
0,25,24,25
24,25,25,25
49,25,25,25
74,25,25,25
99,25,24,25
123,25,25,25
148,25,24,25
172,25,25,25
197,25,25,25
222,25,25,25
247,25,25,25
272,25,25,25
297,25,25,25
322,25,25,25
347,25,25,25
372,25,24,25
396,25,25,25
421,25,25,25
446,25,26,25
472,25,25,25
497,25,25,25
522,25,25,25
547,25,26,25
573,25,24,25
597,25,26,25
623,25,25,25
648,25,25,25
673,25,25,25
698,25,24,25
722,25,25,25
747,25,24,25
771,25,25,25
796,25,25,25
821,25,24,25
845,25,24,25
869,25,24,25
893,25,25,25
918,25,25,25
943,25,24,25
967,25,25,25
992,25,24,25
1016,25,27,25
1043,25,24,25
1067,25,27,25
1094,25,25,25
1119,25,26,25
1145,25,27,25
1172,25,25,25
1197,25,25,25
1222,25,24,25
0,50,27,25
27,50,25,25
52,50,25,25
77,50,25,25
102,50,25,25
127,50,27,25
154,50,27,25
181,50,24,25
205,50,25,25
230,50,25,25
255,50,24,25
279,50,25,25
304,50,27,25
331,50,25,25
356,50,27,25
383,50,24,25
407,50,26,25
433,50,24,25
457,50,26,25
483,50,25,25
508,50,24,25
532,50,27,25
559,50,20,25
579,50,24,25
603,50,25,25
628,50,23,25
651,50,22,25
673,50,23,25
696,50,26,25
722,50,25,25
747,50,25,25
772,50,24,25
796,50,24,25
820,50,22,25
842,50,24,25
866,50,25,25
891,50,26,25
917,50,24,25
941,50,41,25
982,50,25,25
1007,50,26,25
1033,50,25,25
1058,50,22,25
1080,50,24,25
1104,50,27,25
1131,50,24,25
1155,50,26,25
1181,50,23,25
1204,50,24,25
1228,50,24,25
0,75,25,25
25,75,26,25
51,75,25,25
76,75,24,25
100,75,25,25
125,75,25,25
150,75,25,25
175,75,26,25
201,75,25,25
226,75,25,25
251,75,27,25
278,75,23,25
301,75,24,25
325,75,26,25
351,75,25,25
376,75,23,25
399,75,25,25
424,75,25,25
449,75,26,25
475,75,26,25
501,75,24,25
525,75,26,25
551,75,24,25
575,75,24,25
599,75,26,25
625,75,25,25
650,75,24,25
674,75,26,25
700,75,24,25
724,75,25,25
749,75,26,25
775,75,27,25
802,75,27,25
829,75,25,25
854,75,24,25
878,75,25,25
903,75,24,25
927,75,24,25
951,75,25,25
976,75,25,25
1001,75,25,25
1026,75,24,25
1050,75,26,25
1076,75,24,25
1100,75,25,25
1125,75,24,25
1149,75,24,25
1173,75,24,25
1197,75,25,25
1222,75,24,25
0,100,21,25
21,100,25,25
46,100,25,25
71,100,24,25
95,100,24,25
119,100,26,25
145,100,24,25
169,100,25,25
194,100,24,25
218,100,24,25
242,100,24,25
266,100,24,25
290,100,25,25
315,100,24,25
339,100,25,25
364,100,24,25
388,100,24,25
412,100,24,25
436,100,24,25
460,100,25,25
485,100,25,25
510,100,24,25
534,100,25,25
559,100,25,25
584,100,25,25
609,100,24,25
633,100,24,25
657,100,25,25
682,100,24,25
706,100,25,25
731,100,24,25
755,100,24,25
779,100,24,25
803,100,24,25
827,100,22,25
849,100,26,25
875,100,26,25
901,100,27,25
928,100,26,25
954,100,24,25
978,100,24,25
1002,100,23,25
1025,100,25,25
1050,100,25,25
1075,100,24,25
1099,100,25,25
1124,100,27,25
1151,100,24,25
1175,100,26,25
1201,100,25,25
0,125,25,25
25,125,23,25
48,125,27,25
75,125,25,25
100,125,25,25
125,125,26,25
151,125,25,25
176,125,25,25
201,125,25,25
226,125,25,25
251,125,26,25
277,125,25,25
302,125,25,25
327,125,26,25
353,125,26,25
379,125,25,25
404,125,24,25
428,125,25,25
453,125,27,25
480,125,24,25
504,125,26,25
530,125,27,25
557,125,26,25
583,125,26,25
609,125,25,25
634,125,25,25
659,125,26,25
685,125,26,25
711,125,28,25
739,125,25,25
764,125,27,25
791,125,26,25
817,125,27,25
844,125,25,25
869,125,25,25
894,125,26,25
920,125,24,25
944,125,26,25
970,125,25,25
995,125,27,25
1022,125,25,25
1047,125,25,25
1072,125,28,25
1100,125,25,25
1125,125,27,25
1152,125,26,25
1178,125,27,25
1205,125,25,25
1230,125,25,25
1255,125,25,25
0,150,26,25
26,150,25,25
51,150,25,25
76,150,26,25
102,150,27,25
129,150,23,25
152,150,23,25
175,150,25,25
200,150,26,25
226,150,24,25
250,150,25,25
275,150,24,25
299,150,25,25
324,150,25,25
349,150,25,25
374,150,24,25
398,150,25,25
423,150,26,25
449,150,23,25
472,150,25,25
497,150,24,25
521,150,24,25
545,150,24,25
569,150,25,25
594,150,26,25
620,150,24,25
644,150,25,25
669,150,25,25
694,150,25,25
719,150,25,25
744,150,25,25
769,150,26,25
795,150,23,25
818,150,25,25
843,150,23,25
866,150,26,25
892,150,25,25
917,150,26,25
943,150,26,25
969,150,25,25
994,150,26,25
1020,150,26,25
1046,150,25,25
1071,150,27,25
1098,150,25,25
1123,150,25,25
1148,150,26,25
1174,150,26,25
1200,150,25,25
1225,150,26,25
0,175,26,25
26,175,24,25
50,175,24,25
74,175,26,25
100,175,25,25
125,175,25,25
150,175,23,25
173,175,27,25
200,175,24,25
224,175,23,25
247,175,27,25
274,175,27,25
301,175,26,25
327,175,23,25
350,175,24,25
374,175,25,25
399,175,25,25
424,175,25,25
449,175,25,25
474,175,25,25
499,175,24,25
523,175,24,25
547,175,26,25
573,175,25,25
598,175,24,25
622,175,26,25
648,175,25,25
673,175,25,25
698,175,26,25
724,175,25,25
749,175,25,25
774,175,25,25
799,175,25,25
824,175,24,25
848,175,26,25
874,175,24,25
898,175,24,25
922,175,24,25
946,175,25,25
971,175,26,25
997,175,25,25
1022,175,27,25
1049,175,25,25
1074,175,26,25
1100,175,26,25
1126,175,26,25
1152,175,27,25
1179,175,27,25
1206,175,27,25
1233,175,26,25
0,200,27,25
27,200,26,25
53,200,26,25
79,200,25,25
104,200,26,25
130,200,25,25
155,200,26,25
181,200,27,25
208,200,26,25
234,200,25,25
259,200,24,25
283,200,25,25
308,200,27,25
335,200,25,25
360,200,27,25
387,200,26,25
413,200,24,25
437,200,25,25
462,200,25,25
487,200,25,25
512,200,24,25
536,200,22,25
558,200,26,25
584,200,25,25
609,200,25,25
634,200,23,25
657,200,24,25
681,200,27,25
708,200,22,25
730,200,26,25
756,200,27,25
783,200,24,25
807,200,26,25
833,200,25,25
858,200,25,25
883,200,25,25
908,200,25,25
933,200,19,25
952,200,24,25
976,200,26,25
1002,200,23,25
1025,200,26,25
1051,200,24,25
1075,200,25,25
1100,200,27,25
1127,200,27,25
1154,200,24,25
1178,200,23,25
1201,200,23,25
1224,200,26,25
0,225,26,25
26,225,24,25
50,225,24,25
74,225,25,25
99,225,23,25
122,225,26,25
148,225,26,25
174,225,25,25
199,225,24,25
223,225,24,25
247,225,25,25
272,225,24,25
296,225,23,25
319,225,24,25
343,225,24,25
367,225,25,25
392,225,25,25
417,225,26,25
443,225,25,25
468,225,24,25
492,225,25,25
517,225,25,25
542,225,25,25
567,225,25,25
592,225,25,25
617,225,25,25
642,225,24,25
666,225,24,25
690,225,25,25
715,225,25,25
740,225,24,25
764,225,25,25
789,225,25,25
814,225,24,25
838,225,24,25
862,225,24,25
886,225,25,25
911,225,24,25
935,225,25,25
960,225,25,25
985,225,25,25
1010,225,25,25
1035,225,25,25
1060,225,24,25
1084,225,25,25
1109,225,25,25
1134,225,25,25
1159,225,24,25
1183,225,23,25
1206,225,23,25
0,250,25,25
25,250,26,25
51,250,25,25
76,250,26,25
102,250,23,25
125,250,24,25
149,250,25,25
174,250,27,25
201,250,23,25
224,250,24,25
248,250,23,25
271,250,25,25
296,250,25,25
321,250,25,25
346,250,25,25
371,250,25,25
396,250,24,25
420,250,25,25
445,250,26,25
471,250,25,25
496,250,25,25
521,250,25,25
546,250,26,25
572,250,26,25
598,250,27,25
625,250,26,25
651,250,25,25
676,250,25,25
701,250,25,25
726,250,23,25
749,250,25,25
774,250,25,25
799,250,26,25
825,250,28,25
853,250,25,25
878,250,26,25
904,250,25,25
929,250,27,25
956,250,25,25
981,250,26,25
1007,250,25,25
1032,250,28,25
1060,250,26,25
1086,250,26,25
1112,250,24,25
1136,250,25,25
1161,250,26,25
1187,250,27,25
1214,250,25,25
1239,250,26,25
0,275,25,25
25,275,25,25
50,275,25,25
75,275,26,25
101,275,27,25
128,275,25,25
153,275,27,25
180,275,25,25
205,275,26,25
231,275,25,25
256,275,27,25
283,275,25,25
308,275,25,25
333,275,25,25
358,275,23,25
381,275,25,25
406,275,25,25
431,275,24,25
455,275,26,25
481,275,25,25
506,275,24,25
530,275,24,25
554,275,25,25
579,275,24,25
603,275,24,25
627,275,24,25
651,275,25,25
676,275,25,25
701,275,25,25
726,275,24,25
750,275,25,25
775,275,28,25
803,275,26,25
829,275,25,25
854,275,25,25
879,275,25,25
904,275,25,25
929,275,25,25
954,275,25,25
979,275,26,25
1005,275,24,25
1029,275,25,25
1054,275,25,25
1079,275,25,25
1104,275,24,25
1128,275,25,25
1153,275,25,25
1178,275,25,25
1203,275,25,25
1228,275,25,25
0,300,28,25
28,300,26,25
54,300,26,25
80,300,24,25
104,300,23,25
127,300,25,25
152,300,25,25
177,300,26,25
203,300,25,25
228,300,25,25
253,300,25,25
278,300,25,25
303,300,25,25
328,300,25,25
353,300,25,25
378,300,25,25
403,300,26,25
429,300,25,25
454,300,25,25
479,300,25,25
504,300,25,25
529,300,24,25
553,300,24,25
577,300,25,25
602,300,25,25
627,300,25,25
652,300,25,25
677,300,25,25
702,300,25,25
727,300,25,25
752,300,25,25
777,300,24,25
801,300,24,25
825,300,25,25
850,300,24,25
874,300,24,25
898,300,25,25
923,300,26,25
949,300,25,25
974,300,25,25
999,300,26,25
1025,300,24,25
1049,300,25,25
1074,300,25,25
1099,300,25,25
1124,300,25,25
1149,300,25,25
1174,300,25,25
1199,300,25,25
1224,300,25,25
0,325,25,25
25,325,26,25
51,325,26,25
77,325,25,25
102,325,24,25
126,325,26,25
152,325,24,25
176,325,23,25
199,325,25,25
224,325,25,25
249,325,27,25
276,325,24,25
300,325,26,25
326,325,25,25
351,325,24,25
375,325,23,25
398,325,25,25
423,325,24,25
447,325,25,25
472,325,26,25
498,325,25,25
523,325,23,25
546,325,26,25
572,325,24,25
596,325,25,25
621,325,26,25
647,325,25,25
672,325,26,25
698,325,26,25
724,325,25,25
749,325,27,25
776,325,23,25
799,325,27,25
826,325,25,25
851,325,22,25
873,325,24,25
897,325,28,25
925,325,24,25
949,325,25,25
974,325,24,25
998,325,27,25
1025,325,24,25
1049,325,25,25
1074,325,24,25
1098,325,26,25
1124,325,24,25
1148,325,26,25
1174,325,25,25
1199,325,25,25
1224,325,25,25
0,350,25,25
25,350,23,25
48,350,26,25
74,350,24,25
98,350,24,25
122,350,25,25
147,350,24,25
171,350,21,25
192,350,27,25
219,350,28,25
247,350,25,25
272,350,25,25
297,350,25,25
322,350,24,25
346,350,34,25
380,350,25,25
405,350,24,25
429,350,25,25
454,350,26,25
480,350,25,25
505,350,25,25
530,350,25,25
555,350,25,25
580,350,25,25
605,350,26,25
631,350,24,25
655,350,24,25
679,350,25,25
704,350,27,25
731,350,25,25
756,350,24,25
780,350,28,25
808,350,28,25
836,350,23,25
859,350,26,25
885,350,25,25
910,350,26,25
936,350,24,25
960,350,25,25
985,350,26,25
1011,350,25,25
1036,350,26,25
1062,350,25,25
1087,350,27,25
1114,350,26,25
1140,350,26,25
1166,350,26,25
1192,350,26,25
1218,350,28,25
1246,350,26,25
0,375,22,25
22,375,24,25
46,375,26,25
72,375,25,25
97,375,25,25
122,375,26,25
148,375,24,25
172,375,26,25
198,375,25,25
223,375,24,25
247,375,28,25
275,375,25,25
300,375,28,25
328,375,26,25
354,375,26,25
380,375,25,25
405,375,26,25
431,375,25,25
456,375,25,25
481,375,27,25
508,375,26,25
534,375,25,25
559,375,25,25
584,375,36,25
620,375,24,25
644,375,25,25
669,375,25,25
694,375,24,25
718,375,25,25
743,375,24,25
767,375,27,25
794,375,23,25
817,375,24,25
841,375,26,25
867,375,26,25
893,375,25,25
918,375,25,25
943,375,25,25
968,375,27,25
995,375,25,25
1020,375,26,25
1046,375,28,25
1074,375,24,25
1098,375,25,25
1123,375,25,25
1148,375,26,25
1174,375,26,25
1200,375,26,25
1226,375,26,25
1252,375,27,25
0,400,23,25
23,400,27,25
50,400,25,25
75,400,28,25
103,400,26,25
129,400,23,25
152,400,27,25
179,400,29,25
208,400,25,25
233,400,26,25
259,400,25,25
284,400,26,25
310,400,26,25
336,400,24,25
360,400,24,25
384,400,26,25
410,400,27,25
437,400,25,25
462,400,24,25
486,400,26,25
512,400,26,25
538,400,28,25
566,400,25,25
591,400,26,25
617,400,28,25
645,400,25,25
670,400,24,25
694,400,25,25
719,400,25,25
744,400,25,25
769,400,25,25
794,400,25,25
819,400,25,25
844,400,25,25
869,400,25,25
894,400,27,25
921,400,26,25
947,400,24,25
971,400,25,25
996,400,26,25
1022,400,25,25
1047,400,24,25
1071,400,25,25
1096,400,25,25
1121,400,27,25
1148,400,25,25
1173,400,25,25
1198,400,25,25
1223,400,26,25
1249,400,25,25
0,425,28,25
28,425,28,25
56,425,26,25
82,425,25,25
107,425,25,25
132,425,24,25
156,425,25,25
181,425,25,25
206,425,24,25
230,425,25,25
255,425,25,25
280,425,26,25
306,425,24,25
330,425,25,25
355,425,28,25
383,425,26,25
409,425,25,25
434,425,25,25
459,425,25,25
484,425,25,25
509,425,25,25
534,425,25,25
559,425,26,25
585,425,24,25
609,425,26,25
635,425,25,25
660,425,25,25
685,425,25,25
710,425,26,25
736,425,23,25
759,425,26,25
785,425,25,25
810,425,24,25
834,425,25,25
859,425,25,25
884,425,25,25
909,425,25,25
934,425,26,25
960,425,25,25
985,425,26,25
1011,425,25,25
1036,425,27,25
1063,425,25,25
1088,425,25,25
1113,425,25,25
1138,425,26,25
1164,425,25,25
1189,425,25,25
1214,425,26,25
1240,425,26,25
0,450,26,25
26,450,27,25
53,450,28,25
81,450,24,25
105,450,23,25
128,450,27,25
155,450,25,25
180,450,27,25
207,450,23,25
230,450,26,25
256,450,27,25
283,450,24,25
307,450,25,25
332,450,23,25
355,450,25,25
380,450,26,25
406,450,26,25
432,450,25,25
457,450,26,25
483,450,26,25
509,450,25,25
534,450,25,25
559,450,23,25
582,450,26,25
608,450,25,25
633,450,23,25
656,450,26,25
682,450,27,25
709,450,25,25
734,450,24,25
758,450,25,25
783,450,26,25
809,450,27,25
836,450,26,25
862,450,26,25
888,450,25,25
913,450,26,25
939,450,28,25
967,450,28,25
995,450,26,25
1021,450,26,25
1047,450,26,25
1073,450,25,25
1098,450,24,25
1122,450,25,25
1147,450,25,25
1172,450,25,25
1197,450,25,25
1222,450,24,25
1246,450,26,25
0,475,24,25
24,475,26,25
50,475,26,25
76,475,26,25
102,475,26,25
128,475,26,25
154,475,25,25
179,475,25,25
204,475,26,25
230,475,28,25
258,475,28,25
286,475,26,25
312,475,25,25
337,475,27,25
364,475,26,25
390,475,27,25
417,475,25,25
442,475,24,25
466,475,25,25
491,475,24,25
515,475,28,25
543,475,24,25
567,475,26,25
593,475,22,25
615,475,25,25
640,475,24,25
664,475,27,25
691,475,27,25
718,475,28,25
746,475,28,25
774,475,25,25
799,475,27,25
826,475,26,25
852,475,24,25
876,475,25,25
901,475,24,25
925,475,27,25
952,475,26,25
978,475,26,25
1004,475,27,25
1031,475,28,25
1059,475,27,25
1086,475,25,25
1111,475,27,25
1138,475,24,25
1162,475,25,25
1187,475,25,25
1212,475,24,25
1236,475,27,25
1263,475,25,25
0,500,27,25
27,500,27,25
54,500,26,25
80,500,24,25
104,500,25,25
129,500,25,25
154,500,28,25
182,500,24,25
206,500,26,25
232,500,27,25
259,500,27,25
286,500,25,25
311,500,25,25
336,500,25,25
361,500,26,25
387,500,26,25
413,500,26,25
439,500,25,25
464,500,26,25
490,500,25,25
515,500,25,25
540,500,25,25
565,500,26,25
591,500,24,25
615,500,24,25
639,500,25,25
664,500,25,25
689,500,25,25
714,500,28,25
742,500,25,25
767,500,25,25
792,500,26,25
818,500,27,25
845,500,25,25
870,500,26,25
896,500,25,25
921,500,26,25
947,500,25,25
972,500,25,25
997,500,25,25
1022,500,24,25
1046,500,27,25
1073,500,25,25
1098,500,25,25
1123,500,24,25
1147,500,25,25
1172,500,24,25
1196,500,24,25
1220,500,23,25
1243,500,27,25
0,525,25,25
25,525,25,25
50,525,22,25
72,525,23,25
95,525,25,25
120,525,24,25
144,525,25,25
169,525,25,25
194,525,24,25
218,525,26,25
244,525,25,25
269,525,25,25
294,525,24,25
318,525,26,25
344,525,24,25
368,525,27,25
395,525,24,25
419,525,26,25
445,525,24,25
469,525,25,25
494,525,26,25
520,525,25,25
545,525,24,25
569,525,25,25
594,525,26,25
620,525,28,25
648,525,25,25
673,525,27,25
700,525,27,25
727,525,25,25
752,525,24,25
776,525,26,25
802,525,26,25
828,525,24,25
852,525,25,25
877,525,26,25
903,525,25,25
928,525,25,25
953,525,26,25
979,525,25,25
1004,525,24,25
1028,525,27,25
1055,525,24,25
1079,525,25,25
1104,525,25,25
1129,525,25,25
1154,525,26,25
1180,525,24,25
1204,525,25,25
1229,525,26,25
0,550,26,25
26,550,26,25
52,550,25,25
77,550,26,25
103,550,25,25
128,550,24,25
152,550,26,25
178,550,25,25
203,550,26,25
229,550,22,25
251,550,24,25
275,550,25,25
300,550,24,25
324,550,26,25
350,550,27,25
377,550,26,25
403,550,24,25
427,550,26,25
453,550,29,25
482,550,24,25
506,550,25,25
531,550,25,25
556,550,24,25
580,550,25,25
605,550,24,25
629,550,26,25
655,550,26,25
681,550,25,25
706,550,25,25
731,550,26,25
757,550,26,25
783,550,25,25
808,550,25,25
833,550,26,25
859,550,26,25
885,550,29,25
914,550,25,25
939,550,28,25
967,550,25,25
992,550,25,25
1017,550,25,25
1042,550,25,25
1067,550,25,25
1092,550,27,25
1119,550,26,25
1145,550,25,25
1170,550,25,25
1195,550,24,25
1219,550,25,25
1244,550,26,25
0,575,25,25
25,575,25,25
50,575,25,25
75,575,22,25
97,575,26,25
123,575,24,25
147,575,25,25
172,575,26,25
198,575,25,25
223,575,25,25
248,575,26,25
274,575,25,25
299,575,27,25
326,575,26,25
352,575,26,25
378,575,23,25
401,575,23,25
424,575,27,25
451,575,25,25
476,575,25,25
501,575,25,25
526,575,26,25
552,575,24,25
576,575,25,25
601,575,25,25
626,575,25,25
651,575,25,25
676,575,27,25
703,575,26,25
729,575,26,25
755,575,27,25
782,575,26,25
808,575,23,25
831,575,27,25
858,575,27,25
885,575,26,25
911,575,25,25
936,575,25,25
961,575,24,25
985,575,25,25
1010,575,25,25
1035,575,26,25
1061,575,24,25
1085,575,28,25
1113,575,26,25
1139,575,26,25
1165,575,24,25
1189,575,26,25
1215,575,27,25
1242,575,27,25
0,600,27,25
27,600,25,25
52,600,28,25
80,600,25,25
105,600,26,25
131,600,26,25
157,600,25,25
182,600,25,25
207,600,27,25
234,600,25,25
259,600,26,25
285,600,27,25
312,600,27,25
339,600,24,25
363,600,26,25
389,600,26,25
415,600,27,25
442,600,24,25
466,600,25,25
491,600,25,25
516,600,23,25
539,600,25,25
564,600,25,25
589,600,26,25
615,600,25,25
640,600,26,25
666,600,24,25
690,600,24,25
714,600,25,25
739,600,24,25
763,600,25,25
788,600,24,25
812,600,25,25
837,600,26,25
863,600,27,25
890,600,23,25
913,600,25,25
938,600,24,25
962,600,23,25
985,600,24,25
1009,600,26,25
1035,600,25,25
1060,600,25,25
1085,600,25,25
1110,600,24,25
1134,600,23,25
1157,600,28,25
1185,600,23,25
1208,600,25,25
1233,600,23,25
0,625,27,25
27,625,25,25
52,625,27,25
79,625,26,25
105,625,24,25
129,625,24,25
153,625,27,25
180,625,24,25
204,625,26,25
230,625,25,25
255,625,24,25
279,625,26,25
305,625,28,25
333,625,26,25
359,625,25,25
384,625,25,25
409,625,25,25
434,625,26,25
460,625,25,25
485,625,27,25
512,625,26,25
538,625,24,25
562,625,25,25
587,625,25,25
612,625,25,25
637,625,24,25
661,625,25,25
686,625,27,25
713,625,25,25
738,625,25,25
763,625,25,25
788,625,25,25
813,625,26,25
839,625,25,25
864,625,25,25
889,625,25,25
914,625,24,25
938,625,25,25
963,625,26,25
989,625,25,25
1014,625,25,25
1039,625,25,25
1064,625,25,25
1089,625,25,25
1114,625,25,25
1139,625,25,25
1164,625,25,25
1189,625,26,25
1215,625,25,25
1240,625,26,25
0,650,25,25
25,650,26,25
51,650,27,25
78,650,26,25
104,650,25,25
129,650,25,25
154,650,26,25
180,650,26,25
206,650,23,25
229,650,25,25
254,650,25,25
279,650,25,25
304,650,25,25
329,650,25,25
354,650,25,25
379,650,26,25
405,650,25,25
430,650,25,25
455,650,25,25
480,650,25,25
505,650,25,25
530,650,25,25
555,650,25,25
580,650,25,25
605,650,27,25
632,650,27,25
659,650,26,25
685,650,25,25
710,650,24,25
734,650,23,25
757,650,26,25
783,650,26,25
809,650,26,25
835,650,26,25
861,650,27,25
888,650,26,25
914,650,26,25
940,650,25,25
965,650,26,25
991,650,24,25
1015,650,26,25
1041,650,25,25
1066,650,26,25
1092,650,25,25
1117,650,27,25
1144,650,25,25
1169,650,26,25
1195,650,27,25
1222,650,24,25
1246,650,25,25
0,675,28,25
28,675,25,25
53,675,26,25
79,675,26,25
105,675,27,25
132,675,25,25
157,675,27,25
184,675,25,25
209,675,25,25
234,675,26,25
260,675,26,25
286,675,25,25
311,675,25,25
336,675,26,25
362,675,24,25
386,675,25,25
411,675,24,25
435,675,26,25
461,675,28,25
489,675,25,25
514,675,26,25
540,675,25,25
565,675,25,25
590,675,26,25
616,675,26,25
642,675,25,25
667,675,25,25
692,675,23,25
715,675,25,25
740,675,25,25
765,675,26,25
791,675,26,25
817,675,26,25
843,675,25,25
868,675,25,25
893,675,25,25
918,675,24,25
942,675,25,25
967,675,26,25
993,675,25,25
1018,675,25,25
1043,675,27,25
1070,675,26,25
1096,675,27,25
1123,675,26,25
1149,675,25,25
1174,675,27,25
1201,675,25,25
1226,675,24,25
1250,675,25,25
0,700,26,25
26,700,26,25
52,700,25,25
77,700,25,25
102,700,24,25
126,700,25,25
151,700,25,25
176,700,26,25
202,700,125,25
327,700,25,25
352,700,25,25
377,700,25,25
402,700,25,25
427,700,25,25
452,700,25,25
477,700,25,25
502,700,25,25
527,700,27,25
554,700,28,25
582,700,26,25
608,700,26,25
634,700,24,25
658,700,25,25
683,700,25,25
708,700,25,25
733,700,27,25
760,700,25,25
785,700,26,25
811,700,26,25
837,700,25,25
862,700,24,25
886,700,25,25
911,700,25,25
936,700,26,25
962,700,26,25
988,700,24,25
1012,700,28,25
1040,700,25,25
1065,700,25,25
1090,700,26,25
1116,700,25,25
1141,700,26,25
1167,700,25,25
1192,700,25,25
1217,700,25,25
1242,700,25,25
1267,700,25,25
1292,700,26,25
1318,700,26,25
1344,700,25,25
0,725,25,25
25,725,25,25
50,725,27,25
77,725,25,25
102,725,25,25
127,725,25,25
152,725,26,25
178,725,27,25
205,725,25,25
230,725,26,25
256,725,25,25
281,725,26,25
307,725,26,25
333,725,25,25
358,725,25,25
383,725,23,25
406,725,25,25
431,725,24,25
455,725,25,25
480,725,24,25
504,725,25,25
529,725,25,25
554,725,25,25
579,725,25,25
604,725,24,25
628,725,25,25
653,725,25,25
678,725,26,25
704,725,25,25
729,725,24,25
753,725,26,25
779,725,26,25
805,725,25,25
830,725,25,25
855,725,24,25
879,725,26,25
905,725,25,25
930,725,26,25
956,725,25,25
981,725,24,25
1005,725,23,25
1028,725,26,25
1054,725,24,25
1078,725,25,25
1103,725,26,25
1129,725,24,25
1153,725,24,25
1177,725,25,25
1202,725,25,25
1227,725,24,25
0,750,26,25
26,750,25,25
51,750,23,25
74,750,25,25
99,750,27,25
126,750,25,25
151,750,26,25
177,750,25,25
202,750,25,25
227,750,26,25
253,750,25,25
278,750,25,25
303,750,24,25
327,750,24,25
351,750,25,25
376,750,27,25
403,750,27,25
430,750,24,25
454,750,26,25
480,750,28,25
508,750,24,25
532,750,28,25
560,750,25,25
585,750,24,25
609,750,25,25
634,750,27,25
661,750,27,25
688,750,27,25
715,750,25,25
740,750,25,25
765,750,27,25
792,750,25,25
817,750,25,25
842,750,28,25
870,750,26,25
896,750,25,25
921,750,27,25
948,750,26,25
