id,title,date_earliest,date_latest,duration,production_period_name,production_country,production_region,production_minting_place,nominal,currency
18204356,Mark: Grafschaft,1199,1249,50,Hochmittelalter,Deutschland,Westfalen,Iserlohn,Sterling,Sterling
18204357,Trier: Boemund II.,1290,1367,77,Spätmittelalter,Deutschland,Rheinland,Koblenz,Floren (Goldgulden),Floren (Goldgulden)
18204358,Köln: Wilhelm von Gennep,1357,1362,5,Spätmittelalter,Deutschland,Rheinland,Riehl (Köln),1/4 Floren, Floren
18204359,Constantinus I.,321,337,16,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204360,Köln: Wilhelm von Gennep,1357,1362,5,Spätmittelalter,Deutschland,Rheinland,Riehl (Köln),1/4 Floren, Floren
18204361,Pfalz bei Rhein: Ruprecht I.,1309,1390,81,Spätmittelalter,Deutschland,Rheinland,Heidelberg,Floren (Goldgulden),Floren (Goldgulden)
18204362,Bamberg: Bistum,1354,1363,9,Spätmittelalter,Deutschland,Franken,Bamberg,Floren (Goldgulden),Floren (Goldgulden)
18204363,Nassau-Idstein: Grafschaft,1340,1390,50,Spätmittelalter,Deutschland,Rheinland,Sonnenberg,Floren (Goldgulden),Floren (Goldgulden)
18204364,Lübeck: Stadt,1341,1370,29,Spätmittelalter,Deutschland,,Lübeck,Floren (Goldgulden),Floren (Goldgulden)
18204365,Constantinus I.,321,337,16,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204366,Constantinus I.,321,337,16,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204367,Constantinus I.,321,337,16,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204368,Köln: Kuno von Falkenstein,1370,1388,18,Spätmittelalter,Deutschland,Rheinland,Deutz,Goldgulden,Goldgulden
18204369,Constantinus I.,321,337,16,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204370,Deutsches Reich: Friedrich I. Barbarossa,1122,1190,68,Hochmittelalter,Deutschland,Hessen,Frankfurt am Main,Denar (MA),Denar (MA)
18204371,Deutsches Reich: Heinrich VI.,1165,1197,32,Hochmittelalter,Deutschland,Rheinland,Aachen,Denar (MA),Denar (MA)
18204372,Lübeck: Stadt,1365,1379,14,Spätmittelalter,Deutschland,,Lübeck,Witten,Witten
18204373,Mecklenburg: Magnus II. und Balthasar,1441,1503,62,Spätmittelalter,Deutschland,Mecklenburg,Güstrow,Doppelschilling,Doppelschilling
18204374,Meißen: Markgrafschaft,1310,1349,39,Spätmittelalter,Deutschland,Sachsen,Freiberg,Meißner Groschen,Meißner Groschen
18204375,Florenz: Stadt,1250,1260,10,Hochmittelalter,Italien,Toskana,Florenz,Grosso (Fiorino di Stella),Grosso (Fiorino di Stella)
18204376,Bologna: Stadt,1191,1337,146,Hochmittelalter,Italien,Emilia-Romagna,Bologna,Grosso,Grosso
18204377,Genua: Stadt,1170,1252,82,Hochmittelalter,Italien,Ligurien,Genua,Grosso (4 Denare),Grosso (Denare)
18204378,Lucca: Stadt,1175,1218,43,Hochmittelalter,Italien,Toskana,Lucca,Grosso,Grosso
18204379,Mailand: Stadt,1165,1197,32,Hochmittelalter,Italien,Lombardei,Mailand,Grosso,Grosso
18204380,Galba,68,69,1,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204381,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204382,Pavia: Stadt,1194,1250,56,Hochmittelalter,Italien,Lombardei,Ticinum-Pavia,Grosso da 6 denari imperiali,Grosso da  denari imperiali
18204383,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204384,Pisa: Stadt,1192,1250,58,Hochmittelalter,Italien,Toskana,Pisa,Grosso,Grosso
18204385,Venedig: Stadt,1192,1205,13,Hochmittelalter,Italien,Venetien,Venedig,Grosso (Matapan),Grosso (Matapan)
18204386,Traianus,53,117,64,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204387,Venedig: Stadt,1280,1289,9,Hochmittelalter,Italien,Venetien,Venedig,Grosso (Matapan),Grosso (Matapan)
18204388,Caligula,12,19,7,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18204389,Verona: Stadt,1220,1300,80,Hochmittelalter,Italien,Venetien,Verona,Grosso da 20 denari,Grosso da  denari
18204390,Commodus,161,192,31,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204391,Traianus,53,117,64,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204392,Arezzo: Stadt,1200,1250,50,Hochmittelalter,Italien,Toskana,Arezzo,Grosso,Grosso
18204393,Trient: Bistum,1255,1269,14,Hochmittelalter,Italien,Trentino-Südtirol,Trient,Grosso,Grosso
18204394,Lucius Verus,130,169,39,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204395,Vespasianus,9,79,70,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204396,Asti: Stadt,1275,1336,61,Spätmittelalter,Italien,Piemont,Asti,Grosso,Grosso
18204397,Sardinien: Grafschaft,1285,1295,10,Spätmittelalter,Italien,Sardinien,Iglesias (Villa di Chiesa),Grosso tornese,Grosso tornese
18204398,Florenz: Stadt,1416,1416,0,Spätmittelalter,Italien,Toskana,Florenz,Grosso guelfo (Fiorino guelfo da 30 denari),Grosso guelfo (Fiorino guelfo da  denari)
18204399,Marcus Aurelius,121,180,59,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18204400,Traianus,53,117,64,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204401,Traianus,53,117,64,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204402,Traianus,53,117,64,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18204403,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18204404,Nerva,30,98,68,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204405,Nero,37,68,31,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204406,Commodus,161,192,31,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204407,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204408,Antoninus Pius,86,161,75,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18204409,Araber: Arabo-Byzantiner,704,713,9,Frühmittelalter,Tunesien,,,1/3 Dinar (Triens), Dinar (Triens)
18204410,Venedig: Stadt,1382,1400,18,Spätmittelalter,Italien,Venetien,Venedig,Grosso (Matapan),Grosso (Matapan)
18204411,Claudius,-10,54,64,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18204412,Siena: Stadt,1404,1511,107,Spätmittelalter,Italien,Toskana,Siena,Grosso da 10 Quattrini,Grosso da  Quattrini
18204413,Nero,37,68,31,Römische Kaiserzeit,Italien,Italia,Rom,Semis,Semis
18204414,Mailand: Stadt,1312,1313,1,Spätmittelalter,Italien,Lombardei,Mailand,Grosso,Grosso
18204415,Mailand: Stadt,1354,1385,31,Spätmittelalter,Italien,Lombardei,Mailand,Grosso,Grosso
18204416,Lucca: Stadt,1279,1318,39,Spätmittelalter,Italien,Toskana,Lucca,Grossone (Doppio Grosso),Grossone (Doppio Grosso)
18204417,Pisa: Stadt,1155,1312,157,Spätmittelalter,Italien,Toskana,Pisa,Mezzo Grosso,Mezzo Grosso
18204418,Parma: Stadt,1296,1346,50,Spätmittelalter,Italien,Lombardei,Parma,Grosso,Grosso
18204419,Rom: Stadt,1256,1265,9,Spätmittelalter,Italien,Latium,Rom,Grosso,Grosso
18204420,Rom: Senat,1227,1285,58,Spätmittelalter,Italien,Latium,Rom,Grosso rinforzato,Grosso rinforzato
18204421,Kirchenstaat: Martin V.,1368,1431,63,Spätmittelalter,Vatikan,,Rom,Grosso,Grosso
18204422,Kirchenstaat: Paul II.,1417,1471,54,Spätmittelalter,Vatikan,,Rom,Grosso,Grosso
18204423,Florenz: Stadt,1503,1503,0,Renaissance,Italien,Toskana,Florenz,Teston,Teston
18204424,Venedig: Stadt,1399,1473,74,Spätmittelalter,Italien,Venetien,Venedig,Lira (Trono),Lira (Trono)
18204425,Venedig: Stadt,1473,1474,1,Spätmittelalter,Italien,Venetien,Venedig,Lira,Lira
18204426,Kirchenstaat: Julius II.,1443,1513,70,Renaissance,Vatikan,,Rom,Teston,Teston
18204427,Kirchenstaat: Sixtus IV.,1414,1484,70,Spätmittelalter,Vatikan,,Rom,Teston,Teston
18204428,Ferrara: Ercole d'Este,1431,1515,84,Spätmittelalter,Italien,Emilia-Romagna,Ferrara,Teston,Teston
18204429,Ferrara: Ercole d'Este,1431,1515,84,Renaissance,Italien,Emilia-Romagna,Ferrara,Teston,Teston
18204430,Ferrara: Ercole d'Este,1431,1515,84,Renaissance,Italien,Emilia-Romagna,Ferrara,Teston,Teston
18204431,Mantua: Herzogtum,1466,1519,53,Renaissance,Italien,Emilia-Romagna,Mantua,2 Testoni, Testoni
18204432,Mantua: Herzogtum,1466,1519,53,Renaissance,Italien,Emilia-Romagna,Mantua,Teston,Teston
18204433,Savoyen: Herzogtum,1468,1490,22,Spätmittelalter,Schweiz,,Cornavin (Genf),Teston,Teston
18204434,Montferrat: Markgrafschaft,1486,1518,32,Renaissance,Italien,Piemont,Casale Monferrato,Teston,Teston
18204435,Asti: Stadt,1462,1515,53,Renaissance,Italien,Piemont,Asti,Teston,Teston
18204436,Asti: Stadt,1462,1515,53,Spätmittelalter,Italien,Piemont,Asti,Teston,Teston
18204437,Mailand: Herzogtum,1444,1476,32,Renaissance,Italien,Lombardei,Mailand,Teston,Teston
18204438,Mailand: Herzogtum,1444,1476,32,Renaissance,Italien,Lombardei,Mailand,Teston,Teston
18204439,Mailand: Herzogtum,1449,1503,54,Renaissance,Italien,Lombardei,Mailand,Teston,Teston
18204440,Mailand: Herzogtum,1449,1503,54,Renaissance,Italien,Lombardei,Mailand,Teston,Teston
18204441,Mailand: Herzogtum,1469,1494,25,Renaissance,Italien,Lombardei,Mailand,Teston,Teston
18204442,Mailand: Herzogtum,1469,1494,25,Renaissance,Italien,Lombardei,Mailand,Teston,Teston
18204443,Heiliges Römisches Reich: Maximilian I.,1459,1519,60,Renaissance,Österreich,Tirol,Hall,Teston,Teston
18204444,Mailand: Herzogtum,1452,1508,56,Renaissance,Italien,Lombardei,Mailand,Teston,Teston
18204445,Mailand: Herzogtum,1452,1508,56,Renaissance,Italien,Lombardei,Mailand,Teston,Teston
18204446,Mailand: Herzogtum,1462,1515,53,Renaissance,Italien,Lombardei,Mailand,Teston,Teston
18204447,Mailand: Herzogtum,1462,1515,53,Renaissance,Italien,Lombardei,Mailand,Teston,Teston
18204448,Genua: Stadt,1337,1363,26,Spätmittelalter,Italien,Ligurien,Genua,Grosso,Grosso
18204449,Constantinus I.,321,337,16,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204450,Constantinus I.,321,337,16,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204451,Licinius I.,265,325,60,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204452,Licinius I.,265,325,60,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204454,Licinius II.,315,326,11,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204455,Licinius II.,315,326,11,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204456,Licinius II.,315,326,11,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204457,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204458,Pantikapaion,-325,-200,125,Hellenismus,Ukraine,Taurische Chersonesos,Pantikapaion,,
18204459,Pantikapaion,-325,-200,125,Hellenismus,Ukraine,Taurische Chersonesos,Pantikapaion,,
18204460,Pantikapaion,-325,-200,125,Hellenismus,Ukraine,Taurische Chersonesos,Pantikapaion,,
18204461,Pantikapaion,-325,-200,125,Hellenismus,Ukraine,Taurische Chersonesos,Pantikapaion,,
18204462,M. Agrippa,-64,-12,52,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18204463,Septimius Severus,146,211,65,Römische Kaiserzeit,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18204464,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204465,Otacilia Severa,204,249,45,Römische Kaiserzeit,Italien,Italia,Rom,Doppeldenar,Doppeldenar
18204466,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204467,Nero,37,68,31,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204468,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204469,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204470,Nero,37,68,31,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18204471,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204472,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204473,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204474,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204475,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204476,Nero,37,68,31,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204477,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204478,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204479,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204480,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204481,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204482,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204483,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204484,Vespasianus,9,79,70,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204485,Westfalen: Hieronymus Napoleon,1784,1860,76,19. Jahrhundert,Deutschland,Hessen,Kassel,Taler (Ausbeute),Taler (Ausbeute)
18204486,Frankfurt am Main: Stadt,1840,1840,0,19. Jahrhundert,Deutschland,Hessen,Frankfurt am Main,2 Taler, Taler
18204487,Divus Titus,39,81,42,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204488,Hannover: Georg V.,1819,1878,59,19. Jahrhundert,Deutschland,Niedersachsen,Hannover,Taler, Taler
18204489,Frankfurt am Main: Stadt,1795,1861,66,19. Jahrhundert,Deutschland,Hessen,Frankfurt am Main,2 Gulden, Gulden
18204490,Bamberg: Bistum,1724,1805,81,Klassizismus,Deutschland,Franken,,Taler, Taler
18204491,Umayyaden: Abd al-Malik,646,705,59,Frühmittelalter,Syrische Arabische Republik,,Damaskus,Dirhem,Dirhem
18204492,Waldeck-Pyrmont: Fürstentum,1789,1845,56,19. Jahrhundert,Deutschland,Hessen,Arolsen,Taler, Taler
18204493,Reuß Jüngerer Linie: Heinrich LXII.,1785,1854,69,19. Jahrhundert,Deutschland,Brandenburg,Berlin,2 Taler, Taler
18204494,Sachsen: Friedrich August II.,1797,1854,57,19. Jahrhundert,Deutschland,Sachsen,Dresden,2 Taler, Taler
18204495,Traianus,53,117,64,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204496,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204497,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204498,Traianus,53,117,64,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204499,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204500,Württemberg: Karl,1823,1891,68,19. Jahrhundert,Deutschland,Württemberg,Stuttgart,2 Taler, Taler
18204501,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204502,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204503,Nero,37,68,31,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204504,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204505,Bayern: Ludwig I.,1786,1868,82,19. Jahrhundert,Deutschland,Bayern,München,Taler, Taler
18204506,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204507,Sachsen: Anton und Friedrich August,1797,1854,57,19. Jahrhundert,Deutschland,Sachsen,Dresden,Taler, Taler
18204508,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18204509,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204510,Bayern: Ludwig I.,1786,1868,82,19. Jahrhundert,Deutschland,Bayern,München,Taler, Taler
18204511,Bremen: Stadt,1863,1863,0,19. Jahrhundert,Deutschland,Niedersachsen,Hannover,Taler, Taler
18204512,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18204513,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204514,Anhalt-Dessau: Herzogtum,1794,1871,77,19. Jahrhundert,Deutschland,Brandenburg,Berlin,Taler, Taler
18204515,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18204516,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204517,Mecklenburg-Strelitz: Friedrich Wilhelm,1819,1904,85,19. Jahrhundert,Deutschland,Brandenburg,Berlin,Taler, Taler
18204518,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204519,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18204520,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204521,Crispus,300,326,26,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204522,Constantinus II.,317,340,23,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204523,Traianus,53,117,64,Römische Kaiserzeit,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18204524,Constantinus II.,317,340,23,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204525,Constantinus II.,317,340,23,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204526,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18204527,"Warin, Jean: König Ludwig XIV. von Frankreich",1638,1715,77,Barock,Frankreich,,,,
18204528,Constantinus II.,317,340,23,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204529,Marcus Aurelius,121,180,59,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18204530,Constantinus II.,317,340,23,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204531,Hannover: Herzogtum,1738,1820,82,Klassizismus,Deutschland,Niedersachsen,Clausthal,Dukat (Ausbeute),Dukat (Ausbeute)
18204532,Constantinus II.,317,340,23,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204533,Constantinus II.,317,340,23,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204534,Antoninus Pius,86,161,75,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204535,Constantinus II.,317,340,23,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204536,Westfalen: Hieronymus Napoleon,1784,1860,76,19. Jahrhundert,Deutschland,Niedersachsen,Braunschweig,10 Taler (2 Pistolen), Taler (Pistolen)
18204537,Constantinus II.,317,340,23,Römische Spätantike,Deutschland,Gallia,Trier,Nummus,Nummus
18204538,Antoninus Pius,86,161,75,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18204539,Hannover: Herzogtum,1738,1820,82,19. Jahrhundert,Deutschland,Niedersachsen,Clausthal,Pistole,Pistole
18204540,Braunschweig: Friedrich Wilhelm,1771,1815,44,19. Jahrhundert,Deutschland,Niedersachsen,Braunschweig,10 Taler (2 Pistolen), Taler (Pistolen)
18204541,Sachsen: Anton,1755,1836,81,19. Jahrhundert,Deutschland,Sachsen,Dresden,5 Taler (Pistole), Taler (Pistole)
18204542,Hannover: Ernst August,1771,1851,80,19. Jahrhundert,Deutschland,Niedersachsen,Hannover,10 Taler (2 Pistolen), Taler (Pistolen)
18204543,Braunschweig: Karl II.,1804,1873,69,19. Jahrhundert,Deutschland,Niedersachsen,Braunschweig,2 1/2 Taler (1/2 Pistole), Taler (Pistole)
18204544,Mecklenburg-Schwerin: Großherzogtum,1756,1837,81,19. Jahrhundert,Deutschland,Mecklenburg,Schwerin,5 Taler (Pistole), Taler (Pistole)
18204545,Braunschweig: Karl II.,1804,1873,69,19. Jahrhundert,Deutschland,Niedersachsen,Braunschweig,2 1/2 Taler (1/2 Pistole), Taler (Pistole)
18204546,Hamburg: Stadt,1843,1843,0,Klassizismus,Deutschland,,Hamburg,Dukat,Dukat
18204547,Hannover: Georg V.,1819,1878,59,19. Jahrhundert,Deutschland,Niedersachsen,Hannover,1/2 Krone,Krone
18204548,Braunschweig: Wilhelm,1806,1884,78,19. Jahrhundert,Deutschland,Niedersachsen,Hannover,Krone,Krone
18204549,Ansbach-Bayreuth: Friedrich Wilhelm III.,1770,1840,70,19. Jahrhundert,Deutschland,Franken,Bayreuth,Dukat,Dukat
18204550,Nassau: Herzogtum,1738,1816,78,19. Jahrhundert,Deutschland,Hessen,Darmstadt?,Dukat,Dukat
18204551,Helike,-410,-373,37,Klassik,Griechenland,Achaia,Helike,,
18204552,Bayern: Maximilian I. Joseph,1756,1825,69,19. Jahrhundert,Deutschland,Bayern,München,8 Dukaten, Dukaten
18204553,Markianopolis,161,192,31,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204554,Bayern: Maximilian II. Joseph,1811,1864,53,19. Jahrhundert,Deutschland,Bayern,München,Dukat,Dukat
18204555,Markianopolis,161,192,31,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204556,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204557,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204558,Deutsche Demokratische Republik: 1985 Schadow,1934,2014,80,Moderne seit 1900,Deutschland,Brandenburg,Berlin,10 Mark, Mark
18204559,Abbasiden: Harun er-Rashid,798,809,11,Frühmittelalter,Irak,,Bagdad,Dirhem,Dirhem
18204560,Münztechnik: Abschlag Beckersche Fälschung Dekadrachme Athen,1772,1830,58,19. Jahrhundert,Deutschland,Hessen,Offenbach am Main,,
18204561,Münztechnik: Abschlag Beckersche Fälschung Münze Wallenstein (Waldstein),1583,1634,51,19. Jahrhundert,Deutschland,Hessen,Offenbach am Main,,
18204562,Münztechnik: Beckerscher Prägestempel Wallenstein (Waldstein),1583,1634,51,19. Jahrhundert,Deutschland,Hessen,Offenbach am Main,,
18204563,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204564,Bundesrepublik Deutschland: 2006 Weimar,1933,2011,78,Moderne seit 1900,Deutschland,Brandenburg,Berlin,100 Euro, Euro
18204565,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204566,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204567,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204568,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204569,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204570,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204571,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204572,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204573,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204574,Münztechnik: Prägestempel Sasaniden,604,628,24,Frühmittelalter,Iran,Khuzistan,Ohrmazd-Ardashir (Ahwaz),,
18204575,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204576,Münztechnik: Patrize Deutsche Demokratische Republik,1932,2008,76,Moderne seit 1900,Deutschland,Brandenburg,Berlin,,
18204577,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204578,Münztechnik: Patrize Deutsche Demokratische Republik,1952,1952,0,Moderne seit 1900,Deutschland,Brandenburg,Berlin,,
18204579,Münztechnik: Patrize Deutsche Demokratische Republik,1952,1952,0,Moderne seit 1900,Deutschland,Brandenburg,Berlin,,
18204580,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204581,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204582,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204583,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204584,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204585,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204586,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204587,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204588,Münztechnik: Patrize Deutsche Demokratische Republik,1932,2008,76,Moderne seit 1900,Deutschland,Brandenburg,Berlin,,
18204589,Kaiserreich: 1901 200 Jahre Königtum,1855,1922,67,Moderne seit 1900,Deutschland,Brandenburg,Berlin,2 Mark, Mark
18204590,Münztechnik: Patrize Kaiserreich,1859,1941,82,Moderne seit 1900,Deutschland,Brandenburg,Berlin,,
18204591,Pantikapaion,-325,-200,125,Hellenismus,Ukraine,Taurische Chersonesos,Pantikapaion,,
18204592,Pantikapaion,-325,-200,125,Hellenismus,Ukraine,Taurische Chersonesos,Pantikapaion,,
18204593,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204594,Pantikapaion,-325,-200,125,Hellenismus,Ukraine,Taurische Chersonesos,Pantikapaion,,
18204595,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204596,Pantikapaion,-325,-200,125,Hellenismus,Ukraine,Taurische Chersonesos,Pantikapaion,,
18204597,Markianopolis,146,211,65,Römische Kaiserzeit,Bulgarien,Moesien,Markianopolis,,
18204598,Pantikapaion,-325,-200,125,Hellenismus,Ukraine,Taurische Chersonesos,Pantikapaion,,
18204599,Pantikapaion,-325,-200,125,Hellenismus,Ukraine,Taurische Chersonesos,Pantikapaion,,
