id,title,date_earliest,date_latest,production_country,production_region,production_minting_place,x,y,width,height
14214,Makedonien: Antigonos Gonatas,-319,-239,Griechenland,Makedonien,Pella,1155,2139,30,31
14215,Makedonien: Antigonos Gonatas,-319,-239,Griechenland,Makedonien,Pella,1185,2139,31,31
14223,Priene,-330,-300,Türkei,Ionien,Priene,1216,2139,32,31
14226,Priene,-270,-240,Türkei,Ionien,Priene,1248,2139,34,31
14232,Priene,-190,-170,Türkei,Ionien,Priene,1282,2139,28,31
14233,Priene,-190,-170,Türkei,Ionien,Priene,1310,2139,31,31
14237,Priene,-590,-530,Türkei,Ionien,Priene,1341,2139,31,31
14249,Diokaisareia,188,217,Türkei,Kilikien,Diokaisareia,1372,2139,31,31
14250,Makedonien: Alexandros III.,-210,-200,Türkei,Ionien,Priene,1403,2139,32,31
14251,Priene,-290,-240,Türkei,Ionien,Priene,1435,2139,32,31
14252,Priene,-125,-90,Türkei,Ionien,Priene,1467,2139,30,31
14257,Bayern: Herzogtum,916,937,Österreich,Salzburg,Salzburg,1497,2139,30,31
14258,Salzburg: Erzbistum,1025,1041,Österreich,Salzburg,Salzburg,1527,2139,31,31
14259,Magnentius,301,353,Frankreich,Gallia,Lyon,0,2170,31,31
14261,Kirchenstaat: Leo X.,1475,1521,Vatikan,,Rom,31,2170,31,31
14262,Thraker: Sadales,-48,-42,Bulgarien,Thrakien,,62,2170,31,31
14263,Thraker: Sariakos,-180,-100,Rumänien,Thrakien,,93,2170,33,31
14264,Germanicus,12,19,Italien,Italia,Rom,126,2170,31,31
14265,Priene,-90,-50,Türkei,Ionien,Priene,157,2170,32,31
14266,Germanicus,12,19,Italien,Latium,Rom,189,2170,31,31
14267,Priene,76,138,Türkei,Ionien,Priene,220,2170,32,31
14268,Germanicus,12,19,Italien,Italia,Rom,252,2170,31,31
14269,Germanicus,12,19,Italien,Italia,Rom,283,2170,31,31
14270,Priene,76,138,Türkei,Ionien,Priene,314,2170,31,31
14271,Germanicus,12,19,Italien,Italia,Rom,345,2170,32,31
14272,Germanicus,12,19,Italien,Italia,Rom,377,2170,32,31
14273,Germanicus,12,19,Italien,Italia,Rom,409,2170,31,31
14274,Germanicus,12,19,Italien,Italia,Rom,440,2170,30,31
14278,Germanicus,12,19,Italien,Italia,Rom,470,2170,31,31
14281,Germanicus,12,19,Italien,Italia,Rom,501,2170,30,31
14282,Germanicus,12,19,Italien,Italia,Rom,531,2170,31,31
14283,Germanicus,12,19,Italien,Italia,Rom,562,2170,31,31
14284,Koson,-50,-29,Rumänien,Dakien,,593,2170,31,31
14285,Koson,-50,-29,Rumänien,Dakien,,624,2170,31,31
14286,Germanicus,12,19,Italien,Italia,Rom,655,2170,31,31
14287,Koson,-50,-29,Rumänien,Dakien,,686,2170,31,31
14288,Koson,-50,-29,Rumänien,Dakien,,717,2170,31,31
14290,Koson,-50,-29,Rumänien,Dakien,,748,2170,31,31
14292,Koson,-50,-29,Rumänien,Dakien,,779,2170,31,31
14293,Koson,-50,-29,Rumänien,Dakien,,810,2170,32,31
14294,Koson,-50,-29,Rumänien,Dakien,,842,2170,31,31
14295,Germanicus,12,19,Italien,Italia,Rom,873,2170,31,31
14297,Germanicus,12,19,Italien,Italia,Rom,904,2170,31,31
14298,Germanicus,12,19,Italien,Italia,Rom,935,2170,32,31
14299,Germanicus,12,19,Italien,Italia,Rom,967,2170,30,31
14300,Germanicus,12,19,Italien,Italia,Rom,997,2170,31,31
14301,Germanicus,-10,19,Italien,Italia,Rom,1028,2170,31,31
14302,Germanicus,-10,19,Italien,Italia,Rom,1059,2170,32,31
14303,Germanicus,-10,19,Italien,Italia,Rom,1091,2170,31,31
14304,Germanicus,-10,19,Italien,Italia,Rom,1122,2170,31,31
14305,Germanicus,-10,19,Italien,Italia,Rom,1153,2170,32,31
14306,Germanicus,-10,19,Italien,Italia,Rom,1185,2170,33,31
14307,Germanicus,-10,19,Italien,Italia,Rom,1218,2170,33,31
14308,Titus: Restitution,39,19,Italien,Italia,Rom,1251,2170,31,31
14309,Titus: Restitution,39,19,Italien,Italia,Rom,1282,2170,31,31
14310,Titus: Restitution,39,19,Italien,Italia,Rom,1313,2170,31,31
14311,Titus: Restitution,39,19,Italien,Italia,Rom,1344,2170,31,31
14312,Domitianus: Restitution,51,19,Italien,Italia,Rom,1375,2170,31,31
14313,Domitianus: Restitution,51,19,Italien,Italia,Rom,1406,2170,31,31
14314,Domitianus: Restitution,51,19,Italien,Italia,Rom,1437,2170,30,31
14315,Germanicus,12,19,Italien,Italia,Rom,1467,2170,31,31
14316,Germanicus,12,19,Italien,Italia,Rom,1498,2170,30,31
14317,Segesta,-412,-400,Italien,Sizilien,Segesta,1528,2170,29,31
14318,Segesta,-405,-400,Italien,Sizilien,Segesta,0,2201,31,31
14319,Agrippina (Maior),-14,33,Italien,Italia,Rom,31,2201,29,31
14320,Agrippina (Maior),-14,33,Italien,Italia,Rom,60,2201,31,31
14321,Agrippina (Maior),-14,33,Italien,Italia,Rom,91,2201,30,31
14322,Agrippina (Maior),-14,33,Italien,Italia,Rom,121,2201,31,31
14323,Agrippina (Maior),-14,33,Italien,Italia,Rom,152,2201,31,31
14324,Agrippina (Maior),-14,33,Italien,Italia,Rom,183,2201,31,31
14325,Agrippina (Maior),-14,33,Italien,Italia,Rom,214,2201,31,31
14326,Agrippina (Maior),-14,33,Italien,Italia,Rom,245,2201,31,31
14327,Agrippina (Maior),-14,33,Italien,Italia,Rom,276,2201,31,31
14328,Agrippina (Maior),-14,33,Italien,Italia,Rom,307,2201,31,31
14330,Agrippina (Maior),-14,33,Italien,Italia,Rom,338,2201,31,31
14331,Segesta,-405,-400,Italien,Sizilien,Segesta,369,2201,33,31
14332,Agrippina (Maior),-14,33,Italien,Italia,Rom,402,2201,31,31
14333,Agrippina (Maior),-14,33,Italien,Italia,Rom,433,2201,31,31
14334,Agrippina (Maior),-14,33,Italien,Italia,Rom,464,2201,31,31
14335,Agrippina (Maior),-14,33,Italien,Italia,Rom,495,2201,30,31
14336,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,525,2201,31,31
14337,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,556,2201,31,31
14338,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,587,2201,30,31
14339,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,617,2201,30,31
14340,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,647,2201,30,31
14341,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,677,2201,30,31
14342,Nero Caesar und Drusus Caesar,7,33,Italien,Italia,Rom,707,2201,31,31
14343,Römisch-Kampanisch,-326,-300,Italien,Kampanien,Neapel,738,2201,31,31
14344,Römisch-Kampanisch,-326,-300,Italien,Kampanien,Neapel,769,2201,30,31
14345,Römisch-Kampanisch,-280,-276,Italien,Lukanien,Metapont?,799,2201,31,31
14346,Römisch-Kampanisch,-280,-276,Italien,Lukanien,Metapont?,830,2201,34,31
14347,Römisch-Kampanisch,-280,-276,Italien,Lukanien,Metapont?,864,2201,29,31
14348,Römisch-Kampanisch,-280,-276,Italien,Lukanien,Metapont?,893,2201,30,31
14349,Römisch-Kampanisch,-280,-276,Italien,Lukanien,Metapont?,923,2201,32,31
14350,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,955,2201,29,31
14351,Seleukiden: Seleukos I.,-356,-323,Iran,Medien,Ekbatana,984,2201,32,31
14352,Sachsen: August,1556,1604,Deutschland,Sachsen,Dresden,1016,2201,31,31
14353,Byzantion: Lysimachi,-356,-323,Türkei,Thrakien,Byzantion,1047,2201,34,31
14354,Nürnberg: Stadt,1562,1562,Deutschland,Franken,Nürnberg,1081,2201,31,31
14355,Nürnberg: Stadt,1574,1574,Deutschland,Franken,Nürnberg,1112,2201,31,31
14358,Makedonien: Alexandros III.,-332,-323,Ägypten,Ägypten,Memphis,1143,2201,31,31
14359,Makedonien: Alexandros III.,-356,-323,Griechenland,Makedonien,Amphipolis,1174,2201,31,31
14360,Makedonien: Römische Provinz (Aesillas),-90,-75,Griechenland,Makedonien,Thessaloniki?,1205,2201,30,31
14361,Koinon der Makedonen,-356,-323,Griechenland,Makedonien,Beroia,1235,2201,32,31
14363,Thraker: Mostis,-130,-100,Bulgarien,Thrakien,,1267,2201,31,31
14364,Tomis: Lysimachi,-356,-323,Rumänien,Thrakien,Tomis,1298,2201,31,31
14365,Thraker: Mostis,-130,-100,Bulgarien,Thrakien,,1329,2201,29,31
14366,Thraker: Mostis,-130,-100,Bulgarien,Thrakien,,1358,2201,29,31
14367,Thraker: Mostis,-130,-100,Bulgarien,Thrakien,,1387,2201,31,31
14368,Ptolemäer: Ptolemaios (I.),-356,-323,Ägypten,Ägypten,Alexandria,1418,2201,31,31
14369,Thraker: Mostis,-130,-100,Bulgarien,Thrakien,,1449,2201,29,31
14370,Thraker: Mostis,-130,-100,Bulgarien,Thrakien,,1478,2201,31,31
14371,Thraker: Mostis,-130,-100,Bulgarien,Thrakien,,1509,2201,29,31
14372,Ptolemäer: Ptolemaios (I.),-356,-323,Ägypten,Ägypten,Alexandria,0,2232,31,31
14373,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,31,2232,30,31
14374,Ptolemäer: Ptolemaios (I.),-356,-323,Ägypten,Ägypten,Alexandria,61,2232,30,31
14375,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,91,2232,32,31
14376,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,123,2232,30,31
14377,Ptolemäer: Ptolemaios (I.),-356,-323,Ägypten,Ägypten,Alexandria,153,2232,31,31
14378,Römisch-Kampanisch,-275,-270,Italien,Kampanien,Neapel?,184,2232,33,31
14379,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,217,2232,29,31
14380,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,246,2232,31,31
14381,Lysimachos,-356,-323,Türkei,Thrakien,Lysimacheia,277,2232,30,31
14382,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,307,2232,32,31
14383,Römisch-Kampanisch,-275,-270,Italien,Kampanien,Neapel?,339,2232,29,31
14384,Magnentius,301,353,Frankreich,Gallia,Arles,368,2232,33,31
14385,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,401,2232,28,31
14386,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,429,2232,29,31
14387,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,458,2232,32,31
14388,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,490,2232,29,31
14389,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,519,2232,32,31
14390,Ptolemäer: Ptolemaios II.,-356,-323,Ägypten,Ägypten,Alexandria,551,2232,31,31
14391,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,582,2232,33,31
14392,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,615,2232,32,31
14393,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,647,2232,32,31
14394,Ptolemäer: Ptolemaios I.,-356,-323,Libyen,Kyrenaika,Kyrene,679,2232,31,31
14395,Römisch-Kampanisch,-275,-270,Italien,Kampanien,,710,2232,29,31
14396,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,739,2232,29,31
14397,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,768,2232,33,31
14398,Syrakus,-406,-406,Italien,Sizilien,Syrakus,801,2232,31,31
14399,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,832,2232,29,31
14400,Alexandria Troas,230,253,Türkei,Troas,Alexandria Troas,861,2232,31,31
14401,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,892,2232,33,31
14402,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,925,2232,29,31
14403,Alexandria Troas,161,192,Türkei,Troas,Alexandria Troas,954,2232,31,31
14404,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,985,2232,31,31
14405,Koinon der Makedonen,-356,-323,Griechenland,Makedonien,Beroia,1016,2232,30,31
14406,Koinon der Makedonen,-356,-323,Griechenland,Makedonien,Beroia,1046,2232,31,31
14407,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,1077,2232,28,31
14408,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,1105,2232,30,31
14409,Koinon der Makedonen,-356,-323,Griechenland,Makedonien,Beroia,1135,2232,31,31
14410,Koinon der Makedonen,-356,-323,Griechenland,Makedonien,Beroia,1166,2232,31,31
14411,Koinon der Makedonen,-356,-323,Griechenland,Makedonien,Beroia,1197,2232,30,31
14412,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,1227,2232,29,31
14413,Koinon der Makedonen,-356,-323,Griechenland,Makedonien,Beroia,1256,2232,30,31
14414,Koinon der Makedonen,-356,-323,Griechenland,Makedonien,Beroia,1286,2232,30,31
14415,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,1316,2232,31,31
14416,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,1347,2232,30,31
14417,Koinon der Makedonen,-356,-323,Griechenland,Makedonien,Beroia,1377,2232,31,31
14418,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,1408,2232,31,31
14419,Koinon der Makedonen,-356,-323,Griechenland,Makedonien,Beroia,1439,2232,31,31
14420,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,1470,2232,30,31
14421,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,1500,2232,32,31
14422,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,0,2263,34,31
14423,Smyrna,225,244,Türkei,Ionien,Smyrna,34,2263,31,31
14424,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,65,2263,33,31
14425,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,98,2263,33,31
14426,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,131,2263,30,31
14427,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,161,2263,33,31
14428,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,194,2263,30,31
14429,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,224,2263,31,31
14430,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,255,2263,31,31
14431,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,286,2263,32,31
14432,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,318,2263,33,31
14433,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,351,2263,33,31
14434,Brandenburg-Preußen: Georg Wilhelm,1628,1640,Deutschland,Brandenburg,Berlin,384,2263,30,31
14435,Apollonia Mordiaion,198,209,Türkei,Pisidien,Apollonia Mordiaion,414,2263,31,31
14436,Brandenburg-Preußen: Georg Wilhelm,1620,1640,Deutschland,Brandenburg,Berlin,445,2263,31,31
14437,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,476,2263,33,31
14438,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,509,2263,33,31
14439,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,542,2263,30,31
14440,Nikaia,161,192,Türkei,Bithynien,Nikaia (Iznik),572,2263,31,31
14441,Nikaia,-356,-323,Türkei,Bithynien,Nikaia (Iznik),603,2263,32,31
14442,Hierapolis (Kastabala),1,100,Türkei,Kilikien,Hierapolis (Kastabala),635,2263,31,31
14443,Hierapolis (Kastabala),138,192,Türkei,Kilikien,Hierapolis (Kastabala),666,2263,33,31
14444,Alexandria kat´ Isson,-200,-1,Türkei,Kilikien,Alexandria kat'Isson,699,2263,31,31
14445,Katane,-410,-410,Italien,Sizilien,Katane,730,2263,31,31
14446,Makedonien: Alexandros III.,-309,-308,Libanon,Phönizien,Sidon (Saida),761,2263,32,31
14447,Makedonien: Alexandros III.,-358,-281,Iran,Medien,Ekbatana,793,2263,29,31
14448,Makedonien: Alexandros III.,-358,-281,Türkei,Mesopotamien,Karrhae,822,2263,29,31
14449,Makedonien: Alexandros III.,-280,-275,Griechenland,Makedonien,Pella?,851,2263,31,31
14450,Makedonien: Alexandros III.,-280,-280,Türkei,Mysien,Pergamon,882,2263,31,31
14451,Molosser,-400,-350,Griechenland,Epiros,,913,2263,30,31
14462,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,943,2263,31,31
14463,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,974,2263,33,31
14464,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,1007,2263,32,31
14465,Römisch-Kampanisch,-270,-270,Italien,Latium,Rom,1039,2263,31,31
14466,Römisch-Kampanisch,-269,-266,Italien,Latium,Rom,1070,2263,30,31
14467,Römisch-Kampanisch,-269,-266,Italien,Latium,Rom,1100,2263,32,31
14468,Römisch-Kampanisch,-269,-266,Italien,Latium,Rom,1132,2263,31,31
14469,Römisch-Kampanisch,-269,-266,Italien,Latium,Rom,1163,2263,31,31
14470,Römisch-Kampanisch,-265,-242,Italien,Latium,Rom,1194,2263,31,31
14471,Kyrene,-500,-480,Libyen,Kyrenaika,Kyrene,1225,2263,32,31
14472,Römisch-Kampanisch,-265,-242,Italien,Latium,Rom,1257,2263,33,31
14473,Römisch-Kampanisch,-265,-242,Italien,Latium,Rom,1290,2263,32,31
14474,Römisch-Kampanisch,-265,-242,Italien,Latium,Rom,1322,2263,31,31
14475,Römisch-Kampanisch,-265,-242,Italien,Latium,Rom,1353,2263,31,31
14476,Römisch-Kampanisch,-265,-242,Italien,Latium,Rom,1384,2263,32,31
14477,Römisch-Kampanisch,-265,-242,Italien,Latium,Rom,1416,2263,32,31
14478,Kyrene,-500,-480,Libyen,Kyrenaika,Kyrene,1448,2263,26,31
14479,Kyrene,-500,-480,Libyen,Kyrenaika,Kyrene,1474,2263,28,31
14480,Römisch-Kampanisch,-265,-242,Italien,Latium,Rom,1502,2263,32,31
14481,Römisch-Kampanisch,-265,-242,Italien,Latium,Rom,1534,2263,31,31
14482,Kyrene,-500,-480,Libyen,Kyrenaika,Kyrene,0,2294,32,31
14483,Römisch-Kampanisch,-265,-242,Italien,Latium,Rom,32,2294,30,31
14484,Römisch-Kampanisch,-265,-242,Italien,Latium,Rom,62,2294,33,31
14485,Römisch-Kampanisch,-265,-242,Italien,Latium,Rom,95,2294,31,31
14486,Römisch-Kampanisch,-264,-264,Italien,Sizilien,Messana-Messina,126,2294,30,31
14487,Rhegion,-425,-420,Italien,Bruttium,Rhegion,156,2294,31,31
14488,Römisch-Kampanisch,-264,-264,Italien,Sizilien,Messana-Messina,187,2294,31,31
14489,Rhegion,-435,-425,Italien,Bruttium,Rhegion,218,2294,31,31
14490,Syrakus,-380,-367,Italien,Sizilien,Syrakus,249,2294,30,31
14491,Syrakus,-380,-367,Italien,Sizilien,Syrakus,279,2294,31,31
14492,Himera,-415,-409,Italien,Sizilien,Himera,310,2294,31,31
14493,Himera,-425,-420,Italien,Sizilien,Himera,341,2294,31,31
14494,Himera,-415,-405,Italien,Sizilien,Himera,372,2294,31,31
14495,Akragas,-425,-406,Italien,Sizilien,Akragas,403,2294,29,31
14496,Akragas,-425,-406,Italien,Sizilien,Akragas,432,2294,31,31
14497,Metapont,-400,-380,Italien,Lukanien,Metapont,463,2294,30,31
14503,Prager Groschen: Gegenstempel Korbach,1361,1419,Tschechische Republik,Böhmen,Kuttenberg (Kutná Hora),493,2294,30,31
14507,Messana,-420,-413,Italien,Sizilien,Messana-Messina,523,2294,31,31
14508,Buthroton,-63,14,Albanien,Epiros,Butrint,554,2294,31,31
14509,Himera,-480,-470,Italien,Sizilien,Himera,585,2294,31,31
14510,Himera,-480,-470,Italien,Sizilien,Himera,616,2294,29,31
14511,Himera,-460,-450,Italien,Sizilien,Himera,645,2294,30,31
14512,Himera,-440,-425,Italien,Sizilien,Himera,675,2294,31,31
14513,Murbach und Lüders: Abtei,1614,1662,Frankreich,Elsass (Haut-Rhin),Ensisheim,706,2294,31,31
14517,Tirol: Sigismund Franz,1630,1665,Österreich,Tirol,Hall,737,2294,31,31
14518,Frankfurt: Stadt/Russland: Alexej Michailowitsch,1629,1676,Deutschland,Hessen,Frankfurt am Main,768,2294,32,31
14519,Panormos,-415,-410,Italien,Sizilien,Panormos-Palermo,800,2294,30,31
14520,Selinunt,-467,-445,Italien,Sizilien,Selinunt,830,2294,31,31
14521,Selinunt,-450,-440,Italien,Sizilien,Selinunt,861,2294,31,31
14522,Selinunt,-450,-440,Italien,Sizilien,Selinunt,892,2294,29,31
14523,Selinunt,-435,-417,Italien,Sizilien,Selinunt,921,2294,29,31
14524,Tarent,-425,-415,Italien,Kalabrien,Tarent,950,2294,31,31
14525,Tarent,-450,-440,Italien,Kalabrien,Tarent,981,2294,31,31
14526,Tarent,-415,-390,Italien,Kalabrien,Tarent,1012,2294,30,31
14527,Tarent,-390,-380,Italien,Kalabrien,Tarent,1042,2294,30,31
14528,Postumus,260,269,Deutschland,Germania,Köln?,1072,2294,31,31
14529,Postumus,260,269,Deutschland,Germania,Köln?,1103,2294,32,31
14530,Abdera,-395,-360,Griechenland,Thrakien,Abdera,1135,2294,32,31
14553,Magnentius,301,353,Italien,Italia,Rom,1167,2294,33,31
14557,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,1200,2294,31,31
14558,Fränkischer Kreis,1674,1745,Deutschland,Franken,Würzburg,1231,2294,31,31
14560,Brandenburg: Joachim I. und Albrecht,1484,1535,Deutschland,Brandenburg,Brandenburg an der Havel,1262,2294,30,31
14561,Brandenburg: Joachim I.,1484,1535,Deutschland,Altmark,Stendal,1292,2294,31,31
14562,Brandenburg: Joachim I. und Albrecht,1484,1535,Deutschland,Brandenburg,Berlin,1323,2294,31,31
14563,Brandenburg: Joachim I.,1484,1535,Deutschland,Brandenburg,Berlin,1354,2294,31,31
14564,Brandenburg: Joachim I.,1484,1535,Deutschland,Altmark,Salzwedel,1385,2294,32,31
14565,Berlin: Stadt,1508,1518,Deutschland,Brandenburg,Berlin,1417,2294,30,31
14566,Frankfurt an der Oder: Stadt,1509,1509,Deutschland,Brandenburg,Frankfurt an der Oder,1447,2294,31,31
14567,Brandenburg: Joachim I.,1484,1535,Deutschland,Brandenburg,Frankfurt an der Oder,1478,2294,31,31
14568,Brandenburg: Joachim I.,1484,1535,Deutschland,Altmark,Stendal,1509,2294,31,31
14569,Brandenburg: Joachim I.,1484,1535,Deutschland,Brandenburg,Frankfurt an der Oder,0,2325,31,31
14570,Brandenburg: Joachim I.,1484,1535,Deutschland,Altmark,Stendal,31,2325,31,31
14571,Schweiz: Glarus,1610,1617,Schweiz,Glarus,,62,2325,31,31
14572,Brandenburg: Johann Sigismund,1572,1619,Deutschland,Brandenburg,Cölln (Berlin),93,2325,31,31
14573,Braunschweig: Brunonen,1081,1090,Deutschland,Niedersachsen,Braunschweig,124,2325,30,31
14574,Sachsen: Herzogtum,1075,1137,Deutschland,Niedersachsen,Braunschweig,154,2325,34,31
14575,Braunschweig: Heinrich der Löwe,1129,1195,Deutschland,Niedersachsen,Braunschweig,188,2325,31,31
14576,Helmstedt: Stadt,1476,1490,Deutschland,Niedersachsen,Helmstedt,219,2325,32,31
14577,Argentinien: 1827,1827,1827,Argentinien,,Buenos Aires,251,2325,31,31
14578,Argentinien: 1822,1822,1822,Großbritannien,England,Birmingham,282,2325,31,31
14579,Brandenburg-Preußen: Georg Wilhelm,1639,1640,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),313,2325,30,31
14580,Argentinien: 1840,1840,1840,Argentinien,,Buenos Aires,343,2325,31,31
14581,Römisch-Kampanisch,-241,-235,Italien,Latium,Rom,374,2325,31,31
14582,Berlin und Cölln: Stadt,1621,1621,Deutschland,Brandenburg,Berlin,405,2325,31,31
14583,Römisch-Kampanisch,-241,-235,Italien,Latium,Rom,436,2325,31,31
14584,Römisch-Kampanisch,-241,-235,Italien,Latium,Rom,467,2325,31,31
14585,Römisch-Kampanisch,-241,-235,Italien,Latium,Rom,498,2325,30,31
14586,Römisch-Kampanisch,-241,-235,Italien,Latium,Rom,528,2325,30,31
14587,Römisch-Kampanisch,-241,-235,Italien,Latium,Rom,558,2325,31,31
14588,Brandenburg: Stadt,1621,1621,Deutschland,Brandenburg,Brandenburg an der Havel,589,2325,31,31
14589,Cottbus: Stadt,1622,1622,Deutschland,Brandenburg,Cottbus,620,2325,31,31
14590,Frankfurt an der Oder: Stadt,1622,1622,Deutschland,Brandenburg,Frankfurt an der Oder,651,2325,31,31
14591,Küstrin: Stadt,1622,1622,Polen,Neumark,Küstrin (Kostrzyn),682,2325,31,31
14592,Stendal: Stadt,1621,1621,Deutschland,Altmark,Stendal,713,2325,32,31
14593,Römisch-Kampanisch,-241,-235,Italien,Latium,Rom,745,2325,31,31
14594,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,776,2325,30,31
14595,Römisch-Kampanisch,-241,-235,Italien,Latium,Rom,806,2325,33,31
14596,Brandenburg-Preußen: Friedrich Wilhelm,1620,1688,Deutschland,Brandenburg,Berlin,839,2325,31,31
14597,Römisch-Kampanisch,-241,-235,Italien,Latium,Rom,870,2325,32,31
14598,Brandenburg-Preußen: Friedrich Wilhelm,1620,1688,Deutschland,Brandenburg,Berlin,902,2325,31,31
14599,Brandenburg-Preußen: Friedrich Wilhelm,1620,1688,Deutschland,Anhalt,Halberstadt,933,2325,31,31
14600,Brandenburg-Preußen: Friedrich Wilhelm,1620,1688,Deutschland,Brandenburg,Berlin,964,2325,30,31
14601,Brandenburg-Preußen: Friedrich III.,1657,1713,Deutschland,Brandenburg,Berlin,994,2325,31,31
14602,Brandenburg-Preußen: Friedrich III.,1657,1713,Deutschland,Brandenburg,Berlin,1025,2325,31,31
14603,Preußen: Friedrich I.,1657,1713,Deutschland,Brandenburg,Berlin,1056,2325,30,31
14604,Römisch-Kampanisch,-241,-235,Italien,Latium,Rom,1086,2325,31,31
14605,Preußen: Friedrich I.,1657,1713,Deutschland,Brandenburg,Berlin,1117,2325,31,31
14606,Preußen: Friedrich I.,1657,1715,Deutschland,Brandenburg,Berlin,1148,2325,31,31
14607,Preußen: Friedrich I.,1657,1715,Deutschland,Brandenburg,Berlin,1179,2325,31,31
14608,Preußen: Friedrich I.,1663,1713,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1210,2325,30,31
14609,Römisch-Kampanisch,-241,-235,Italien,Latium,Rom,1240,2325,31,31
14611,Römisch-Kampanisch,-241,-235,Italien,Latium,Rom,1271,2325,31,31
14612,Preußen: Friedrich Wilhelm I.,1688,1740,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1302,2325,30,31
14613,Preußen: Friedrich Wilhelm I.,1688,1740,Deutschland,Brandenburg,Berlin,1332,2325,31,31
14614,Preußen: Friedrich Wilhelm I.,1688,1740,Deutschland,Brandenburg,Berlin,1363,2325,31,31
14615,Preußen: Friedrich Wilhelm I.,1688,1740,Deutschland,Sachsen-Anhalt,Magdeburg,1394,2325,32,31
14616,Preußen: Friedrich Wilhelm I.,1688,1740,Deutschland,Brandenburg,Berlin,1426,2325,31,31
14617,Preußen: Friedrich Wilhelm I.,1688,1740,Deutschland,Brandenburg,Berlin,1457,2325,31,31
14618,Preußen: Friedrich Wilhelm I.,1688,1740,Deutschland,Brandenburg,Berlin,1488,2325,31,31
14619,Preußen: Friedrich Wilhelm I.,1688,1749,Deutschland,Brandenburg,Berlin,1519,2325,31,31
14620,Preußen: Friedrich Wilhelm I.,1688,1749,Deutschland,Brandenburg,Berlin,0,2356,31,31
14621,Preußen: Friedrich Wilhelm I.,1688,1749,Deutschland,Brandenburg,Berlin,31,2356,31,31
14622,Preußen: Friedrich Wilhelm I.,1679,1740,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),62,2356,30,31
