id,last_name,first_name,date_earliest,date_latest
9f921450f3,,"Numa Pompilius, 2. König von Rom",-750,-672
7e3636bb2f,,Lucius Pomponius Molo,,
ca81c36ba8,,Lucius Calpurnius Piso Frugi,,
ba9b093dc2,,Huneric (477-484),,484
2aa2be1097,,Gunthamund (484-496),,496
921925046c,,Thrasamund (496-523),,523
97d1802c88,,Hilderic (523-530),,533
5c3471e021,,Gelimer (530-533),,
e2cc1712ce,,"Tatius Sabinus, König der Sabiner",,
a7f88c3c0b,,Lucius Titurius L. f. Sabinus,,
9eb85f7e88,,Lucius Cornelius Sulla Felix,-138,-78
b3521ede08,,Lucius Manlius (1),,-47
e024908790,,Pakores,,
b281c2dd47,,Mauricius Tiberius (582-602),,602
b88c2ef1ca,,"Karl III. (1759-1788), König von Spanien",1716,1788
848741402f,,Heraclius I. (610-641),,641
65f5a27d54,,Constans II. (641-668),630,668
f448b84b3d,,"Ludwig I. (1861-1889), König von Portugal",1838,1889
f9cd07fe0e,,"Grimoald I. (647-671), Herzog von Benevent, seit 662 König der Langobarden, Herzog von Benevent seit 651",,671
32b1efb6b9,,Cunincpert (680-701),,
fddb91b39a,,Aribert II. (702-713),,713
e4f888f4ac,,"Nikolaus I. (1825-1855), Zar von Russland",1796,1855
c7872fcbbb,,Aistulf (749-756),,756
885b32763c,,Desiderius (756-774),,774
43cea05e06,,"Perctarit (661-662/671-688), König der Langobarden",,688
5c2e5510b2,,"Liutprand (756-758), Herzog von Benevent",,
a827d45776,,Scauniperga (751-756),,
149aac3fd8,,"Ulrich III. (1555-1603), Herzog von Mecklenburg",1527,1603
50e7c1ff19,Johann Heinrich,Löwe,,
a7b628e8c6,,"Winrich von Kniprode (1351-1382), Hochmeister des Deutschen Ordens",1310,1382
617df669f9,,"Grimoald III. (788-806), Herzog von Benevent",,
6dbd098d60,,"Karl der Große (768-814), König der Franken, seit 800 Kaiser",747,814
27d84aa339,Balthasar Johann,Bethmann,,
589d275422,,"Ernst Ludwig (1678-1739), Landgraf von Hessen-Darmstadt",1667,1739
bf9efcf709,Rudolph David,Dubois,,1797
264bdc39e9,,"Grimoald IV. (806-817), Herzog von Benevent",,817
2548685634,,Sico (817-832),,
3d9dd08213,,"Ludwig II. (840-875), König von Italien, seit 844 König der Langobarden, seit 855 Kaiser",825,875
1634cd875c,,"Angilberga (855-875), Kaiserin",,
e613f4cb5b,,Siconolf (839-849),,
10e5b51531,Rudolf Ernst,Oeckermann,,
4eb0c3ee0d,,Karl Wilhelm Ferdinand (1780-1806),1735,1806
068b096664,Christian Friedrich,Krell,,
2a5b7c5fb2,,"Georg III. (1760-1820), König von Großbritannien, Kurfürst von Braunschweig-Lüneburg, seit 1814 König von Hannover",1738,1820
c204e5620a,,"Ludwig XII. (1498-1515), Herzog von Orléans, seit 1498 König von Frankreich, 1499, 1500-1512 Herzog von Mailand",1462,1515
5ba9d482a6,,"Khusro II. (590, 591-628)",,628
4f029285d2,,"Heinrich III. von Marburg (1458-1483), Landgraf von Oberhessen",1440,1483
1420018c2e,,"Katharina Belgica (1612-1627), Regentin von Hanau-Münzenberg",,1648
b3b9ba2d27,,"Philipp Ludwig II. (1580-1612), Graf von Hanau-Münzenberg",1576,1612
2f34a248de,Jakob,Abraham,1723,1800
1aca6c4bd8,Christian,Maler,,
95bd82a18c,,"Moritz (1541/1547-1553), Kurfürst von Sachsen",1521,1553
12c8d06d9b,,"Georg Rudolf (1602-1653), Herzog von Liegnitz",1595,1653
8e11cb826e,,"August (1553-1586), Kurfürst von Sachsen",1526,1586
c8cbd27d4f,,"Wilhelm (1640-1662), Herzog von Sachsen-Weimar",1598,1668
6bdfc7e5d7,,"Ernst I. (1640-1675), Herzog von Sachsen-Gotha",1601,1675
cd1972d63a,,"Christian Friedrich Karl Alexander (1757-1791), Markgraf von Brandenburg-Ansbach",1736,1806
63d639ea1c,Georg der Ältere,Nürnberger,1598,1657
b6f460ffd6,,"Ferdinand II. (1617-1637), seit 1619 Kaiser, seit 1617 König von Böhmen, seit 1618 König von Ungarn, seit 1618 Erzherzog von Österreich",1578,1637
f8dbc28ef3,,"Karl I. (1625-1649), König von Großbritannien",1600,1649
5783a9abce,,Titus Quinctius Flamininus,-230,-174
93904293f2,,"Christian Ludwig (1762-1791), Graf von Wied-Runkel",1732,1791
b89b7589ff,Johann Christoph,Schepp,,
926545ca2c,Johann Jeremias,Freytag,,1736
2e5d53941d,Philipp Christian,Bunsen,1729,1790
b3559dec20,Johann Leonhard,Oexlein,1715,1787
d0eee228fa,,"Christian August (1738-1784), Graf von Solms-Laubach",1714,1784
51401b1232,Andreas,Vestner,1707,1754
039881800d,,"Johann Schweikhard von Kronberg (1604-1626), Erzbischof von Mainz",,1626
ad252b470a,,"Rudolph August (1666-1704), Herzog von Braunschweig und Lüneburg, Fürst zu Braunschweig-Wolfenbüttel",1627,1704
228a6b099d,Rudolf,Bornemann,1650,1711
b59e7baf77,Christoph,Pflug,1644,1693
04a133332e,Johann,Ehlers,,
5c55a1df83,,"Johann Ernst (1680-1729), Herzog von Sachsen-Saalfeld",1658,1729
0bf38e60ae,Johann Michael,Edler,,
ba2055f696,Johann,Schneider (gen. Weißmantel),,
180d2072bb,Johann,Thun,,
f05e669d26,,"Christoph Ludwig (1669-1704), Graf von Stolberg-Wernigerode",,1704
54ba55ca7e,Christian,Wermuth,1661,1739
f33e521290,,"Joseph I. (1705-1711), Kaiser",1678,1711
b440a07b42,Georg Friedrich,Nürnberger,,
42b3c41fca,,"Karl VII. (1742-1745), Kaiser, als Karl I. seit 1726 Kurfürst und Herzog von Bayern",1697,1745
6b428d9576,Jonas,Thiébaud,1695,1770
d8a8aa88ec,,"Franz I. (1745-1765), Kaiser, 1729-1737 als Franz III. Herzog von Lothringen, seit 1737 als Franz II. Großherzog der Toskana",1708,1765
4f8c5de56c,Johann Christoph,Busch,,
f3a613125f,,"Beyer, Justin de",,
bd3ba9eb69,Hans,Riedel,,
e9508144be,,"Erich XIV. (1560-1569), König von Schweden",1533,1577
c4596c25ec,,"Wladislaw IV. (1610-1648), ab 1632 König von Polen und Großherzog von Litauen, 1610-1613 Zar",1595,1648
975fa5ea06,Gerhard,Rogge,,
72d6231228,,"Antonio Barberini (1657-1671), Erzbischof von Reims",1607,1671
f4936d0535,,"Clemens IX. (1667-1669), Papst",1600,1669
4b104e0be2,,"Clemens X. (1670-1676), Papst",1590,1676
269af3768c,Gerolamo,Lucenti,,
63c3b06274,,"Innocenz XI. (1676-1689), Papst",1611,1689
cc1cb4e772,Giovanni Martino,Hamerani,1646,1705
e0e366ad6d,,"Honoratus (Honoré) II. Grimaldi (1604-1662), Herr, seit 1633 Fürst von Monaco",1597,1662
08deffa9c9,,"Scipione Gonzaga (1636-1670), Fürst von Bozzolo und seit 1636 Herzog von Sabbioneta",1596,1670
ae7f7a6519,,"Alexander VIII. (1689-1691), Papst",,1691
f5929829c1,,Travani,,
5f5700baa1,,"Clemens XI. (1700-1721), Papst",1649,1721
34ebe18af7,Ermengildo,Hamerani,1683,1756
518c5e5480,,"Cosimo (Cosmus) II. Medici (1608-1620), Großherzog der Toskana",1590,1621
d817e8b15b,,Agathokles von Syrakus,-360,-289
2cbdcc567b,Francois,Bernier,,
719822cbf9,Jean,Dupeyron de la Coste,,
28618ff759,,"Aloysius Mocenigo IV. (1763-1778), Doge von Venedig",1701,1778
da905d31c2,,"Pascal Cicogna (1585-1595), Doge von Venedig",1509,1595
6627ca7e50,Gerolamo,Semitecolo,,
7a97533919,Ferdinando,Raggi,,
9decf54b4b,,"Sixtus V. (1585-1590), Papst",1521,1590
2d5cd41d4c,,"Rudolf II. (1576-1612), Kaiser, römischer König seit 1575, König von Ungarn seit 1572, von Böhmen seit 1575",1552,1612
ade551b340,,"Friedrich (Federico) Landi (1590-1627), Markgraf von Bardi",,
dfdd8de5ee,,"Joseph II. (1765-1790), Kaiser",1741,1790
cf43361279,Anton Josef,Hammerschmid,,
10d5f3262f,,"Paul V. (1605-1621), Papst",1552,1621
67a5d9d374,,"Eduard Farnese (1622-1646), Herzog von Parma und Piacenza",1612,1646
0f84f021a7,,"Urban VIII. (1623-1644), Papst",1568,1644
33604396f4,Gasparo,Mola,1589,1640
6b3808b3e2,,"Albrecht V. (1550-1579), Herzog von Bayern",1528,1579
326fd9faeb,,"Johann III. (1569-1592), König von Schweden",1537,1592
65cd54fecf,,"Ferdinand I. von Bayern (1612-1650), Erzbischof von Köln, Bischof von Münster, Hildesheim, Lüttich, seit 1618 Paderborn",1577,1650
7c64b579b9,,"Joseph Clemens (1688-1723), Herzog von Bayern, Erzbischof von Köln",1671,1723
68acd2a977,,"Karl Kaspar von der Leyen (1652-1676), Erzbischof von Trier",1618,1676
8dcafb6a5f,,"Johann Philipp I. Graf von Schönborn (1642-1673), Bischof von Würzburg, seit 1647 auch von Mainz, seit 1664 auch Worms",1605,1673
ca4a6d623a,,"Ernst V. (1508-1552), Graf von Hohnstein",,1552
d13225e699,Johann,Hoffmann,,
f06eebf2db,,"Hermann Werner (1683-1704), Freiherr von Wolff-Metternich zur Gracht, Bischof von Paderborn",1625,1704
f13247e537,,"Karl Friedrich zu Württemberg-Oels (1738-1744), Herzog, Landesadministrator und Vormund des Herzogs Karl Eugen",1690,1761
47475c252a,,"Maria von Jever (1536-1575), Regentin der Herrschaft Jever",1500,1575
9a408de49b,Hans Philipp,Koburger,,
f4bcc61b86,,"Karl Adam (1638-1662), Graf von Mansfeld",,1662
6e8d5f47f3,,Rubert von Bodman (1678-1728),1646,1728
31188051e3,Philipp Heinrich,Müller,1654,1719
2e0202915a,Henning,Hansen,,1623
d06a346a6c,Gotthard von,Höveln,1544,1609
d2257bc341,Statius,Wessel,,1614
be92521c62,,"Sebastian von Rostock (1664-1671), Fürst zu Neisse, Bischof von Breslau",1607,1671
8e9d9e157d,Nikodemus,Billerbeck,,
099c1e375f,Jonas,Wedemeyer,,
0b8e2fee5b,Isaak,Henniges,,
e0e48c5fb5,,"Franz Graf von Waldeck (1532-1553), Bischof von Münster, Osnabrück und Administrator von Minden",,1553
879a7c6cf2,,"Christoph von Braunschweig (1511-1558), 1511-1514 Administrator, dann Erzbischof von Bremen",1487,1558
ffa0e05b92,Gottfried,Binnenboß,,
523edbc982,,"Christoph von Bellinghausen (1678-1696), Abt",1640,1696
eeffdb4b0a,,Aulus Postumius Albinus,,
225e63d3c3,Emil,Döpler,1855,1922
0aa502896b,,Gaius Marius Gaii Filius Capito,,
4d67e86451,,Lucius Procilius,,
2088413092,,Lucius Papius,,
8dba99895c,,Marcus Volteius M. f.,,
253871d5ec,,Publius Satrienus,,
3fc775506b,,Quintus Fufius Calenus,,
08e93621a0,,Mucius Scaevola,,
9a68fdbac2,,Quintus Pomponius Musa,,
006fb37bd3,,"Aretas III. (87-62 v. Chr.), König der Nabatäer",,
f2619495aa,,Publius Plautius Hypsaeus,,
ef0edf8f3c,,Marcus Aemilius Scaurus,,
a2d2fd8989,,Gaius Servilius,,
399253f584,,"Ancus Marcius, 4. König von Rom",-675,-616
2f27ba7785,,Lucius Marcius Philippus,,
0c4f15ddb9,,Faustus Cornelius Sulla,,-46
35b33a0287,,"Heinrich VIII. (1509-1547), König von England",1491,1547
f2351049aa,,"Elizabeth I. (1558-1603), Königin von England",1533,1603
2109d11d48,,"Karl II. (1660-1685), König von Großbritannien",1630,1685
4f1eae685e,,"Georg I. (1714-1727), König von Großbritannien, als Georg Ludwig seit 1698 Kurfürst von Braunschweig Lüneburg",1660,1727
36df2e5945,Benedetto,Pistrucci,1783,1855
2017cfc30a,Thomas,Brock,1847,1922
d219922be4,,"Maria (1542-1569), Königin von Schottland",1542,1587
df90cef03d,,"Brucher, Antoine",,
bb1546ebf0,,"Jakob (James) I./VI. (1567-1625), als Jakob VI. König von Schottland, als Jakob I. seit 1603 König von Großbritannien",,
52961c7b3b,,"Franz (Francois) I. (1515-1547), König von Frankreich",1494,1547
2a567404d1,,"Heinrich (Henri) IV. (1589-1610), König von Frankreich",1553,1610
af5669416b,Joseph,Roëttiers,1635,1703
a0311dcb9c,Alexandre Louis,Roëttiers de Montaleau,,
f567ac0dd3,,"Leopold I. (1831-1865), König der Belgier",1790,1865
3d6cc5d24d,J.-P.,Braemt,,
08297b6e7b,,"Karl IV. (1788-1808), König von Spanien",1748,1819
90d5ce3a48,,"Ferdinand VII. (1808, 1814-1833), König von Spanien",1784,1833
4970d8c9ee,,"Philipp IV. (1621-1665), König von Spanien, als Philipp III. 1621-1640 König von Portugal",1605,1665
3ae8008219,,"Gustav II. Adolf (1611-1632), König von Schweden",1594,1632
1ef8391ee1,,"Christina (1632-1654), Königin von Schweden, 1648-1654 Herzogin von Bremen und Verden",1626,1689
3cb5df0947,,"Karl XII. (1697-1718), König von Schweden",1682,1718
adeaebc714,,"Gustav III. (1771-1792), König von Schweden",1746,1792
bcbda42661,,"Sigismund III. (1587-1632), König von Polen und Großherzog von Litauen",1566,1632
6c84ac86fa,J.,Göbel,,
7592e91784,Gratiano,Gonzalo,,
f8143a17db,Johann,Firlej,,
ea65fd977d,,"Johann Kasimir (1648-1668), König von Polen und Großherzog von Litauen",1609,1672
b29b40a9ac,Andreas,Timpf,,
2eb4961267,,"Katharina II. (1762-1796), Zarin von Russland",1729,1796
93de9c8406,,"Alexander I. (1801-1825), Zar von Russland",1777,1825
b915a9b2cd,,Gube,,
8a2365cd87,,"Umberto I. (1878-1900), König von Italien",1844,1900
00a5da842c,,Speranza,,
e38d4954f2,,"Maximilian I. (1477-1519), seit 1493 deutscher König, 1508 Kaiser",1459,1519
394e73aa72,,"Karl I. (V.) (1516-1556), als Karl I. König von Spanien, seit 1519 deutscher König, seit 1520 Kaiser",1500,1558
dff34d5bff,Hieronymus,Magdeburger,,
9eba061a44,,"Maximilian II. (1564-1576), Kaiser",1527,1576
a250a2b5b1,Peter,Balde,,
7a1ad4d6a4,,"Matthias (1608-1619), König von Ungarn, seit 1611 auch von Böhmen, seit 1612 Kaiser",1557,1619
bc246faef5,,"Eleonora Gonzaga (1622-1637), Kaiserin",1598,1655
d3d438f47c,,"Ferdinand III. (1637-1657), Kaiser",1608,1657
d350fbdf5e,Georg,Hübner,,
3e2539b13b,,"Leopold I. (1658-1705), Kaiser",1640,1705
29cdef0309,Johann Anton,Nowak,,
442fabdec9,,"Karl VI. (1711-1740), Kaiser",1685,1740
c538eb4352,Paul Erdmann von,Schwingerschuh,,
c1974a2b3a,Anton,Stehr,,
748d6478d6,,"Leopold II. (1790-1792), Kaiser",1747,1792
d7fda7e12a,,"Franz (1792-1835), von 1792-1806 als Franz II. Kaiser, seit 1806 als Franz I. Kaiser von Österreich",1768,1835
a8590c960f,,Marcus Tullius Cicero (minor),-65,
7c60b8122b,,Theodoros,,
e535927169,,Poppaea,30,65
9e662c5276,,P. Volasenna,,
70ef06f593,,Tiberios Bassilaos,,
6121465298,,Philon (2),,
e8a8b4b3b8,,"Johann Hugo von Orsbeck (1676-1711), als Johann VIII. Erzbischof von Trier, seit 175 Bischof von Speyer",1634,1711
38d7717ad2,,"Ernst Herzog von Bayern (1583-1612), Erzbischof von Köln",1554,1612
200b41070c,Heinrich,Lampertz,,
519635a929,,"Anselm Franz Graf von Ingelheim (1679-1695), Erzbischof von Mainz",1634,1695
7ce7170470,Matthias,Fischer,,
5ba263423a,,"Julius (1568-1589), Herzog von Braunschweig und Lüneburg",1528,1589
e91f090427,Heinrich,Veeber (Veever),,
db34604971,,"Christian II. (1591-1611), Kurfürst von Sachsen",1583,1611
e37fd069d3,,"Johann Georg I. (1611-1656), Kurfürst von Sachsen",1585,1656
2f77455ba1,Hans,Jacob,,
22d8ac627f,Conrad,Stutz,1580,1662
96f0a086f0,,"Friedrich III. (1625-1634), Markgraf von Brandenburg-Ansbach",1616,1634
d3cc42945e,,"Christian (1603-1655), Markgraf von Brandenburg-Bayreuth",1581,1655
06402a25c0,,"Johann Ernst Graf von Thun und Hohenstein (1687-1709), Erzbischof von Salzburg",1643,1709
dc6b166fff,Jakob Wernher,Wolker,,
a4f6e86d3d,,"Friedrich V. (1610-1623), Pfalzgraf bei Rhein, als Friedrich I. 1619-1620 König von Böhmen",1596,1632
f4d8771c98,,"Albrecht von Wallenstein (1625-1634), Herzog von Friedland, ab 1629 auch Herzog von Mecklenburg",1583,1634
86c48c8a21,Georg,Reick,,
529f3b80e1,Hans Christian,Lauer,,
b27be13c2e,,"Wolter von Plettenberg (1494-1535), Landmeister des Deutschen Ordens in Livland",,1535
f3fb809bd4,,"Sigismund II. August (1529-1572), Großherzog von Litauen, seit 1530 König von Polen, ab 1548 Alleinherrscher",1520,1572
a3041f5e01,Samuel,Ammon,1590,1622
023a692a52,,"Wolfgang (1711-1738), Graf von Schrattenbach, Bischof von Olmütz",1660,1738
80ee73bc3f,,"Johann Christian (1602-1639), Herzog von Liegnitz und Brieg",1591,1639
efe8ba1620,,"Christoph Báthori (1576-1581), Fürst von Siebenbürgen",1530,1581
20b0a63b56,,"Johann III. (1521-1539), Herzog von Jülich, Kleve und Berg",1490,1535
0d9ddff20d,,"Wilhelm II. (1493-1509), Landgraf von Hessen",1469,1509
295825bad7,,"Johann III. Rhode (1497-1511), Erzbischof von Bremen",,1511
511354d507,,Gaius Memmius,,
df3a21ff11,,Quintus Cassius Longinus,,
2183b64b96,,"Ulrich (1498-1550), Herzog von Württemberg",1487,1550
bf8e27c9ba,,Quintus Pompeius Rufus (1),,
ebded97058,,Quintus Pompeius Rufus (2),,
1d0ca27c92,,Publius Fonteius P. f. Capito,,
eed73c8006,,"Matthäus Schinner (1499-1522), Bischof von Sitten",1465,1522
27505738f7,,Pythodoros,,
d9699eaf01,,Aulus Tanti,,
1f0d86a349,,"Bernhard III. von Clees (1514-1539), Bischof von Trient",1485,1539
452e7ea823,,Gnaeus Cornelius Lentulus Marcellinus,,-55
e7da9bc533,,Marcus Claudius Marcellus,,
19547c1628,,Publius Cornelius Lentulus Marcellinus,,
a4490a781e,,"Margarethe von Foix (1504-1513), Regentin von Saluzzo",1473,1536
897bd5670a,Francesco da,Clivate,,
0ea466d816,Gianluca da,Clivate,,
a259c189b4,Matteo da,Clivate,,
07bbe7d965,,"Christian II. (1513-1523), König von Dänemark, Schweden und Norwegen",1481,1559
a2c6c6a21e,,"Wladislaw II. Jagiello (1471-1516), König von Böhmen seit 1471 und Ungarn seit 1490",1456,1516
f6c42cd397,,Lucius Hostilius Saserna,,
88d3e723a2,,Lucius Plautius Plancus,,
305d27b915,,"Oswald II. (1511-1545), Graf von Berg",,
629e3d70ff,,Publius Accoleius Lariscolus,,
c6f503d095,Hermann,Gante,,
c6b8745a6b,,Gaius Marcius Censorinus (1),,-82
9280feaf9e,,"Wolfgang (1508-1562), Fürst zu Anhalt-Köthen",1492,1566
0f72e4ab9a,,"Georg III. (1525-1553), Fürst von Anhalt bis 1544 von Anhalt-Plötzkau ab 1544",1507,1553
ca4ca722a4,,"Johann IV. (1544-1551), Fürst von Anhalt-Zerbst",1504,1551
9bef6a89e4,,"Joachim (1546-1561), Fürst von Anhalt-Dessau",1509,1561
8c66858e72,Moritz,Schacht,,
bbdf7cf448,,"Albrecht VII. (1503-1547), Herzog von Mecklenburg-Güstrow",,1547
9aae6ff437,Valentin,Sickel,,
c235a601a1,Moritz,Erble (Eberlein),,
6cf1636f2f,,"Kasimir von Bayreuth (1515-1527), Markgraf von Brandenburg-Kulmbach",1481,1527
a7a75de5c1,,"Georg (1515-1543), Markgraf von Brandenburg-Ansbach",1484,1543
be69e267a3,Hans,Apfelfelder,,1560
f9931465d2,Balthasar,Hundertpfund,,1550
6f666c32fd,,"Anton II. (1508-1544), Herzog von Lothringen",1489,1544
4f9c2311cb,Simon von,Bar,,
ec9ef7d4ef,,Titus Flavius Herodes Papionus,,
c19a8254b0,,Lucius Aelius Pigres,,
8394284681,,Aurelius Sokrates,,
278620ede9,,"Johanna I. (1504-1555), Königin von Kastilien und Leon, seit 1516 auch Aragon",1479,1555
e049f72078,,"Heinrich (Henri) II. (1547-1559), König von Frankreich",1519,1559
ff3fc46830,,"Gustav I. Wasa (1523-1560), König von Schweden",1496,1560
8854bf7fb4,,"Ernst Herzog von Bayern (1540-1554), Erzbischof von Salzburg",1500,1560
02ec492f62,,Alexander (Alessandro) di Medici (1532-1537),,1537
df720cc976,,"Leo X. (1513-1521), Papst",1475,1521
b384e56b79,,"Paul III. (1534-1549), Papst",1468,1549
d201faa021,,"Maria I. (1553-1554), Königin von England",1516,1558
5deee2a42a,,"Jakob (James) V. (1514-1542), König von Schottland",1512,1542
b6cff5e415,,Vima Kadphises,,
7d4aab8b01,,Aulus Hirtius,,
002c3a3bc7,,Publius Sepullius Macer,,
a116205b48,,Gaius Cossutius Maridianus,,
a4e563378b,,Lucius Flaminius Chilo,,
6d591ce0b2,,Gaius Claudius Marcellus,,
c2e822a58e,,Lucius Cornelius Lentulus (1),,
dccf02ff48,,Gnaeus Calpurnius Piso (1),,
7e68420f5f,,Quintus Caecilius Metellus Scipio Pius,,-46
276a84a600,,Marcus Porcius Cato,-95,-46
bf9779ade8,,Marcus Poblicius,,
bc5d1ef825,,Publius Servilius Casca Longus,,-42
143f5e3b1b,,Lucius Plaetorius Cestianus,,
317f2b1dcc,,Gaius Cassius Longinus,,-42
be8b0f0a62,,Cornelius Lentulus Spinther,,
5e8dbf2b77,,Quintus Nasidius,,
0dc33d43d4,,P. Fu. Pontianus,,
8abfa82449,,Lucius Aurelius Gallus,,
4a6314ae03,,Lucius Mestrius Florus,,
044ef5da75,,Gundobad (473-516),,516
ce5ecbf0d2,,"Margarethe von Brederode (1557-1577), Äbtissin",,
398e9ccb64,,Sigismund (516-524),,524
bf64ae7416,,"Emanuel Philipp (Emanuele Filiberto) (1553-1580), Herzog von Savoyen",1528,1580
bc0d5543e6,,"Karl Emanuel (Carlo Emanuele) (1580-1630), Herzog von Savoyen",1562,1630
7d8d9e67c7,,"Octavius (Ottavio) Farnese (1547-1587), Herzog von Parma und Piacenza",,1586
8d04efd604,,"Vincenz (Vincenzo) I. Gonzaga (1587-1612), Herzog von Mantua",1562,1612
0d09dbc3ea,,"Alexander (Alessandro) Farnese (1586-1592), Herzog von Parma und Piacenza",,1592
8fd0641a75,,"Clemens VIII. (1592-1605), Papst",1536,1605
1fef6e0dfc,,"Heinrich (Henri) III. (1574-1589), König von Frankreich",1551,1589
a566b5c42e,,"Friedrich II. (1559-1588), König von Dänemark und Norwegen",1534,1588
0296e77731,Johannes,Dulski,,
e371e543ad,,"Georg Friedrich (1543-1603), Markgraf zu Ansbach, seit 1557 zu Ansbach und Kulmbach, seit 1543 Herzog zu Jägerndorf, seit 1577 Herzog von Preußen",1539,1603
bca27e3700,Gregor,Emich,,
1dbe85ebac,Caspar,Ayrer,,
f349a6bcc9,,"Ludwig (1597-1622), Graf von Leiningen-Westerburg",1557,1622
a858f2b5ca,,"Anselm Kasimir Wambold von Umstadt (1629-1647), Erzbischof von Mainz",1582,1647
3347509f0d,,"Philipp Christoph von Sötern (1610-1652), Bischof von Speyer",1567,1652
87f2067ccd,,"Theodor (Dietrich) Adolf von der Reck (1650-1661), Bischof von Paderborn",1601,1661
868ce4df8e,Jobst Dietrich,Koch,,
8986276f0a,Georg,Köhne,,
ff2e6e3377,Hermann,Lüders,,
c12cad478e,Hans,Lauch,,
de81437de9,,"Dorothea Sophie (1618-1645), Äbtissin",1587,1645
dcbf96b308,,"Adolph Friedrich I. (1610-1658), Herzog von Mecklenburg-Schwerin",1588,1658
ab05a9ac60,Simon,Lüdemann,,1619
73e3a2b19a,Samuel,Timpff,,1657
cf0659e6a1,Hans,Puls,,
368397b619,Wolf,Albrecht,1568,1630
e525122002,,Heinrich Postumus (1595-1635),1572,1635
4def980730,,"Johann Georg II. Fuchs von Dornheim (1623-1633), Bischof von Bamberg",1586,1633
b310bdd308,,"Heinrich II. (1002-1024), König, seit 1004 König von Italien, seit 1014 Kaiser",973,1024
089c23aa59,,"Kunigunde von Luxemburg (1002-1027), deutsche Königin und seit 1014 Kaiserin",,1033
8b94e59d34,,Theuderich I. (511-533),,533
188aa3845c,,"Johann Friedrich zu Öhringen (1676-1702), Graf von Hohenlohe",1617,1702
d6c746288e,,Chlothar I. (511-561),,561
bb837630c9,,Childebert I. (511-558),,558
cae9726cc1,,"Friedrich Christian (1763-1769), Markgraf von Brandenburg-Bayreuth",1708,1769
cd81f3fb22,,Theudebert I. (534-548),,548
065fecf2bd,,Chlothar II. (584-629),584,629
54a8376f9e,,Quintus Labienus,,-39
e28f8f94cb,,Theudebert II. (596-612/613),585,613
09e6f0f8f7,,Manileobo,,
b1597dde35,,Charibert II. (629-631),,632
fb4fce1359,,Marcus Aemilius Lepidus,,-12
71d02a7c66,,Publius Clodius M. f.,,
4f1aa435f3,,Dagobert I. (613/631-639),,639
5315cac9bd,,Eligius,589,659
dc02bc29bc,,Sigibert III. (633/639-656),629,656
1a5505ab9b,,Childerich II. (662-675),,675
d4d0b1f656,,Gaius Vibius Varus,,
51921d9d11,,Childebert III. (694-711),,711
3070eaacc8,,Childebert adoptivus (656-662),,662
6b2cdb883d,,"Avitus II. (676-691), Bischof von Clermont-Ferrand)",,
dddd54cf31,,Sesoaldus,,
a7c4ad9782,,Kleopatra VII.,-69,-30
0e7de325ad,,Audoaldus,,
8dabdb3761,,Filaharius,,
17dcf8af9a,,Bertulfus,,
c599be6832,,Stefanus,,
a9c344fa74,,Vvintrio/Wintrio,,
89d61d8bea,,Aetius,,
2ccb8d1d52,,Theudelenus,,
fe03a47a91,,Martinus,,
61f94f3469,,Suno,,
c66616b6f2,,Adelbertus,,
825d18535b,,Madelinus,,
ce21db7ac2,,Vendemius,,
81ab8385cd,,Teganone,,
c9381e2fdf,Johann Heinrich,Hoffmann,,
ff29844ccc,,Archaldus,,
2f9724389e,,Ebroin,,681
a44fe58e20,,Nemfidius/Nimfidius,,
4622287418,,Reberto/Rebertus,,
ccfbce1d4c,,Aribaldo,,
ed5d229f83,,"Friedrich Ulrich (1613-1634), Herzog von Braunschweig und Lüneburg",1591,1634
9f2acd157d,,"Otto I. (936-973), König und Herzog von Sachsen, seit 951 König von Italien, seit 962 Kaiser",912,973
075b473237,,"Otto II. (961-983), König, seit 967 Mitkaiser, seit 973 Kaiser",955,983
1eb8ad07c5,H.,Köhler,,
1d98ee1584,L.,Möller,,
82c47731ea,,"Otto III. (983-1002), seit 983 König, seit 996 Kaiser",,1002
d2553e432d,,"Adelheid (um 931-999), 947-950 Königin von Italien, als Gemahlin Ottos I. 951-973 Königin und 962-973 Kaiserin",931,999
2a4375f0df,,Eccho,,
65ec6f29b9,,"Konrad II. (1024-1039), König, seit 1027 Kaiser",990,1039
61ccd6a65b,,"Heinrich III. (1039-1056), König, seit 1046 Kaiser",,1056
d2e74bb849,,Kanishka I.,,
cb2dce0f11,,"Heinrich IV. (1056-1106), König, seit 1084 Kaiser",1050,1106
4a6133badf,,"Hermann von Salm (1081-1088), Gegenkönig",,1088
d6273eb057,,"Heinrich V. (1106-1125), König, seit 1111 Kaiser",1086,1125
9a2551b7d8,,"Dietrich I. (984-1026), Herzog",,1026
bd839e4c06,,"Bernhard I. (973-1011), Herzog von Sachsen",,1011
5c64eeeec5,,"Burchard III. (954-973), Herzog von Schwaben",,973
7deb1c27af,,"Arnulf (907-937), Herzog von Bayern",,937
39c73521d8,,Got,,
2ad6e6df39,,Heinrich I. (948-955),,955
3039fd7156,,Uvo,,
348bb5bb16,,"Ekkehard I. (985-1002), Markgraf von Meißen",,1002
2164a1d425,,"Ekbert II. (1068-1090), Graf",,1090
7608c9085f,,"Heinrich der Gute (976-1016), Graf von Stade",,1016
7e84c8b870,,Hroza,,
bfd08b3057,,"Dietrich III. (1085-1106), Vogt von Goslar",,
