id,title,date_earliest,date_latest,thumb_vs,production_country,production_region,production_minting_place,x,y,width,height
06302,Kreuzfahrer: Grafschaft Tripolis,1261,1275,http://ww2.smb.museum/mk_edit/images/n6/6484/vs_thumb.jpg,Libanon,,Tripoli (Tarabulus),977,760,40,40
06303,Kreuzfahrer: Grafschaft Tripolis,1261,1287,http://ww2.smb.museum/mk_edit/images/n6/6485/vs_thumb.jpg,Libanon,,Tripoli (Tarabulus),1017,760,41,40
06304,Kreuzfahrer: Grafschaft Tripolis,1261,1287,http://ww2.smb.museum/mk_edit/images/n6/6486/vs_thumb.jpg,Libanon,,Tripoli (Tarabulus),1058,760,39,40
06305,Kreuzfahrer: Akkon,1251,1258,http://ww2.smb.museum/mk_edit/images/n6/6487/vs_thumb.jpg,Israel,,Ake-Akkon,1097,760,41,40
06306,Kreuzfahrer: Akkon,1251,1251,http://ww2.smb.museum/mk_edit/images/n6/6488/vs_thumb.jpg,Israel,,Ake-Akkon,1138,760,41,40
06307,Deutsches Reich: Ludwig IV. der Bayer,1314,1328,http://ww2.smb.museum/mk_edit/images/n6/6489/vs_thumb.jpg,Deutschland,Rheinland,Aachen,1179,760,39,40
06308,Aachen: Stadt,747,814,http://ww2.smb.museum/mk_edit/images/n6/6490/vs_thumb.jpg,Deutschland,Rheinland,Jungheit (Aachen),1218,760,39,40
06309,Brandenburg: Joachim II.,1505,1571,http://ww2.smb.museum/mk_edit/images/n6/6491/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,1257,760,40,40
06310,Kreuzfahrer: Fürstentum Achaia,1229,1246,http://ww2.smb.museum/mk_edit/images/n6/6492/vs_thumb.jpg,Griechenland,,,1297,760,40,40
06311,Kreuzfahrer: Fürstentum Achaia,1246,1278,http://ww2.smb.museum/mk_edit/images/n6/6493/vs_thumb.jpg,Griechenland,,Clarentza (Chiarenza),1337,760,40,40
06312,Kreuzfahrer: Herzogtum Athen,1280,1308,http://ww2.smb.museum/mk_edit/images/n6/6494/vs_thumb.jpg,Griechenland,Böotien,Theben,1377,760,40,40
06313,Zypern: Hugo I.,1195,1218,http://ww2.smb.museum/mk_edit/images/n6/6495/vs_thumb.jpg,Zypern,Zypern,,1417,760,39,40
06314,Zypern: Amalrich,1272,1310,http://ww2.smb.museum/mk_edit/images/n6/6496/vs_thumb.jpg,Zypern,Zypern,Famagusta?,1456,760,39,40
06315,Zypern: Heinrich II.,1271,1324,http://ww2.smb.museum/mk_edit/images/n6/6497/vs_thumb.jpg,Zypern,Zypern,Nikosia,1495,760,40,40
06316,Zypern: Heinrich II.,1271,1324,http://ww2.smb.museum/mk_edit/images/n6/6498/vs_thumb.jpg,Zypern,Zypern,Nikosia,1535,760,41,40
06317,Johanniter: Deodatus von Gozo,1346,1353,http://ww2.smb.museum/mk_edit/images/n6/6499/vs_thumb.jpg,Griechenland,,Rhodos,1576,760,40,40
06318,Jena: Stadt,1448,1450,http://ww2.smb.museum/mk_edit/images/n6/6500/vs_thumb.jpg,Deutschland,Thüringen,Jena,1616,760,38,40
06319,Münster: Bistum,747,814,http://ww2.smb.museum/mk_edit/images/n6/6449/vs_thumb.jpg,Deutschland,Westfalen,,1654,760,40,40
06320,Anhalt-Köthen: Fürstentum,1697,1755,http://ww2.smb.museum/mk_edit/images/n6/6502/vs_thumb.jpg,Deutschland,Anhalt,Stolberg,1694,760,40,40
06321,Schleswig-Holstein: Herzogtum,1609,1670,http://ww2.smb.museum/mk_edit/images/n6/6503/vs_thumb.jpg,Deutschland,,Glückstadt,1734,760,39,40
06322,Mecklenburg-Schwerin: Herzogtum,1675,1713,http://ww2.smb.museum/mk_edit/images/n6/6504/vs_thumb.jpg,Deutschland,Mecklenburg,Schwerin,1773,760,40,40
06323,Rostock: Stadt,1642,1657,http://ww2.smb.museum/mk_edit/images/n6/6505/vs_thumb.jpg,Deutschland,Mecklenburg,Rostock,1813,760,40,40
06324,Schweden: Christina,1626,1689,http://ww2.smb.museum/mk_edit/images/n6/6506/vs_thumb.jpg,Polen,Pommern,Stettin (Szczecin),1853,760,39,40
06325,Sachsen: Xaver,1730,1806,http://ww2.smb.museum/mk_edit/images/n6/6507/vs_thumb.jpg,Deutschland,Sachsen,Dresden,1892,760,40,40
06326,Reuß Jüngere Linie,1655,1655,http://ww2.smb.museum/mk_edit/images/n6/6508/vs_thumb.jpg,Deutschland,Thüringen,Saalfeld,1932,760,39,40
06327,Würzburg: Bistum,1545,1617,http://ww2.smb.museum/mk_edit/images/n6/6509/vs_thumb.jpg,Deutschland,Franken,,0,800,39,40
06328,Bamberg: Hochstift,1730,1795,http://ww2.smb.museum/mk_edit/images/n6/6510/vs_thumb.jpg,Deutschland,Franken,Nürnberg,39,800,40,40
06329,Würzburg: Hochstift,1730,1795,http://ww2.smb.museum/mk_edit/images/n6/6511/vs_thumb.jpg,Deutschland,Franken,Würzburg,79,800,40,40
06330,Bamberg: Bistum,973,1024,http://ww2.smb.museum/mk_edit/images/n6/6512/vs_thumb.jpg,Deutschland,Franken,Nürnberg,119,800,40,40
06331,Bayern: Karl Albrecht,1661,1742,http://ww2.smb.museum/mk_edit/images/n6/6513/vs_thumb.jpg,Deutschland,Pfalz,Mannheim,159,800,40,40
06332,Nürnberg: Stadt,1578,1637,http://ww2.smb.museum/mk_edit/images/n6/6514/vs_thumb.jpg,Deutschland,Franken,Nürnberg,199,800,39,40
06333,Brandenburg-Ansbach: Christian Friedrich Karl Alexander,1736,1806,http://ww2.smb.museum/mk_edit/images/n6/6515/vs_thumb.jpg,Deutschland,Franken,Schwabach,238,800,41,40
06334,Württemberg: Herzogtum,1728,1793,http://ww2.smb.museum/mk_edit/images/n6/6516/vs_thumb.jpg,Deutschland,Württemberg,Stuttgart,279,800,39,40
06335,Fürstenberg-Kinzigtal: Herrschaft,1699,1762,http://ww2.smb.museum/mk_edit/images/n6/6517/vs_thumb.jpg,Deutschland,Schwaben,Augsburg,318,800,40,40
06336,Metz: Stadt,1641,1641,http://ww2.smb.museum/mk_edit/images/n6/6518/vs_thumb.jpg,Frankreich,Moselle,Metz,358,800,40,40
06337,Trier: Erzbistum,1715,1715,http://ww2.smb.museum/mk_edit/images/n6/6519/vs_thumb.jpg,Deutschland,Rheinland,Koblenz,398,800,40,40
06338,Köln/Deutscher Orden in Koblenz,1700,1761,http://ww2.smb.museum/mk_edit/images/n6/6520/vs_thumb.jpg,Deutschland,Rheinland,Bonn,438,800,40,40
06339,Lübeck: Stadt,1677,1750,http://ww2.smb.museum/mk_edit/images/n6/6521/vs_thumb.jpg,Deutschland,Schleswig-Holstein,Lübeck,478,800,40,40
06340,Aachen: Stadt,1708,1765,http://ww2.smb.museum/mk_edit/images/n6/6522/vs_thumb.jpg,Deutschland,Rheinland,Aachen,518,800,39,40
06342,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6525/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,557,800,41,40
06343,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6523/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,598,800,39,40
06344,Essen und Thorn: Abtei,1696,1776,http://ww2.smb.museum/mk_edit/images/n6/6526/vs_thumb.jpg,Deutschland,Rheinland,Köln?,637,800,40,40
06346,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6531/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,677,800,38,40
06347,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6532/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,715,800,41,40
06349,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6528/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,756,800,41,40
06350,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6527/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,797,800,44,40
06352,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6534/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,841,800,36,40
06353,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6535/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,877,800,42,40
06354,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6536/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,919,800,41,40
06355,Wied-Neuwied: Grafschaft,1706,1791,http://ww2.smb.museum/mk_edit/images/n6/6537/vs_thumb.jpg,Deutschland,Rheinland-Pfalz,Neuwied,960,800,40,40
06356,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6539/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1000,800,41,40
06357,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6538/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1041,800,42,40
06358,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6540/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1083,800,41,40
06359,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6541/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1124,800,40,40
06360,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6542/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1164,800,40,40
06361,Hessen-Kassel (Hanau-Münzenberg): Grafschaft,1747,1820,http://ww2.smb.museum/mk_edit/images/n6/6544/vs_thumb.jpg,Deutschland,Hessen,,1204,800,40,40
06362,Alexandria: Iulia Paula,203,222,http://ww2.smb.museum/mk_edit/images/n6/6543/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1244,800,43,40
06365,Nassau: Grafschaft,1711,1751,http://ww2.smb.museum/mk_edit/images/n6/6547/vs_thumb.jpg,Deutschland,Hessen,,1287,800,40,40
06366,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6548/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1327,800,44,40
06367,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6549/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1371,800,40,40
06368,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6550/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1411,800,42,40
06369,Pfalz bei Rhein: Karl III. Philipp,1661,1742,http://ww2.smb.museum/mk_edit/images/n6/6551/vs_thumb.jpg,Deutschland,Pfalz,Heidelberg?,1453,800,40,40
06370,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6553/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1493,800,45,40
06371,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6552/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1538,800,42,40
06372,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6554/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1580,800,40,40
06373,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6555/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1620,800,43,40
06374,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6556/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1663,800,41,40
06375,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6557/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1704,800,43,40
06376,Ostfriesland: Grafschaft,1716,1744,http://ww2.smb.museum/mk_edit/images/n6/6558/vs_thumb.jpg,Deutschland,Ostfriesland,Esens,1747,800,40,40
06377,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6560/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1787,800,42,40
06378,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6561/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1829,800,42,40
06379,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6559/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1871,800,38,40
06380,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6562/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1909,800,40,40
06381,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6563/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1949,800,39,40
06382,Alexandria: Aquilia Severa,203,222,http://ww2.smb.museum/mk_edit/images/n6/6564/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1988,800,39,40
06383,Schaumburg-Lippe: Grafschaft,1724,1779,http://ww2.smb.museum/mk_edit/images/n6/6565/vs_thumb.jpg,Deutschland,Hessen,,0,840,39,40
06384,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n6/6566/vs_thumb.jpg,Italien,Italia,Rom,39,840,40,40
06385,Theodosius II.,401,450,http://ww2.smb.museum/mk_edit/images/n5/5212/vs_thumb.jpg,Italien,Italia,Aquileia,79,840,41,40
06386,Byzanz: Justinianus I.,537,565,http://ww2.smb.museum/mk_edit/images/n6/6568/vs_thumb.jpg,Italien,Italia,Rom,120,840,40,40
06387,Byzanz: Justinianus I.,542,565,http://ww2.smb.museum/mk_edit/images/n6/6569/vs_thumb.jpg,Türkei,Thrakien,Konstantinopolis (Istanbul),160,840,39,40
06388,Byzanz: Justinus II.,565,578,http://ww2.smb.museum/mk_edit/images/n6/6570/vs_thumb.jpg,Türkei,Thrakien,Konstantinopolis (Istanbul),199,840,40,40
06389,Westgoten: Pseudoimperial,509,572,http://ww2.smb.museum/mk_edit/images/n6/6434/vs_thumb.jpg,Spanien,,,239,840,39,40
06390,Westgoten: Pseudoimperial,527,565,http://ww2.smb.museum/mk_edit/images/n6/6571/vs_thumb.jpg,Portugal,,,278,840,40,40
06391,Merowinger,620,640,http://ww2.smb.museum/mk_edit/images/n6/6572/vs_thumb.jpg,Frankreich,Île-de-France,Paris,318,840,40,40
06392,Merowinger,585,675,http://ww2.smb.museum/mk_edit/images/n6/6573/vs_thumb.jpg,Frankreich,Val-de-Marne,Créteil (Saint-Maur-les-Fossés),358,840,40,40
06393,Anhalt-Bernburg: Fürstentum,1700,1765,http://ww2.smb.museum/mk_edit/images/n5/5592/vs_thumb.jpg,Deutschland,Anhalt,Harzgerode,398,840,40,40
06394,Sachsen: Friedrich August III.,1750,1827,http://ww2.smb.museum/mk_edit/images/n6/6574/vs_thumb.jpg,Deutschland,Sachsen,,438,840,40,40
06395,Sachsen-Weimar und Eisenach: Fürstentum,1739,1807,http://ww2.smb.museum/mk_edit/images/n6/6575/vs_thumb.jpg,Deutschland,Thüringen,Saalfeld,478,840,40,40
06396,Würzburg: Bistum,1708,1779,http://ww2.smb.museum/mk_edit/images/n6/6576/vs_thumb.jpg,Deutschland,Franken,Würzburg,518,840,40,40
06397,Brandenburg-Ansbach: Christian Friedrich Karl Alexander,1736,1806,http://ww2.smb.museum/mk_edit/images/n5/5147/vs_thumb.jpg,Deutschland,Franken,Schwabach,558,840,39,40
06398,Nürnberg: Stadt,1700,1700,http://ww2.smb.museum/mk_edit/images/n6/6577/vs_thumb.jpg,Deutschland,Franken,Nürnberg,597,840,39,40
06399,Bayern: Maximilian III. Joseph,1727,1777,http://ww2.smb.museum/mk_edit/images/n5/5210/vs_thumb.jpg,Deutschland,Bayern,München,636,840,39,40
06400,Kyrene,-300,-298,http://ww2.smb.museum/mk_edit/images/n6/6578/vs_thumb.jpg,Libyen,Kyrenaika,Kyrene,675,840,40,40
06401,Kyrene,-390,-380,http://ww2.smb.museum/mk_edit/images/n6/6579/vs_thumb.jpg,Libyen,Kyrenaika,Kyrene,715,840,42,40
06402,Frankfurt am Main: Stadt,1710,1736,http://ww2.smb.museum/mk_edit/images/n6/6580/vs_thumb.jpg,Deutschland,Hessen,Frankfurt am Main,757,840,40,40
06403,Anhalt: Grafschaft,912,973,http://ww2.smb.museum/mk_edit/images/n6/6583/vs_thumb.jpg,Deutschland,Anhalt,,797,840,41,40
06404,Anhalt: Grafschaft,1150,1170,http://ww2.smb.museum/mk_edit/images/n6/6582/vs_thumb.jpg,Deutschland,Anhalt,,838,840,41,40
06405,Anhalt: Grafschaft,1150,1170,http://ww2.smb.museum/mk_edit/images/n6/6584/vs_thumb.jpg,Deutschland,Anhalt,,879,840,41,40
06406,Anhalt: Grafschaft,1150,1170,http://ww2.smb.museum/mk_edit/images/n6/6585/vs_thumb.jpg,Deutschland,Anhalt,,920,840,39,40
06407,Anhalt: Grafschaft,1150,1170,http://ww2.smb.museum/mk_edit/images/n6/6586/vs_thumb.jpg,Deutschland,Anhalt,,959,840,41,40
06408,Arnstein: Grafschaft,1150,1166,http://ww2.smb.museum/mk_edit/images/n6/6587/vs_thumb.jpg,Deutschland,Anhalt,,1000,840,40,40
06409,Falkenstein: Grafschaft,1142,1174,http://ww2.smb.museum/mk_edit/images/n6/6588/vs_thumb.jpg,Deutschland,Anhalt,,1040,840,40,40
06410,Falkenstein: Grafschaft,1142,1174,http://ww2.smb.museum/mk_edit/images/n6/6589/vs_thumb.jpg,Deutschland,Anhalt,,1080,840,40,40
06411,Falkenstein: Grafschaft,1142,1174,http://ww2.smb.museum/mk_edit/images/n6/6590/vs_thumb.jpg,Deutschland,Anhalt,,1120,840,39,40
06412,Johanniter: Helion von Villeneuve,1270,1346,http://ww2.smb.museum/mk_edit/images/n6/6595/vs_thumb.jpg,Griechenland,,Rhodos,1159,840,40,40
06413,Johanniter: Peter von Aubusson,1423,1503,http://ww2.smb.museum/mk_edit/images/n6/6596/vs_thumb.jpg,Griechenland,,Rhodos,1199,840,39,40
06423,Constantius II.,317,361,http://ww2.smb.museum/mk_edit/images/n6/6567/vs_thumb.jpg,Griechenland,Makedonien,Thessaloniki,1238,840,40,40
06424,Constantius II.,317,361,http://ww2.smb.museum/mk_edit/images/n6/6605/vs_thumb.jpg,Griechenland,Makedonien,Thessaloniki,1278,840,40,40
06437,Köln: Heinrich II. von Virneburg,1306,1332,http://ww2.smb.museum/mk_edit/images/n6/6618/vs_thumb.jpg,Deutschland,Rheinland,Bonn,1318,840,39,40
06438,Köln: Walram von Jülich,1304,1349,http://ww2.smb.museum/mk_edit/images/n6/6619/vs_thumb.jpg,Deutschland,Rheinland,Deutz,1357,840,39,40
06439,Köln: Wilhelm von Gennep,1349,1362,http://ww2.smb.museum/mk_edit/images/n6/6620/vs_thumb.jpg,Deutschland,Rheinland,Riehl (Köln),1396,840,39,40
06440,Trier: Kuno von Falkenstein,1368,1388,http://ww2.smb.museum/mk_edit/images/n6/6622/vs_thumb.jpg,Deutschland,Rheinland,Koblenz,1435,840,40,40
06441,Trier: Boemund II.,1290,1367,http://ww2.smb.museum/mk_edit/images/n6/6623/vs_thumb.jpg,Deutschland,Rheinland,Koblenz,1475,840,40,40
06442,Köln: Engelbert I.,1217,1225,http://ww2.smb.museum/mk_edit/images/n5/5595/vs_thumb.jpg,Deutschland,Rheinland,Köln,1515,840,39,40
06469,Gratianus,359,383,http://ww2.smb.museum/mk_edit/images/n6/6644/vs_thumb.jpg,Deutschland,Gallia,Trier,1554,840,39,40
06472,Alexandria: Annia Faustina,203,222,http://ww2.smb.museum/mk_edit/images/n6/6648/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1593,840,39,40
06473,Alexandria: Annia Faustina,203,222,http://ww2.smb.museum/mk_edit/images/n6/6649/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1632,840,43,40
06474,Alexandria: Annia Faustina,203,222,http://ww2.smb.museum/mk_edit/images/n6/6650/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1675,840,39,40
06475,Alexandria: Annia Faustina,203,222,http://ww2.smb.museum/mk_edit/images/n6/6651/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1714,840,43,40
06476,Alexandria: Annia Faustina,203,222,http://ww2.smb.museum/mk_edit/images/n6/6652/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1757,840,40,40
06477,Alexandria: Annia Faustina,203,222,http://ww2.smb.museum/mk_edit/images/n6/6653/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1797,840,42,40
06478,Alexandria: Annia Faustina,203,222,http://ww2.smb.museum/mk_edit/images/n6/6654/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1839,840,44,40
06479,Köln: Siegfried I.,1288,1297,http://ww2.smb.museum/mk_edit/images/n6/6655/vs_thumb.jpg,Deutschland,Rheinland,Bonn,1883,840,39,40
06480,Alexandria: Annia Faustina,203,222,http://ww2.smb.museum/mk_edit/images/n6/6656/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,1922,840,41,40
06481,Köln: Konrad von Hochstaden,1244,1261,http://ww2.smb.museum/mk_edit/images/n6/6657/vs_thumb.jpg,Deutschland,Rheinland,Xanten,1963,840,39,40
06483,Alexandria: Annia Faustina,203,222,http://ww2.smb.museum/mk_edit/images/n6/6593/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,0,880,43,40
06484,Deutsches Reich: Richard von Cornwall,747,814,http://ww2.smb.museum/mk_edit/images/n6/6591/vs_thumb.jpg,Deutschland,Rheinland,Aachen,43,880,39,40
06485,Alexandria: Iulia Soaemias,175,222,http://ww2.smb.museum/mk_edit/images/n6/6659/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,82,880,40,40
06486,Alexandria: Iulia Soaemias,175,222,http://ww2.smb.museum/mk_edit/images/n6/6501/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,122,880,40,40
06487,Alexandria: Iulia Soaemias,175,222,http://ww2.smb.museum/mk_edit/images/n6/6581/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,162,880,40,40
06488,Alexandria: Iulia Soaemias,175,222,http://ww2.smb.museum/mk_edit/images/n6/6660/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,202,880,43,40
06489,Alexandria: Iulia Soaemias,175,222,http://ww2.smb.museum/mk_edit/images/n6/6661/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,245,880,43,40
06490,Alexandria: Iulia Soaemias,175,222,http://ww2.smb.museum/mk_edit/images/n6/6662/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,288,880,39,40
06491,Alexandria: Iulia Maesa,203,224,http://ww2.smb.museum/mk_edit/images/n6/6663/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,327,880,40,40
06492,Alexandria: Iulia Maesa,203,224,http://ww2.smb.museum/mk_edit/images/n6/6664/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,367,880,41,40
06493,Deutsches Reich: Rudolf von Habsburg,1218,1291,http://ww2.smb.museum/mk_edit/images/n6/6665/vs_thumb.jpg,Deutschland,Rheinland,Aachen,408,880,38,40
06494,Deutsches Reich: Adolf von Nassau,1255,1298,http://ww2.smb.museum/mk_edit/images/n6/6666/vs_thumb.jpg,Deutschland,Rheinland,Aachen,446,880,41,40
06495,Alexandria: Iulia Maesa,203,224,http://ww2.smb.museum/mk_edit/images/n6/6667/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,487,880,44,40
06496,Alexandria: Iulia Maesa,203,224,http://ww2.smb.museum/mk_edit/images/n6/6669/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,531,880,40,40
06497,Alexandria: Iulia Maesa,203,224,http://ww2.smb.museum/mk_edit/images/n6/6670/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,571,880,43,40
06498,Deutsches Reich: Albrecht I.,1255,1308,http://ww2.smb.museum/mk_edit/images/n6/6671/vs_thumb.jpg,Deutschland,Rheinland,Aachen,614,880,39,40
06499,Alexandria: Iulia Maesa,203,224,http://ww2.smb.museum/mk_edit/images/n5/5048/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,653,880,42,40
06500,Deutsches Reich: Heinrich VII.,1312,1313,http://ww2.smb.museum/mk_edit/images/n5/5812/vs_thumb.jpg,Deutschland,Rheinland,Aachen,695,880,39,40
06501,Alexandria: Iulia Maesa,203,224,http://ww2.smb.museum/mk_edit/images/n6/6672/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,734,880,42,40
06502,Alexandria: Iulia Maesa,203,224,http://ww2.smb.museum/mk_edit/images/n6/6673/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,776,880,40,40
06503,Alexandria: Iulia Maesa,203,224,http://ww2.smb.museum/mk_edit/images/n6/6674/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,816,880,38,40
06504,Alexandria: Iulia Maesa,203,224,http://ww2.smb.museum/mk_edit/images/n6/6675/vs_thumb.jpg,Ägypten,Ägypten,Alexandria,854,880,43,40
06506,Aigina,-550,-500,http://ww2.smb.museum/mk_edit/images/n6/6677/vs_thumb.jpg,Griechenland,Attika (Inseln),Aigina,897,880,32,40
06507,Aigina,-550,-500,http://ww2.smb.museum/mk_edit/images/n6/6678/vs_thumb.jpg,Griechenland,Attika (Inseln),Aigina,929,880,39,40
06508,Aigina,-550,-500,http://ww2.smb.museum/mk_edit/images/n6/6679/vs_thumb.jpg,Griechenland,Attika (Inseln),Aigina,968,880,41,40
06509,Aigina,-550,-500,http://ww2.smb.museum/mk_edit/images/n6/6680/vs_thumb.jpg,Griechenland,Attika (Inseln),Aigina,1009,880,37,40
06510,Aigina,-550,-500,http://ww2.smb.museum/mk_edit/images/n6/6681/vs_thumb.jpg,Griechenland,Attika (Inseln),Aigina,1046,880,36,40
06511,Korinth,-550,-500,http://ww2.smb.museum/mk_edit/images/n6/6682/vs_thumb.jpg,Griechenland,Achaia,Korinth,1082,880,37,40
06515,Zankle (Messana),-493,-488,http://ww2.smb.museum/mk_edit/images/n6/6685/vs_thumb.jpg,Italien,Sizilien,Messana-Messina,1119,880,42,40
06516,Sueben?: Pseudoimperial,393,500,http://ww2.smb.museum/mk_edit/images/n6/6686/vs_thumb.jpg,Portugal,,,1161,880,41,40
06517,Deutsches Reich: Konrad I.,911,918,http://ww2.smb.museum/mk_edit/images/n6/6687/vs_thumb.jpg,Deutschland,Rheinland,Mainz,1202,880,39,40
06518,Chersonesos,-350,-300,http://ww2.smb.museum/mk_edit/images/n6/6689/vs_thumb.jpg,Ukraine,Taurische Chersonesos,Chersonesos,1241,880,39,40
06519,Chersonesos,-350,-300,http://ww2.smb.museum/mk_edit/images/n6/6690/vs_thumb.jpg,Ukraine,Taurische Chersonesos,Chersonesos,1280,880,38,40
06520,Chersonesos,-350,-300,http://ww2.smb.museum/mk_edit/images/n6/6647/vs_thumb.jpg,Ukraine,Taurische Chersonesos,Chersonesos,1318,880,36,40
06521,Chersonesos,-350,-300,http://ww2.smb.museum/mk_edit/images/n6/6692/vs_thumb.jpg,Ukraine,Taurische Chersonesos,Chersonesos,1354,880,38,40
06522,Chersonesos,-350,-300,http://ww2.smb.museum/mk_edit/images/n6/6693/vs_thumb.jpg,Ukraine,Taurische Chersonesos,Chersonesos,1392,880,40,40
06523,Chersonesos,-350,-300,http://ww2.smb.museum/mk_edit/images/n6/6694/vs_thumb.jpg,Ukraine,Taurische Chersonesos,Chersonesos,1432,880,41,40
06524,Chersonesos,-350,-300,http://ww2.smb.museum/mk_edit/images/n6/6696/vs_thumb.jpg,Ukraine,Taurische Chersonesos,Chersonesos,1473,880,38,40
06525,Schweden: Karl XI.,1655,1697,http://ww2.smb.museum/mk_edit/images/n6/6697/vs_thumb.jpg,Schweden,,Avesta,1511,880,65,40
