id,title,subdivision,diameter,weight,date_earliest,date_latest,production_country,production_region,production_minting_place,production_material,finding_country,x,y,width
02536,Licinius I.,Römische Spätantike,17,4.28,310,313,Germany,Gallia,Trier,Gold,,1351,40,40
02538,Constantinus I.,Römische Spätantike,19,4.03,313,315,Germany,Gallia,Trier,Gold,,1391,40,40
02539,Constantinus I.,Römische Spätantike,17,4.56,310,313,Germany,Gallia,Trier,Gold,,1431,40,39
02540,Röm. Republik: Aes Grave,Römische Republik,73,321.05,-225,-211,Italy,Latium,Rom,Bronze,,1470,40,39
02541,Hatria,"Griechen, Hellenismus",77,341.08,-275,-225,Italy,Picenum,Hatria,Bronze,,1509,40,38
02542,Athen,"Griechen, Römische Kaiserzeit",21,7.91,264,267,Greece,Attika,Athen,Bronze,,1547,40,40
02543,Ephesos,"Griechen, Römische Kaiserzeit",28,9.03,254,268,Turkey,Asia,Ephesos,Bronze,,1587,40,39
02544,Perinthos,"Griechen, Römische Kaiserzeit",29,14.79,218,222,Turkey,Thrakien,Perinthos (Herakleia),Bronze,,1626,40,40
02545,Synnada,"Griechen, Römische Kaiserzeit",31,15.11,253,268,Turkey,Phrygien,Synnada,Bronze,,1666,40,40
02546,Augustus,Römische Kaiserzeit,19,3.93,-25,-23,Spain,Hispania,Augusta Emerita (Mérida),Silver,,1706,40,42
02547,Augustus,Römische Kaiserzeit,20,3.80,-25,-23,Spain,Hispania,Augusta Emerita (Mérida),Silver,,1748,40,40
02548,Constantius II.,Römische Spätantike,21,4.13,347,348,Germany,Gallia,Trier,Gold,,1788,40,40
02549,Augustus,Römische Kaiserzeit,21,7.83,-19,-19,Spain,Hispania,Colonia Patricia (Cordoba)?,Gold,,1828,40,42
02550,Augustus,Römische Kaiserzeit,19,3.79,-19,-19,Spain,Hispania,Colonia Patricia (Cordoba)?,Silver,,1870,40,41
02551,Augustus,Römische Kaiserzeit,22,3.77,-19,-18,Spain,Hispania,Saragossa (Colonia Caesaraugusta)?,Silver,,1911,40,44
02552,Augustus,Römische Kaiserzeit,22,3.76,-19,-18,Spain,Hispania,Saragossa (Colonia Caesaraugusta)?,Silver,,1955,40,43
02553,Augustus,Römische Kaiserzeit,20,4.06,-19,-19,Spain,Hispania,Colonia Patricia (Cordoba)?,Silver,,1998,40,40
02554,Augustus,Römische Kaiserzeit,20,3.75,-19,-18,Spain,Hispania,Saragossa (Colonia Caesaraugusta)?,Silver,,0,80,41
02555,Augustus,Römische Kaiserzeit,19,3.78,-18,-16,Spain,Hispania,Colonia Patricia (Cordoba)?,Silver,,41,80,42
02556,Augustus,Römische Kaiserzeit,19,3.52,-17,-16,Spain,Hispania,Colonia Patricia (Cordoba)?,Silver,,83,80,44
02557,Augustus,Römische Kaiserzeit,20,3.73,-18,-18,Spain,Hispania,Colonia Patricia (Cordoba)?,Silver,,127,80,42
02558,Augustus,Römische Kaiserzeit,19,3.69,-18,-18,Spain,Hispania,Colonia Patricia (Cordoba)?,Silver,,169,80,45
02559,Augustus,Römische Kaiserzeit,20,3.82,-19,-19,Spain,Hispania,Colonia Patricia (Cordoba)?,Silver,,214,80,42
02560,Augustus,Römische Kaiserzeit,20,7.77,-18,-16,Spain,Hispania,Colonia Patricia (Cordoba)?,Gold,,256,80,40
02561,Magnus Maximus,Römische Spätantike,21,4.43,383,388,Germany,Gallia,Trier,Gold,,296,80,40
02562,Augustus,Römische Kaiserzeit,21,3.80,-18,-18,Spain,Hispania,Colonia Patricia (Cordoba)?,Silver,,336,80,37
02563,Constantinus III.,Römische Spätantike,21,4.47,408,411,Germany,Gallia,Trier,Gold,Germany,373,80,42
02564,Augustus,Römische Kaiserzeit,20,7.96,-18,-16,Spain,Hispania,Colonia Patricia (Cordoba)?,Gold,,415,80,40
02565,Maximianus Herculius,Römische Spätantike,17,3.38,300,301,Germany,Gallia,Trier,Silver,,455,80,38
02566,Augustus,Römische Kaiserzeit,20,3.85,-19,-18,Spain,Hispania,Saragossa (Colonia Caesaraugusta)?,Silver,France,493,80,41
02567,Augustus,Römische Kaiserzeit,20,7.87,-15,-13,France,Gallia,Lyon,Gold,,534,80,41
02568,Augustus,Römische Kaiserzeit,19,3.92,-15,-13,France,Gallia,Lyon,Silver,,575,80,40
02569,Augustus,Römische Kaiserzeit,19,3.68,-15,-13,France,Gallia,Lyon,Silver,,615,80,43
02570,Augustus,Römische Kaiserzeit,19,3.73,-15,-13,France,Gallia,Lyon?,Silver,,658,80,40
02571,Augustus,Römische Kaiserzeit,18,3.82,-11,-10,France,Gallia,Lyon,Silver,,698,80,37
02572,Augustus,Römische Kaiserzeit,19,3.85,-8,-8,France,Gallia,Lyon,Silver,,735,80,39
02573,Augustus,Römische Kaiserzeit,19,7.91,-8,-8,France,Gallia,Lyon,Gold,,774,80,40
02574,Augustus,Römische Kaiserzeit,20,7.69,13,14,France,Gallia,Lyon,Gold,,814,80,37
02575,Augustus,Römische Kaiserzeit,18,3.84,-2,4,France,Gallia,Lyon,Silver,,851,80,41
02576,Crispus,Römische Spätantike,19,2.31,321,323,Germany,Gallia,Trier,Bronze,,892,80,41
02577,Licinius II.,Römische Spätantike,18,3.89,321,323,Germany,Gallia,Trier,Bronze,Germany,933,80,41
02578,Constantinus II.,Römische Spätantike,19,2.39,321,323,Germany,Gallia,Trier,Bronze,Germany,974,80,39
02579,Constantinus I.,Römische Spätantike,19,3.39,321,323,Germany,Gallia,Trier,Bronze,Germany,1013,80,44
02580,Constantinus II.,Römische Spätantike,19,2.86,321,323,Germany,Gallia,Trier,Bronze,,1057,80,40
02581,Constantinus II.,Römische Spätantike,20,3.51,321,323,Germany,Gallia,Trier,Bronze,,1097,80,40
02582,Crispus,Römische Spätantike,20,3.69,321,321,Germany,Gallia,Trier,Bronze,,1137,80,39
02583,Constantinus II.,Römische Spätantike,19,3.72,321,323,Germany,Gallia,Trier,Bronze,Germany,1176,80,41
02584,Constantinus II.,Römische Spätantike,19,3.22,321,323,Germany,Gallia,Trier,Bronze,,1217,80,42
02585,Constantinus II.,Römische Spätantike,20,3.38,321,323,Germany,Gallia,Trier,Bronze,,1259,80,43
02586,Crispus,Römische Spätantike,19,3.21,321,323,Germany,Gallia,Trier,Bronze,,1302,80,41
02587,Crispus,Römische Spätantike,20,3.92,321,323,Germany,Gallia,Trier,Bronze,,1343,80,41
02588,Constantinus II.,Römische Spätantike,19,2.67,321,323,Germany,Gallia,Trier,Bronze,Serbia,1384,80,42
02589,Pantikapaion,"Griechen, Archaik und Klassik",13,1.47,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,1426,80,37
02590,Constantinus I.,Römische Spätantike,20,3.15,321,323,Germany,Gallia,Trier,Bronze,Germany,1463,80,39
02591,Pantikapaion,"Griechen, Archaik und Klassik",9,0.41,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,1502,80,35
02592,Karolinger: Karl der Große,Frühmittelalter,19,1.27,771,794,Spain,Katalonien,Roses (Rodda)?,Silver,France,1537,80,40
02593,Karolinger: Karl der Große,Frühmittelalter,16,1.19,771,794,,,,Silver,,1577,80,39
02594,Pantikapaion,"Griechen, Archaik und Klassik",7,0.23,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,1616,80,40
02595,Pantikapaion,"Griechen, Archaik und Klassik",13,1.48,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,1656,80,43
02596,Pantikapaion,"Griechen, Archaik und Klassik",7,0.33,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,1699,80,36
02597,Augustus,Römische Kaiserzeit,34,26.04,9,14,France,Gallia,Lyon,Bronze,,1735,80,38
02598,Augustus,Römische Kaiserzeit,34,24.65,9,14,France,Gallia,Lyon,Bronze,,1773,80,40
02599,Augustus,Römische Kaiserzeit,24,10.70,-12,-10,France,Gallia,Lyon,Bronze,,1813,80,38
02600,Augustus,Römische Kaiserzeit,26,11.60,-12,-10,France,Gallia,Lyon,Bronze,,1851,80,41
02601,Augustus,Römische Kaiserzeit,20,4.32,9,14,France,Gallia,Lyon,Bronze,,1892,80,39
02602,Sogdien: Hyrkodes,"Griechen, Hellenismus",18,2.71,-150,-100,Afghanistan,Baktrien,,Silver,,1931,80,41
02603,Augustus,Römische Kaiserzeit,20,5.33,9,14,France,Gallia,Lyon,Bronze,,1972,80,40
02604,Augustus,Römische Kaiserzeit,26,12.64,10,14,France,Gallia,Nîmes,Bronze,,0,120,40
02605,Augustus,Römische Kaiserzeit,27,13.05,10,14,France,Gallia,Nîmes,Bronze,,40,120,40
02606,Augustus,Römische Kaiserzeit,25,6.22,10,14,France,Gallia,Nîmes,Bronze,,80,120,23
02607,Chios,"Griechen, Römische Kaiserzeit",27,5.91,260,268,Greece,Ionische Inseln,Chios,Bronze,,103,120,40
02608,Kirchenstaat: Pius VI.,18. Jh.,38,34.28,1787,1787,Italy,Emilia-Romagna,Bologna,Gold,,143,120,40
02609,Tiberius,Römische Kaiserzeit,21,7.79,14,37,France,Gallia,Lyon,Gold,,183,120,44
02610,Tiberius,Römische Kaiserzeit,18,3.77,14,37,France,Gallia,Lyon,Silver,,227,120,41
02611,Chios,"Griechen, Römische Kaiserzeit",21,5.10,150,260,Greece,Ionische Inseln,Chios,Bronze,,268,120,40
02612,Tiberius,Römische Kaiserzeit,30,11.40,22,23,Italy,Italia,Rom,Bronze,,308,120,40
02613,Kuschan: „Soter Megas“ (Vima Taktu),"Griechen, Römische Kaiserzeit",21,8.60,40,60,Afghanistan,Gandhara,,Bronze,,348,120,41
02614,Drusus (Minor),Römische Kaiserzeit,30,11.06,22,23,Italy,Italia,Rom,Bronze,,389,120,41
02615,Drusus (Minor),Römische Kaiserzeit,34,27.10,22,23,Italy,Italia,Rom,Bronze,,430,120,39
02616,Chios,"Griechen, Römische Kaiserzeit",30,13.70,-27,68,Greece,Ionische Inseln,Chios,Bronze,,469,120,41
02617,Tiberius,Römische Kaiserzeit,29,14.80,22,23,Italy,Italia,Rom,Bronze,,510,120,41
02618,Divus Augustus,Römische Kaiserzeit,30,13.58,22,26,Italy,Italia,Rom,Bronze,,551,120,39
02619,Chios,"Griechen, Römische Kaiserzeit",17,2.53,68,150,Greece,Ionische Inseln,Chios,Bronze,,590,120,44
02620,Persischer Großkönig,"Griechen, Archaik und Klassik",14-20,8.32,-500,-350,,Persis,,Gold,,634,120,27
02621,Syrakus,"Griechen, Archaik und Klassik",34,42.18,-400,-370,Italy,Sizilien,Syrakus,Silver,,661,120,39
02622,Römische Republik,Römische Republik,19,4.02,-208,-209,Italy,Italia,Rom,Silver,,700,120,43
02623,Athen,"Griechen, Archaik und Klassik",16,4.11,-500,-500,Greece,Attika,Athen,Silver,,743,120,43
02624,Athen,"Griechen, Archaik und Klassik",9,0.70,-454,-404,Greece,Attika,Athen,Silver,,786,120,40
02625,Preußen: Friedrich Wilhelm I.,18. Jh.,22,3.45,1714,1714,Germany,Brandenburg,Berlin,Gold,,826,120,40
02626,Divus Augustus,Römische Kaiserzeit,26,11.36,15,16,Italy,Italia,Rom,Bronze,,866,120,39
02627,Caligula,Römische Kaiserzeit,19,7.63,37,38,Italy,Italia,Rom,Gold,,905,120,39
02628,Caligula,Römische Kaiserzeit,34,27.91,37,38,Italy,Italia,Rom,Bronze,,944,120,40
02629,Agrippina (Maior),Römische Kaiserzeit,36,28.41,37,41,Italy,Italia,Rom,Bronze,,984,120,40
02630,Germanicus,Römische Kaiserzeit,29,11.42,37,38,Italy,Italia,Rom,Bronze,,1024,120,40
02631,M. Agrippa,Römische Kaiserzeit,28,11.29,37,41,Italy,Italia,Rom,Bronze,,1064,120,37
02632,Caligula,Römische Kaiserzeit,19,3.79,40,40,Italy,Italia,Rom,Silver,,1101,120,41
02633,Kuschan: Huvishka,"Griechen, Römische Kaiserzeit",21,7.88,150,191,Afghanistan,Gandhara,,Gold,,1142,120,42
02634,Claudius,Römische Kaiserzeit,19,7.67,50,51,Italy,Italia,Rom,Gold,,1184,120,38
02635,Claudius,Römische Kaiserzeit,29,10.21,41,50,Italy,Italia,Rom,Bronze,,1222,120,41
02636,Antonia (Minor),Römische Kaiserzeit,18,7.78,41,45,Italy,Italia,Rom,Gold,,1263,120,36
02637,Drusus (Maior),Römische Kaiserzeit,37,29.46,41,50,Italy,Italia,Rom,Bronze,,1299,120,41
02638,Antonia (Minor),Römische Kaiserzeit,30,16.74,42,54,Italy,Italia,Rom,Bronze,,1340,120,40
02639,Britannicus,Römische Kaiserzeit,35,27.14,51,54,Bulgaria,Thrakien,,Bronze,Bulgaria,1380,120,41
02640,Claudius,Römische Kaiserzeit,18,7.72,51,54,Italy,Italia,Rom,Gold,,1421,120,42
02641,Claudius,Römische Kaiserzeit,19,3.64,50,54,Italy,Italia,Rom,Silver,,1463,120,38
02642,Nero und Agrippina (Minor),Römische Kaiserzeit,19,3.69,55,55,Italy,Italia,Rom,Silver,,1501,120,42
02643,Tyros,"Griechen, Hellenismus",28,28.34,-104,-103,Lebanon,Phönizien,Tyros (Sur),Gold,,1543,120,40
02645,Karolinger: Karl der Große,Frühmittelalter,18,1.31,771,794,France,Rhône,Lyon,Silver,,1583,120,40
02646,Baktrien: Diodotos I.,"Griechen, Hellenismus",27,16.39,-256,-235,Afghanistan,Baktrien,,Silver,,1623,120,39
02648,Tyros,"Griechen, Hellenismus",29,14.24,-104,-103,Lebanon,Phönizien,Tyros (Sur),Silver,,1662,120,42
02649,Karolinger: Karl der Große,Frühmittelalter,18,1.31,771,794,Netherlands,Utrecht,Dorestad (Wijk bij Duurstede),Silver,,1704,120,39
02650,Baktrien: Euthydemos I.,"Griechen, Hellenismus",27,16.47,-230,-220,Afghanistan,Baktrien,,Silver,,1743,120,42
02651,Karolinger: Karl der Große,Frühmittelalter,18,1.30,771,794,Germany,,Trier,Silver,Germany,1785,120,40
02652,Baktrien: Demetrios I.,"Griechen, Hellenismus",13,0.67,-200,-190,Afghanistan,Baktrien,,Silver,,1825,120,40
02653,Iudaea: 1. Aufstand,"Griechen, Römische Kaiserzeit",23,14.21,66,67,Israel,Iudaea,Jerusalem,Silver,,1865,120,41
02654,Baktrien: Euthydemos II.,"Griechen, Hellenismus",31,16.74,-190,-185,Afghanistan,Baktrien,,Silver,,1906,120,40
02655,Athen,"Griechen, Archaik und Klassik",23,17.02,-500,-500,Greece,Attika,Athen,Silver,,1946,120,34
02656,Baktrien: Agathokles,"Griechen, Hellenismus",28,16.52,-190,-180,Afghanistan,Baktrien,,Silver,,0,160,41
02657,Baktrien: Agathokles,"Griechen, Hellenismus",17x21,11.82,-190,-180,Afghanistan,Baktrien,,Bronze,,41,160,32
02658,Baktrien: Apollodotos I.,"Griechen, Hellenismus",14x15,2.43,-180,-160,Afghanistan,Baktrien,,Silver,,73,160,36
02659,Aigai,"Griechen, Hellenismus",35,16.48,-190,-150,Turkey,Aeolis,Aigai,Silver,,109,160,39
02660,Baktrien: Antimachos II.,"Griechen, Hellenismus",16,2.45,-160,-155,Afghanistan,Baktrien,,Silver,,148,160,41
02661,Baktrien: Eukratides I.,"Griechen, Hellenismus",35,16.83,-170,-145,Afghanistan,Baktrien,,Silver,,189,160,41
02662,Baktrien: Eukratides I.,"Griechen, Hellenismus",20,3.72,-170,-145,Afghanistan,Baktrien,,Silver,,230,160,42
02663,Aigina,"Griechen, Archaik und Klassik",18-21,12.37,-550,-500,Greece,Attika (Inseln),Aigina,Silver,,272,160,34
02664,Baktrien: Heliokles I.,"Griechen, Hellenismus",32,16.92,-145,-130,Afghanistan,Baktrien,,Silver,,306,160,42
02665,Baktrien: Menandros I.,"Griechen, Hellenismus",26,9.80,-155,-130,Afghanistan,Baktrien,,Silver,,348,160,41
02666,Baktrien: Menandros I.,"Griechen, Hellenismus",18,2.47,-155,-130,Afghanistan,Baktrien,,Silver,,389,160,43
02667,Baktrien: Zoilos I.,"Griechen, Hellenismus",16,2.43,-130,-120,Afghanistan,Baktrien,,Silver,,432,160,39
02668,Baktrien: Straton I.,"Griechen, Hellenismus",17,2.48,-125,-110,Afghanistan,Baktrien,,Silver,,471,160,41
02669,Adramyteion,"Griechen, Hellenismus",27,12.38,-133,-67,Turkey,Mysien,Adramyteion,Silver,,512,160,41
02670,Baktrien: Lysias,"Griechen, Hellenismus",17,2.41,-120,-110,Afghanistan,Baktrien,,Silver,,553,160,40
02671,Diocletianus,Römische Spätantike,19,3.34,300,300,Italy,Italia,Ticinum-Pavia,Silver,,593,160,38
02672,Tarent,"Griechen, Archaik und Klassik",18,8.07,-480,-470,Italy,Kalabrien,Tarent,Silver,,631,160,39
02673,Koinon der Makedonen,"Griechen, Römische Kaiserzeit",27,13.13,238,244,Greece,Makedonien,Beroia,Bronze,,670,160,40
02674,Koinon der Makedonen,"Griechen, Römische Kaiserzeit",28,11.94,238,244,Greece,Makedonien,Beroia,Bronze,,710,160,42
02675,Koinon der Thessalier,"Griechen, Römische Kaiserzeit",26,10.13,211,217,Greece,Thessalien,,Bronze,,752,160,39
02676,Koinon der Thessalier,"Griechen, Römische Kaiserzeit",27,12.65,211,217,Greece,Thessalien,,Bronze,,791,160,39
02677,Koinon der Kreter,"Griechen, Römische Kaiserzeit",15,4.17,117,138,Greece,Kreta,,Bronze,,830,160,40
02678,Koinon der Kreter,"Griechen, Römische Kaiserzeit",16,3.94,117,138,Greece,Kreta,,Bronze,,870,160,41
02679,Koinon der 13 ionischen Städte,"Griechen, Römische Kaiserzeit",42,51.98,139,144,Turkey,Ionien,,Bronze,,911,160,39
02680,Koinon der 13 ionischen Städte,"Griechen, Römische Kaiserzeit",43,57.17,139,144,Turkey,Ionien,,Bronze,,950,160,40
02681,Koinon von Zypern,"Griechen, Römische Kaiserzeit",32,20.74,198,217,Cyprus,Zypern,,Bronze,,990,160,41
02682,Koinon von Zypern,"Griechen, Römische Kaiserzeit",32,21.92,211,217,Cyprus,Zypern,,Bronze,,1031,160,42
02683,Augustus,Römische Kaiserzeit,26,12.42,-9,-3,France,Gallia,Nîmes,Bronze,,1073,160,40
02684,Augustus,Römische Kaiserzeit,26,13.25,-9,-3,France,Gallia,Nîmes,Bronze,,1113,160,39
02685,Caesaraugusta,"Griechen, Römische Kaiserzeit",29,11.68,37,41,Spain,Hispania,Saragossa (Colonia Caesaraugusta),Bronze,,1152,160,40
02686,Caesaraugusta,"Griechen, Römische Kaiserzeit",30,12.32,39,39,Spain,Hispania,Saragossa (Colonia Caesaraugusta),Bronze,,1192,160,41
02687,Ilici,"Griechen, Römische Kaiserzeit",27,10.50,14,37,Spain,Hispania,Ilici,Bronze,,1233,160,40
02688,Utica,"Griechen, Römische Kaiserzeit",31,10.73,27,28,Tunisia,Africa,Utica,Bronze,,1273,160,41
02689,Utica,"Griechen, Römische Kaiserzeit",30,13.68,27,28,Tunisia,Africa,Utica,Bronze,,1314,160,42
02690,Karthago,"Griechen, Römische Kaiserzeit",23,7.01,10,10,Tunisia,Africa,Karthago,Bronze,,1356,160,40
02691,Viminacium,"Griechen, Römische Kaiserzeit",30,19.08,241,242,Serbia,Moesien,Viminacium (bei Kostolac),Bronze,,1396,160,40
02692,Lampsakos,"Griechen, Archaik und Klassik",16,8.42,-390,-350,Turkey,Mysien,Lampsakos,Gold,,1436,160,37
02693,Athen,"Griechen, Archaik und Klassik",12,1.29,-390,-295,Greece,Attika,Athen,Silver,,1473,160,35
02694,Leontinoi,"Griechen, Archaik und Klassik",24,16.93,-490,-450,Italy,Sizilien,Leontinoi,Silver,,1508,160,40
02695,Elektron,"Griechen, Archaik und Klassik",3,0.15,-600,-500,Turkey,Kleinasien,,Electrum,,1548,160,40
02696,Elektron,"Griechen, Archaik und Klassik",11,4.74,-600,-500,Turkey,Kleinasien,,Electrum,,1588,160,45
02697,Pantikapaion,"Griechen, Archaik und Klassik",9,1.51,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,1633,160,32
02698,Pantikapaion,"Griechen, Archaik und Klassik",13,1.18,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,1665,160,39
02699,Pantikapaion,"Griechen, Archaik und Klassik",14,1.51,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,1704,160,35
02700,Pantikapaion,"Griechen, Archaik und Klassik",13,0.92,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,1739,160,37
02701,Karolinger: Karl der Große,Frühmittelalter,20,1.14,771,794,Italy,Lombardei,Mailand,Silver,,1776,160,39
02702,Pantikapaion,"Griechen, Archaik und Klassik",9,0.37,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,1815,160,41
02703,Karolinger: Karl der Große,Frühmittelalter,18,1.11,771,794,Italy,Venetien,Treviso,Silver,,1856,160,40
02704,Pantikapaion,"Griechen, Archaik und Klassik",7,0.28,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,1896,160,40
02705,Pantikapaion,"Griechen, Archaik und Klassik",13,1.59,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,1936,160,36
02706,Titus,Römische Kaiserzeit,30,12.87,77,78,France,Gallia,Lyon,Bronze,,0,200,42
02707,Baktrien: Antialkidas,"Griechen, Hellenismus",17,2.43,-115,-110,Afghanistan,Baktrien,,Silver,,42,200,38
02708,Karolinger: Karl der Große,Frühmittelalter,21,1.64,793,814,Germany,Rheinland,Köln,Silver,,80,200,40
02709,Baktrien: Heliokles II.,"Griechen, Hellenismus",17,2.30,-110,-100,Afghanistan,Baktrien,,Silver,,120,200,41
02710,Karolinger: Karl der Große,Frühmittelalter,17,1.01,774,781,Italy,Toskana,Lucca,Gold,,161,200,38
02711,Baktrien: Philoxenos,"Griechen, Hellenismus",15x16,2.47,-100,-95,Afghanistan,Baktrien,,Silver,,199,200,37
02712,Karolinger: Karl der Große,Frühmittelalter,20,1.75,793,813,Germany,Rheinland,Mainz,Silver,,236,200,40
02713,Baktrien: Archebios,"Griechen, Hellenismus",25,9.44,-90,-80,Afghanistan,Baktrien,,Silver,,276,200,41
02714,Karolinger: Karl der Große,Frühmittelalter,21,1.52,793,813,Germany,,Trier,Silver,,317,200,40
02715,Baktrien: Apollodotos II.,"Griechen, Hellenismus",26,8.97,-80,-65,Afghanistan,Baktrien,,Silver,,357,200,42
02716,Karolinger: Karl der Große,Frühmittelalter,21,1.63,793,813,France,Yonne,Sens?,Silver,,399,200,39
02717,Baktrien: Hermaios,"Griechen, Hellenismus",16,2.00,-55,-55,Afghanistan,Baktrien,,Silver,,438,200,40
02718,Karolinger: Karl der Große,Frühmittelalter,21,1.62,793,813,France,Deux-Sèvres,Melle (Metullo),Silver,,478,200,39
02719,Karolinger: Karl der Große,Frühmittelalter,21,1.70,793,813,France,Deux-Sèvres,Melle (Metullo)?,Silver,,517,200,39
02720,Pantikapaion,"Griechen, Archaik und Klassik",8,0.45,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,556,200,37
02721,Baktrien: Hermaios,"Griechen, Hellenismus",24,9.07,20,40,Afghanistan,Baktrien,,Bronze,,593,200,41
02722,Baktrien: Hippostratos,"Griechen, Hellenismus",27,9.27,-65,-55,Afghanistan,Baktrien,,Silver,,634,200,41
02723,Pantikapaion,"Griechen, Archaik und Klassik",8,0.30,-437,-380,Ukraine,Taurische Chersonesos,Pantikapaion,Silver,,675,200,35
02724,Andragoras,"Griechen, Hellenismus",17,8.45,-246,-238,Iran,Persis?,,Gold,,710,200,42
02725,Parther: Mithradates I.,"Griechen, Hellenismus",20,4.44,-171,-138,Iran,Parthien,,Silver,,752,200,40
02726,Parther: Mithradates I.,"Griechen, Hellenismus",20,4.14,-171,-138,Iran,Medien,Ekbatana?,Silver,,792,200,40
02727,Parther: Mithradates I.,"Griechen, Hellenismus",19,3.91,-171,-138,Iran,Medien,Ekbatana?,Silver,,832,200,41
02728,Stobi,"Griechen, Römische Kaiserzeit",24,6.70,193,217,Republic of Macedonia,Makedonien,Stobi,Bronze,,873,200,42
02729,Patras,"Griechen, Römische Kaiserzeit",27,11.73,41,54,Greece,Achaia,Patras,Bronze,,915,200,40
02730,Korinth,"Griechen, Römische Kaiserzeit",20,11.77,37,38,Greece,Achaia,Korinth,Bronze,,955,200,40
02731,Korinth,"Griechen, Römische Kaiserzeit",26,11.77,161,180,Greece,Achaia,Korinth,Bronze,,995,200,40
02732,Knossos,"Griechen, Römische Kaiserzeit",22,5.72,-30,14,Greece,Kreta,Knossos,Bronze,,1035,200,43
02733,Alexandria Troas,"Griechen, Römische Kaiserzeit",21,5.82,253,260,Turkey,Troas,Alexandria Troas,Bronze,,1078,200,39
02734,Alexandria Troas,"Griechen, Römische Kaiserzeit",20,5.10,253,260,Turkey,Troas,Alexandria Troas,Bronze,,1117,200,40
02735,Apameia (Myrleia),"Griechen, Römische Kaiserzeit",21,4.80,184,192,Turkey,Bithynien,Apameia (Myrleia),Bronze,,1157,200,38
02736,Antiochia ad Pisidiam,"Griechen, Römische Kaiserzeit",34,25.80,238,244,Turkey,Pisidien,Antiochia ad Pisidiam,Bronze,,1195,200,40
02737,Heliopolis (Baalbek),"Griechen, Römische Kaiserzeit",27,11.12,193,211,Lebanon,Syria,Baalbek,Bronze,,1235,200,42
02739,Karolinger: Karl der Große,Frühmittelalter,22,1.67,793,813,France,Cher,Bourges,Silver,,1277,200,40
02740,Karolinger: Karl der Große,Frühmittelalter,21,1.74,793,813,France,Île-de-France,Paris,Silver,,1317,200,38
02741,Karolinger: Karl der Große,Frühmittelalter,21,1.78,793,813,Italy,Lombardei,Mailand,Silver,,1355,200,40
02742,Karolinger: Karl der Große,Frühmittelalter,22,1.67,793,813,Italy,Lombardei,Ticinum-Pavia,Silver,,1395,200,39
02743,Karolinger: Karl der Große,Frühmittelalter,22,1.76,793,813,Italy,Toskana,Lucca,Silver,,1434,200,39
02744,Karolinger: Karl der Große,Frühmittelalter,20,1.75,793,813,Italy,Latium,Rom?,Silver,,1473,200,39
02745,Rom: Karl der Große und Papst Leo III.,Frühmittelalter,24,1.85,800,814,Vatican,,Rom,Silver,,1512,200,39
02746,Karolinger: Karl der Große,Frühmittelalter,19,1.68,813,814,Italy,Lombardei,Mailand?,Silver,,1551,200,40
02747,Constans,Römische Spätantike,48,40.03,342,342,Italy,Italia,Aquileia,Gold,Poland,1591,200,39
02748,Karolinger: Karl der Große,Frühmittelalter,20,1.71,813,814,Germany,Rheinland,Aachen,Silver,,1630,200,40
02749,Karolinger: Karl der Große,Frühmittelalter,20,1.55,813,814,Germany,Rheinland,Aachen,Silver,,1670,200,41
02750,Karolinger: Karl der Große,Frühmittelalter,19,1.64,813,814,France,Bouches-du-Rhône,Arles,Silver,Netherlands,1711,200,40
02751,Athen,"Griechen, Hellenismus",30,16.74,-135,-134,Greece,Attika,Athen,Silver,,1751,200,40
02752,Athen,"Griechen, Hellenismus",29,16.79,-135,-134,Greece,Attika,Athen,Silver,,1791,200,40
02753,Athen,"Griechen, Hellenismus",18,4.15,-135,-134,Greece,Attika,Athen,Silver,,1831,200,41
02754,Parther: Phraates II.,"Griechen, Hellenismus",28,16.28,-138,-127,Iran,Medien,Ekbatana,Silver,,1872,200,38
02755,Parther: Phraates II.,"Griechen, Hellenismus",19,3.96,-138,-127,Iran,Medien,Tambrax,Silver,,1910,200,41
02756,Athen,"Griechen, Hellenismus",14,2.08,-135,-134,Greece,Attika,Athen,Silver,,1951,200,41
02757,Karolinger: Karl der Große,Frühmittelalter,22,1.76,813,814,Germany,,Trier,"Silver, gilded",,0,240,40
02758,Athen,"Griechen, Römische Kaiserzeit",22,5.55,140,175,Greece,Attika,Athen,Bronze,,40,240,40
02759,Karolinger: Karl der Große,Frühmittelalter,20,1.91,813,840,France,Rhône,Lyon,Silver,Netherlands,80,240,40
